"","V1","V2"
"979","Lrrc9","white"
"980","Acap1","black"
"981","Iqck","black"
"982","Galnt9","grey"
"983","Spata9","salmon"
"984","Plekha6","darkolivegreen4"
"985","Capn6","mediumpurple3"
"986","Mgam","orangered4"
"987","Cpa3","magenta"
"988","Hcar1","greenyellow"
"989","Nim1k","lightcyan1"
"990","Mmp16","white"
"991","X9230110C19Rik","black"
"992","Zfp781","black"
"993","P2rx1","black"
"994","Bmp5","lightcyan1"
"995","Sptb","black"
"996","X5031434C07Rik","lightpink4"
"997","Tmem265","black"
"998","Cdkn1c","lightsteelblue"
"999","Fam107a","grey"
"1000","Gria4","magenta"
"1001","E530011L22Rik","black"
"1002","Cr2","grey"
"1003","Eya2","salmon"
"1004","Srrm4","black"
"1005","Xcl1","orange"
"1006","Unc93a","grey"
"1007","Mfsd7a","black"
"1008","Acy1","thistle3"
"1009","AI450353","black"
"1010","Cd2","orange"
"1011","Zfp286","black"
"1012","Eid3","black"
"1013","Ankrd13d","black"
"1014","Lrrc18","skyblue3"
"1015","Rnft2","ivory"
"1016","Hrasls","black"
"1017","Pcyt1b","grey"
"1018","Ccdc142","black"
"1019","Casz1","greenyellow"
"1020","Nrgn","black"
"1021","Comp","black"
"1022","Rhbdl2","thistle3"
"1023","Mamstr","ivory"
"1024","Fam169b","lightgreen"
"1025","Cxcl1","black"
"1026","Frzb","darkmagenta"
"1027","Bdkrb2","black"
"1028","Rab6b","black"
"1029","Hmga2","indianred4"
"1030","Matk","black"
"1031","A730020E08Rik","darkturquoise"
"1032","Ptprv","floralwhite"
"1033","Prkcq","yellowgreen"
"1034","Il12rb2","thistle2"
"1035","Mgst2","black"
"1036","Ankrd6","black"
"1037","Ccdc69","grey"
"1038","Epha1","navajowhite2"
"1039","Igsf9b","grey"
"1040","St14","coral2"
"1041","Thsd4","lightpink4"
"1042","Prss36","black"
"1043","Gm15708","yellow4"
"1044","Gpr31b","coral1"
"1045","Lilra6","yellow4"
"1046","Fam129c","maroon"
"1047","Gm10677","thistle1"
"1048","E330013P04Rik","black"
"1049","Colq","lightsteelblue"
"1050","Gm527","white"
"1051","Spata5l1","antiquewhite4"
"1052","Ttn","darkslateblue"
"1053","C77370","black"
"1054","Sh2d2a","orange"
"1055","Ifitm6","black"
"1056","Gpr19","antiquewhite4"
"1057","Col10a1","brown4"
"1058","F10","orange"
"1059","Vamp1","mediumpurple3"
"1060","Nefl","grey"
"1061","Gcat","black"
"1062","X1600010M07Rik","black"
"1063","Hrh1","antiquewhite4"
"1064","Skap1","black"
"1065","Gzmb","indianred4"
"1066","Abcb4","black"
"1067","Crabp2","floralwhite"
"1068","Klrd1","orange"
"1069","Ifi213","salmon"
"1070","Zbtb11os1","navajowhite1"
"1071","St8sia2","brown4"
"1072","Gpr82","greenyellow"
"1073","Tymp","black"
"1074","Acrbp","lightsteelblue"
"1075","Btbd11","black"
"1076","Kcnk5","darkgrey"
"1077","Gna14","orangered4"
"1078","Cass4","darkred"
"1079","Sbsn","brown2"
"1080","Eppk1","black"
"1081","Zfp951","magenta4"
"1082","Ttyh1","bisque4"
"1083","Cnbd2","black"
"1084","Nipal2","black"
"1085","Fosl1","black"
"1086","Crybb3","red"
"1087","Gm4759","sienna3"
"1088","Kif5a","black"
"1089","Slc7a4","orangered3"
"1090","Sdcbp2","black"
"1091","Slc35f1","black"
"1092","Inha","black"
"1093","Nebl","palevioletred2"
"1094","Gm10389","darkred"
"1095","Nnat","magenta"
"1096","Fbxl12os","skyblue2"
"1097","Nfe2l3","indianred4"
"1098","Tjp3","magenta4"
"1099","Fahd2a","black"
"1100","Uchl4","plum"
"1101","Plekhb1","black"
"1102","X4931428F04Rik","black"
"1103","Tmem79","ivory"
"1104","Calml4","greenyellow"
"1105","Klhdc8a","black"
"1106","Setmar","lightcyan1"
"1107","Cda","black"
"1108","Gpr22","black"
"1109","Col6a6","plum"
"1110","Shisa6","orange"
"1111","S100b","lightcyan1"
"1112","Rad51c","yellow4"
"1113","Cfap69","black"
"1114","Cecr2","grey"
"1115","M1ap","salmon2"
"1116","X1700030J22Rik","yellow4"
"1117","Ereg","salmon4"
"1118","Cd46","grey"
"1119","Cntfr","darkolivegreen4"
"1120","Abhd3","honeydew1"
"1121","Ropn1l","black"
"1122","Nthl1","black"
"1123","Hsd11b2","black"
"1124","Ptch2","floralwhite"
"1125","X5031426D15Rik","red"
"1126","Oxld1","black"
"1127","Kcnb1","thistle2"
"1128","Cadm4","black"
"1129","Camsap3","magenta"
"1130","Pdxp","black"
"1131","Reep6","magenta"
"1132","Il18r1","maroon"
"1133","A730008H23Rik","darkslateblue"
"1134","Siglecg","black"
"1135","X6330549D23Rik","darkgrey"
"1136","Tmod1","skyblue"
"1137","Fgf9","mediumpurple3"
"1138","Gm4432","skyblue3"
"1139","Cend1","black"
"1140","Chrd","lightcoral"
"1141","Clcn2","grey"
"1142","Crym","magenta"
"1143","Cdnf","palevioletred3"
"1144","Slc27a3","lightgreen"
"1145","Pln","black"
"1146","Mecr","black"
"1147","Pcdhb8","mediumpurple3"
"1148","Gm45915","red"
"1149","Zfp385b","darkolivegreen4"
"1150","Il1r2","black"
"1151","Arg1","indianred4"
"1152","Nhlrc1","plum2"
"1153","Gzmd","indianred4"
"1154","Car11","darkmagenta"
"1155","Adgrb2","lightgreen"
"1156","Kdm8","palevioletred3"
"1157","Kifc2","midnightblue"
"1158","H2.M9","maroon"
"1159","Gm32856","magenta4"
"1160","Hspb2","black"
"1161","Slc25a43","black"
"1162","Il2rb","orange"
"1163","Adat3","plum2"
"1164","X6330418K02Rik","black"
"1165","Cd160","black"
"1166","St8sia1","darkslateblue"
"1167","Shisa9","magenta"
"1168","X2610306M01Rik","black"
"1169","A930033H14Rik","black"
"1170","Pde9a","blue2"
"1171","Irx5","midnightblue"
"1172","Strip2","red"
"1173","Iqcg","lightsteelblue1"
"1174","Ptgfr","lightcyan1"
"1175","Gm15663","darkmagenta"
"1176","X5730480H06Rik","darkred"
"1177","Itgae","maroon"
"1178","Ccdc106","black"
"1179","Dhrs13","black"
"1180","C030034I22Rik","mediumorchid"
"1181","Cntf","coral1"
"1182","Colca2","greenyellow"
"1183","Klrb1f","salmon"
"1184","X4930502E18Rik","coral2"
"1185","Pglyrp1","black"
"1186","X9130024F11Rik","black"
"1187","Samd5","black"
"1188","Cetn4","darkviolet"
"1189","Neb","darkseagreen4"
"1190","Sfmbt2","black"
"1191","Sbspon","darkorange2"
"1192","Trpc3","saddlebrown"
"1193","Fbxl22","thistle3"
"1194","Slc39a2","maroon"
"1195","Mmp8","black"
"1196","Wdr78","mediumpurple3"
"1197","Fuz","thistle1"
"1198","Zfp708","white"
"1199","Tnfsf14","black"
"1200","Pcdh15","plum3"
"1201","Gm10069","black"
"1202","X0610040J01Rik","black"
"1203","Cd163","darkgrey"
"1204","Fbxo44","darkslateblue"
"1205","Pfkfb1","blue2"
"1206","Tnfsfm13","lightcoral"
"1207","Siah1b","black"
"1208","Gm15545","midnightblue"
"1209","Evi2","grey"
"1210","Gata3","magenta4"
"1211","Kyat1","black"
"1212","Zfp940","black"
"1213","Cyp26a1","palevioletred2"
"1214","X2010320M18Rik","red"
"1215","Tppp","magenta"
"1216","Lcat","grey"
"1217","Arntl2","white"
"1218","Kcnq4","lightcoral"
"1219","Mxd3","black"
"1220","Edaradd","mediumpurple2"
"1221","Epor","lightgreen"
"1222","Chd3os","black"
"1223","Dlx5","midnightblue"
"1224","BC020402","grey"
"1225","Nmnat2","navajowhite2"
"1226","Cxxc4","blue2"
"1227","Apc2","lightgreen"
"1228","Ddit4l","darkred"
"1229","Batf3","black"
"1230","X4930594C11Rik","red"
"1231","Zscan25","lightgreen"
"1232","Apitd1","thistle3"
"1233","Gdnf","darkmagenta"
"1234","B430319G15Rik","grey"
"1235","Mlph","coral2"
"1236","Islr2","antiquewhite4"
"1237","Zfp982","palevioletred2"
"1238","Egfl8","magenta"
"1239","Plekha4","ivory"
"1240","B3gnt5","salmon"
"1241","Gng4","navajowhite2"
"1242","X4831440E17Rik","darkslateblue"
"1243","Tle6","coral1"
"1244","Neurl2","black"
"1245","Gm20605","black"
"1246","Adamts3","plum3"
"1247","Il20rb","black"
"1248","Dnaaf3","lightgreen"
"1249","Omd","darkgrey"
"1250","Spta1","sienna3"
"1251","Trpm6","magenta4"
"1252","Rnd1","black"
"1253","Reep2","thistle3"
"1254","Vstm5","salmon4"
"1255","Tspan33","black"
"1256","Bend7","plum"
"1257","Il11","brown4"
"1258","Gm16938","red"
"1259","Ikzf3","orange"
"1260","Tmem238","black"
"1261","Treml4","black"
"1262","Klrk1","salmon"
"1263","Map2","darkred"
"1264","Zfr2","lightsteelblue"
"1265","Lpar5","black"
"1266","Mnd1","thistle3"
"1267","Slc37a1","thistle1"
"1268","Zcchc5","skyblue3"
"1269","Steap1","red"
"1270","Spon2","black"
"1271","Fggy","antiquewhite4"
"1272","Cfap74","ivory"
"1273","S100a6","black"
"1274","Pthlh","yellow4"
"1275","Rab38","grey"
"1276","Clstn2","darkorange2"
"1277","Il12b","yellowgreen"
"1278","Ap1s3","white"
"1279","AA986860","black"
"1280","Efna4","navajowhite2"
"1281","Greb1l","red"
"1282","Tnfsf9","black"
"1283","Med18","black"
"1284","Olfml1","plum"
"1285","Tmc7","ivory"
"1286","Hmga1","honeydew1"
"1287","Rec114","darkgrey"
"1288","X1190007I07Rik","black"
"1289","Ikzf4","grey"
"1290","Bcdin3d","black"
"1291","Ppp1r3c","magenta"
"1292","Tmem221","black"
"1293","Rtn2","black"
"1294","Znrd1as","black"
"1295","D330023K18Rik","skyblue"
"1296","Fgf18","mediumpurple3"
"1297","Gm20554","coral2"
"1298","Alox12","thistle3"
"1299","Klhdc9","floralwhite"
"1300","Slc10a6","yellow4"
"1301","Tm4sf19","black"
"1302","Tmem38a","black"
"1303","Gm16675","grey"
"1304","Lrrc56","antiquewhite4"
"1305","C430049B03Rik","black"
"1306","Slc17a9","mediumpurple2"
"1307","Hist1h2bn","thistle3"
"1308","Prg4","black"
"1309","H2.Bl","black"
"1310","Cd79b","black"
"1311","Tyro3","black"
"1312","Lrr1","black"
"1313","Zfp947","brown2"
"1314","AW551984","red"
"1315","Gng7","coral1"
"1316","Clec2i","grey"
"1317","Syt7","magenta4"
"1318","Them6","floralwhite"
"1319","Slamf8","palevioletred3"
"1320","Rnd2","lightgreen"
"1321","Sell","black"
"1322","Ccdc171","sienna3"
"1323","Tnip3","lightsteelblue1"
"1324","Srd5a1","skyblue2"
"1325","Adhfe1","magenta"
"1326","Htr1b","salmon4"
"1327","Lyve1","darkgrey"
"1328","Ypel1","black"
"1329","Pcdhb12","palevioletred3"
"1330","Rplp1","black"
"1331","Zfp524","lightgreen"
"1332","Cbx8","black"
"1333","Il4i1","black"
"1334","Ccl28","grey"
"1335","Fanca","darkslateblue"
"1336","Cd209d","antiquewhite4"
"1337","Gzmc","black"
"1338","Shpk","black"
"1339","Mreg","mediumpurple2"
"1340","Zfyve28","black"
"1341","Slc39a4","black"
"1342","Xcr1","orangered4"
"1343","Elfn1","black"
"1344","Immp2l","lightcoral"
"1345","Mab21l1","brown2"
"1346","Hist1h2an","lavenderblush2"
"1347","Rnf165","black"
"1348","Depdc1b","black"
"1349","Stard10","black"
"1350","Spag1","black"
"1351","Col24a1","ivory"
"1352","Lppos","thistle3"
"1353","Efhd1","darkgrey"
"1354","Siglech","lightsteelblue1"
"1355","Tmem88b","darkmagenta"
"1356","Abca8a","greenyellow"
"1357","Klrg2","black"
"1358","Nkg7","orange"
"1359","Lockd","black"
"1360","Lin7a","plum"
"1361","Ms4a8a","navajowhite2"
"1362","Rilp","black"
"1363","Zfa.ps","greenyellow"
"1364","Mgmt","black"
"1365","Nacad","darkmagenta"
"1366","Atp1b1","plum"
"1367","Gm10791","mediumpurple2"
"1368","Zfp72","darkolivegreen4"
"1369","Prodh","black"
"1370","B230217C12Rik","greenyellow"
"1371","Wnt2","salmon2"
"1372","Klhl3","thistle1"
"1373","Mettl18","magenta"
"1374","Reg1","orangered4"
"1375","Noxo1","lightcyan1"
"1376","Lsm5","black"
"1377","Trim45","thistle3"
"1378","Ptprz1","black"
"1379","Gsta4","greenyellow"
"1380","Fbxl15","black"
"1381","Glis1","black"
"1382","Piwil2","black"
"1383","X3830408C21Rik","grey"
"1384","A930024E05Rik","black"
"1385","Cryba4","floralwhite"
"1386","Dnah2","grey"
"1387","Gsta3","magenta"
"1388","Scg3","red"
"1389","Stac","black"
"1390","Hoxa4","brown4"
"1391","Cep72","coral1"
"1392","Tigd5","grey"
"1393","Gm6093","darkmagenta"
"1394","Xk","darkred"
"1395","Efna2","black"
"1396","Kcnj14","red"
"1397","Lncpint","red"
"1398","Mgl2","black"
"1399","Muc1","black"
"1400","Stra6l","skyblue2"
"1401","X2310009B15Rik","black"
"1402","Mcm8","ivory"
"1403","Nek8","honeydew1"
"1404","Klf5","darkred"
"1405","Hcst","black"
"1406","Llgl2","black"
"1407","Tmem171","saddlebrown"
"1408","Gm4285","greenyellow"
"1409","Enho","black"
"1410","Stxbp6","darkgrey"
"1411","X1700030C10Rik","magenta"
"1412","Gm20257","white"
"1413","Gprc5a","black"
"1414","Hist1h2bg","black"
"1415","Fgf14","black"
"1416","Cd5","black"
"1417","Mtmr7","black"
"1418","Serpina3h","yellowgreen"
"1419","Ifnlr1","thistle2"
"1420","Sfrp4","darkorange2"
"1421","X8430431K14Rik","darkgrey"
"1422","Fhad1","plum2"
"1423","Brsk1","thistle3"
"1424","A530064D06Rik","black"
"1425","Oit3","black"
"1426","Dusp14","greenyellow"
"1427","Lca5l","midnightblue"
"1428","F8","black"
"1429","Gjb5","grey"
"1430","Trim7","black"
"1431","C330021F23Rik","midnightblue"
"1432","Abca8b","darkgrey"
"1433","Guca1a","black"
"1434","Syt12","black"
"1435","Lrrc29","mediumorchid"
"1436","X4933439C10Rik","mediumorchid"
"1437","Rai2","antiquewhite4"
"1438","Tmem141","black"
"1439","Gm10052","red"
"1440","Pecr","lightcyan1"
"1441","Spaca1","white"
"1442","Letm2","floralwhite"
"1443","Aqp2","black"
"1444","Itga2b","skyblue2"
"1445","X1500015A07Rik","black"
"1446","Ngfr","darkgrey"
"1447","Dpp6","red"
"1448","Cacnb2","honeydew1"
"1449","Gpr141","darkslateblue"
"1450","S1pr4","black"
"1451","Gapt","black"
"1452","X2310009A05Rik","black"
"1453","Bcl2l12","black"
"1454","Itgb7","black"
"1455","Pcdhgc4","black"
"1456","Prx","brown2"
"1457","X4632427E13Rik","red"
"1458","Lipt1","grey"
"1459","Dmp1","lightgreen"
"1460","Stum","skyblue"
"1461","Pimreg","black"
"1462","Wnt5b","darkmagenta"
"1463","Trmt61b","black"
"1464","F2rl2","salmon4"
"1465","Sfxn4","orangered3"
"1466","S100a8","red"
"1467","X4930426L09Rik","black"
"1468","Zfp995","black"
"1469","X1700109K24Rik","grey"
"1470","Eda","white"
"1471","Nlrp5.ps","darkviolet"
"1472","Nos1ap","midnightblue"
"1473","Samd10","black"
"1474","Jph1","grey"
"1475","Lrrc14b","black"
"1476","March3","darkturquoise"
"1477","Fign","magenta4"
"1478","Gchfr","black"
"1479","Igfbp2","black"
"1480","Zscan18","red"
"1481","Dffb","ivory"
"1482","AU022793","black"
"1483","Ces2e","grey"
"1484","Ccdc173","black"
"1485","Plekhh1","grey"
"1486","Fam131b","ivory"
"1487","Prr15","thistle3"
"1488","St6galnac5","darkviolet"
"1489","A930013F10Rik","red"
"1490","Pilrb1","lightcyan1"
"1491","Grap2","mediumpurple2"
"1492","Nr5a2","sienna3"
"1493","F630111L10Rik","skyblue2"
"1494","Ica1l","grey"
"1495","Lingo1","thistle2"
"1496","Rpusd3","black"
"1497","Mterf2","mediumorchid"
"1498","Gfod2","black"
"1499","Prss46","indianred4"
"1500","X2810408I11Rik","grey"
"1501","Aldh1b1","salmon"
"1502","Igflr1","black"
"1503","Ephx3","lavenderblush2"
"1504","Nfkbid","black"
"1505","Arhgef39","black"
"1506","Gm11423","lightgreen"
"1507","Smoc1","magenta"
"1508","Mir99ahg","red"
"1509","A830082K12Rik","plum3"
"1510","Cd1d2","black"
"1511","Foxp2","darkorange2"
"1512","Rab27b","floralwhite"
"1513","Elmo3","greenyellow"
"1514","Rps28","black"
"1515","Hdhd5","black"
"1516","Cxcr3","yellowgreen"
"1517","Tmem30b","darkolivegreen4"
"1518","Itih5","darkgrey"
"1519","Prokr1","lightpink4"
"1520","Dhtkd1","grey"
"1521","Syn2","black"
"1522","Klhl23","salmon4"
"1523","Hmgcs2","darkorange2"
"1524","Msi1","plum2"
"1525","Chst7","black"
"1526","Ndufs5","black"
"1527","A830082N09Rik","saddlebrown"
"1528","H2.Q8","orange"
"1529","Mmp13","darkmagenta"
"1530","Megf6","lightgreen"
"1531","X3110070M22Rik","lightgreen"
"1532","C920021L13Rik","white"
"1533","Gpr173","grey"
"1534","Rarres1","black"
"1535","Fgf10","magenta"
"1536","Nhej1","darkturquoise"
"1537","Psmg3","black"
"1538","Cd28","white"
"1539","Mgp","black"
"1540","Acad12","black"
"1541","Sybu","black"
"1542","Ggn","black"
"1543","Wt1","white"
"1544","Gm14461","grey"
"1545","Tm7sf2","black"
"1546","Zfp112","darkmagenta"
"1547","G530011O06Rik","sienna3"
"1548","Ptpn18","black"
"1549","Jpx","grey"
"1550","Etfbkmt","black"
"1551","X4930429B21Rik","thistle"
"1552","Raver2","magenta4"
"1553","Tmem178","palevioletred2"
"1554","Macrod2","mediumorchid"
"1555","Zfp213","black"
"1556","Mrps12","black"
"1557","X6030419C18Rik","bisque4"
"1558","Sycp1","lavenderblush2"
"1559","Mettl1","thistle1"
"1560","Tnfsf11","mediumorchid"
"1561","X1700001C19Rik","black"
"1562","Tmem81","lightcoral"
"1563","Fdxr","palevioletred3"
"1564","Opcml","black"
"1565","Zfp14","black"
"1566","AA467197","black"
"1567","Htra4","darkmagenta"
"1568","Prr33","darkgrey"
"1569","A430046D13Rik","firebrick4"
"1570","Eno3","darkseagreen4"
"1571","Tmem150c","grey"
"1572","Grb14","lightpink4"
"1573","Slc2a4rg.ps","bisque4"
"1574","Kifc1","black"
"1575","Dlg2","sienna3"
"1576","Patj","black"
"1577","Dus4l","black"
"1578","Tex15","salmon2"
"1579","X2700099C18Rik","black"
"1580","Sh3yl1","coral1"
"1581","Acpp","lightcoral"
"1582","Agbl3","white"
"1583","Rasgrp2","grey"
"1584","Aldh1a2","brown4"
"1585","A530032D15Rik","mediumpurple2"
"1586","Il1a","mediumpurple2"
"1587","Col11a2","lightpink4"
"1588","Hist1h2ac","black"
"1589","Il2ra","grey"
"1590","Ldhd","lightgreen"
"1591","Steap4","indianred4"
"1592","Thbs4","skyblue"
"1593","Stat4","salmon"
"1594","Spaar","midnightblue"
"1595","Map7d3","skyblue3"
"1596","Ccdc92","midnightblue"
"1597","Tspan8","coral1"
"1598","X4930556M19Rik","black"
"1599","Cd59b","magenta"
"1600","Fam196a","black"
"1601","Clmn","plum"
"1602","B430010I23Rik","black"
"1603","Cntnap1","navajowhite2"
"1604","Plxna4os1","firebrick4"
"1605","X2610020C07Rik","black"
"1606","Bsn","yellowgreen"
"1607","Cyp2j9","white"
"1608","Cubn","brown4"
"1609","A330009N23Rik","ivory"
"1610","Ltc4s","black"
"1611","Tubb3","black"
"1612","Negr1","magenta"
"1613","Arfgef3","black"
"1614","Lrrc3","lavenderblush2"
"1615","Cacnb1","floralwhite"
"1616","Map4k1","grey"
"1617","Fam151b","black"
"1618","Actc1","grey"
"1619","Rgs18","grey"
"1620","Gm6654","plum2"
"1621","Ccdc94","greenyellow"
"1622","Ramp1","black"
"1623","Gk5","white"
"1624","X1110065P20Rik","black"
"1625","Zfp3","palevioletred2"
"1626","Dgat2","magenta"
"1627","Ugt1a6b","black"
"1628","Ccdc18","black"
"1629","X5730507C01Rik","grey"
"1630","Megf10","midnightblue"
"1631","Tnnt2","darkseagreen4"
"1632","Id1","black"
"1633","Ifitm10","black"
"1634","Kynu","mediumpurple2"
"1635","Frg2f1","blue2"
"1636","B130006D01Rik","black"
"1637","Ntn3","lightgreen"
"1638","Syn1","coral1"
"1639","Bcl11b","skyblue3"
"1640","Slc9b2","black"
"1641","Adgra1","floralwhite"
"1642","Peli3","orangered3"
"1643","Hoxb8","black"
"1644","E130307A14Rik","salmon4"
"1645","Krt80","bisque4"
"1646","Kcnh1","darkgrey"
"1647","A330023F24Rik","grey"
"1648","Pla2g2d","grey"
"1649","Sync","black"
"1650","Zfp607b","black"
"1651","Pakap","thistle3"
"1652","Zkscan7","navajowhite1"
"1653","Fbp1","red"
"1654","Pcx","magenta"
"1655","Lgals4","black"
"1656","Cxcl11","orange"
"1657","Psd","lightgreen"
"1658","Gm15446","black"
"1659","Chst10","black"
"1660","Adcyap1r1","darkorange2"
"1661","S100a9","black"
"1662","Kbtbd8","black"
"1663","Ppm1l","salmon4"
"1664","Gpat3","magenta"
"1665","X4933400F21Rik","skyblue2"
"1666","Hp","magenta"
"1667","Brinp3","darkmagenta"
"1668","Stc2","darkred"
"1669","Gabrb3","darkorange2"
"1670","Fgf12","darkmagenta"
"1671","Mpzl3","black"
"1672","Gm5150","orange"
"1673","Gm15987","black"
"1674","Cd209b","plum"
"1675","Entpd3","plum3"
"1676","Cdh10","floralwhite"
"1677","Gm10509","lightcyan1"
"1678","Gm45927","darkred"
"1679","Hist1h4j","black"
"1680","X1700071M16Rik","yellowgreen"
"1681","Pif1","black"
"1682","Snhg6","thistle"
"1683","Far2","red"
"1684","Rhbdl3","black"
"1685","Mutyh","salmon2"
"1686","Xrcc2","black"
"1687","Igf2","darkseagreen4"
"1688","Mttp","antiquewhite4"
"1689","Gm5086","darkgrey"
"1690","Pgap3","lightcoral"
"1691","Greb1","red"
"1692","Foxred2","black"
"1693","Ydjc","black"
"1694","Phldb3","black"
"1695","Smpdl3b","black"
"1696","Grrp1","black"
"1697","Osbpl6","darkred"
"1698","Tmub1","black"
"1699","Irx3","lightcyan1"
"1700","Jmjd7","black"
"1701","Rps10","black"
"1702","Cnih2","black"
"1703","Cd69","darkslateblue"
"1704","Kcnrg","grey"
"1705","C5ar2","yellow4"
"1706","Gm15880","bisque4"
"1707","Cenpp","black"
"1708","Armc6","black"
"1709","Snhg15","black"
"1710","Rarb","honeydew1"
"1711","Nat8l","mediumpurple2"
"1712","Fam109a","black"
"1713","Lyrm1","black"
"1714","Tnxb","darkorange2"
"1715","X9930014A18Rik","black"
"1716","Adam4","red"
"1717","Bdh1","black"
"1718","Thnsl2","black"
"1719","Gtf2h4","black"
"1720","Klhdc8b","black"
"1721","Cdkn3","black"
"1722","Tmem86b","magenta"
"1723","Ctf1","black"
"1724","Trim30d","salmon"
"1725","Fam69b","ivory"
"1726","Irs3","magenta"
"1727","Add2","black"
"1728","Rad54b","mediumorchid"
"1729","Fam19a2","black"
"1730","Zfp108","darkseagreen4"
"1731","X1500009L16Rik","black"
"1732","Papln","black"
"1733","Zscan2","black"
"1734","Grhl2","black"
"1735","Endou","black"
"1736","Sla2","black"
"1737","Cd209a","darkorange2"
"1738","Cdk5rap1","black"
"1739","Angptl7","black"
"1740","Ccsap","bisque4"
"1741","Fam19a5","black"
"1742","Dnah1","darkorange2"
"1743","Larp6","brown2"
"1744","Gpc2","floralwhite"
"1745","Gm15441","honeydew1"
"1746","Kcnj13","blue2"
"1747","C630043F03Rik","black"
"1748","Nme6","black"
"1749","Napsa","black"
"1750","Rplp2","black"
"1751","Klhdc1","grey"
"1752","Arhgap33","grey"
"1753","Mpp7","white"
"1754","Sf3b5","black"
"1755","Slc25a33","black"
"1756","Nmb","black"
"1757","Cracr2b","black"
"1758","X9930012K11Rik","black"
"1759","Kcna5","darkred"
"1760","Ephx2","greenyellow"
"1761","Gm16861","darkolivegreen4"
"1762","Wdr54","black"
"1763","Ric3","magenta4"
"1764","Hba.a2","red"
"1765","Ptpru","greenyellow"
"1766","Neurl1a","black"
"1767","Gm2115","black"
"1768","Ldb3","darkseagreen4"
"1769","Emx2os","darkred"
"1770","Klf15","white"
"1771","Zfp30","lightgreen"
"1772","X1600002K03Rik","black"
"1773","Pidd1","black"
"1774","Catsper2","lightpink4"
"1775","Wasf1","darkred"
"1776","Zfp101","black"
"1777","Shf","black"
"1778","Cys1","darkviolet"
"1779","Epb41l4aos","black"
"1780","Gm15506","sienna3"
"1781","Zfp418","black"
"1782","Tdrkh","ivory"
"1783","Timm13","black"
"1784","Zfp956","palevioletred3"
"1785","Timm10b","black"
"1786","F5","black"
"1787","Sp6","black"
"1788","Mdfi","black"
"1789","Fbxl16","coral1"
"1790","Efemp1","black"
"1791","Pabpc4l","darkred"
"1792","Hbb.b1","black"
"1793","Cd244","mediumpurple2"
"1794","Agap2","plum2"
"1795","Cpz","orangered4"
"1796","Podxl2","black"
"1797","Aldh1a3","grey"
"1798","Hdac11","lightsteelblue"
"1799","Xlr","black"
"1800","Rbm46","black"
"1801","Syt17","floralwhite"
"1802","Txlnb","yellowgreen"
"1803","Ppcs","black"
"1804","Tspo","black"
"1805","Sp3os","black"
"1806","Gbx2","grey"
"1807","Adam33","navajowhite2"
"1808","Ms4a4b","orange"
"1809","Id4","lightcyan1"
"1810","Cox6b2","black"
"1811","Tst","magenta"
"1812","BC055324","skyblue3"
"1813","Zfp273","magenta"
"1814","Nek3","saddlebrown"
"1815","Tnfsf18","yellowgreen"
"1816","Acy3","white"
"1817","Rph3al","black"
"1818","Plekhn1","greenyellow"
"1819","Khk","black"
"1820","Oacyl","black"
"1821","X5033406O09Rik","black"
"1822","Hhipl1","darkolivegreen4"
"1823","Mira","black"
"1824","Gpr182","magenta"
"1825","Zfp965","black"
"1826","Zfp472","saddlebrown"
"1827","Toporsos","skyblue"
"1828","Ddb2","black"
"1829","X5430405H02Rik","grey"
"1830","Ccdc85a","skyblue3"
"1831","Wdr25","sienna3"
"1832","Klrb1b","orange"
"1833","Adcy2","skyblue3"
"1834","Klra3","sienna3"
"1835","Higd1b","black"
"1836","Mctp2","darkgrey"
"1837","Ranbp17","darkred"
"1838","Ism1","navajowhite2"
"1839","Gnb1l","black"
"1840","Spaca6","black"
"1841","Rnase6","thistle2"
"1842","Plcxd1","honeydew1"
"1843","Cyp4f17","midnightblue"
"1844","Gpr63","black"
"1845","Gas2","grey"
"1846","Cdh1","coral2"
"1847","C430002N11Rik","mediumorchid"
"1848","Prr16","darkred"
"1849","X2300009A05Rik","black"
"1850","Cep126","black"
"1851","F9","black"
"1852","Zfp647","white"
"1853","Rps4l","black"
"1854","Irx2","darkorange2"
"1855","Dnase1l3","lightsteelblue1"
"1856","Lvrn","black"
"1857","Ogn","black"
"1858","C1qtnf12","black"
"1859","Clca3a1","black"
"1860","Vtn","yellowgreen"
"1861","X2410131K14Rik","thistle"
"1862","Sat2","black"
"1863","Slfn1","salmon"
"1864","Slc35g1","magenta"
"1865","Ndnf","magenta"
"1866","Ramp3","black"
"1867","Zfp551","black"
"1868","E230013L22Rik","black"
"1869","Pcbd1","black"
"1870","B3galt2","black"
"1871","Slc25a14","ivory"
"1872","Abhd18","greenyellow"
"1873","Slc16a4","darkmagenta"
"1874","Cdkl5","black"
"1875","Gng8","thistle3"
"1876","Me3","black"
"1877","Ttc30a1","salmon4"
"1878","Grem1","darkmagenta"
"1879","Endog","black"
"1880","Socs1","black"
"1881","Top1mt","salmon4"
"1882","Saa3","black"
"1883","Ccpg1os","black"
"1884","D030056L22Rik","grey"
"1885","X9630028I04Rik","lightgreen"
"1886","Zfp2","black"
"1887","Hbb.b2","black"
"1888","Hbb.bt","black"
"1889","Zfp931","magenta"
"1890","Stard6","floralwhite"
"1891","Pdss1","bisque4"
"1892","Echdc1","black"
"1893","Nptx1","black"
"1894","X2700038G22Rik","black"
