"V1" "V2"
"857" "RSPO3" "saddlebrown"
"858" "IL1RN" "grey"
"859" "KIAA1456" "orangered4"
"860" "RAMP1" "white"
"861" "CYS1" "darkred"
"862" "CAPN6" "grey"
"863" "DPPA2P3" "grey"
"864" "MOXD1" "saddlebrown"
"865" "ADIRF" "brown"
"866" "ANK1" "grey"
"867" "OR7A5" "grey"
"868" "POMC" "grey"
"869" "CALML3" "brown"
"870" "DCC" "grey"
"871" "FAM107A" "magenta"
"872" "TGM5" "pink"
"873" "SNCA" "grey"
"874" "DPP10" "grey"
"875" "C8orf46" "magenta"
"876" "NIPAL4" "grey"
"877" "LINC00889" "palevioletred3"
"878" "PDGFRB" "skyblue3"
"879" "ZNF492" "grey"
"880" "MAT1A" "salmon"
"881" "ABCG2" "coral1"
"882" "LUM" "steelblue"
"883" "SYNPO2" "darkred"
"884" "FAM133A" "grey"
"885" "GABRA3" "brown"
"886" "TCN1" "magenta"
"887" "CXorf49" "maroon"
"888" "CXorf49B" "maroon"
"889" "MNX1.AS1" "purple"
"890" "SAA1" "grey"
"891" "CFD" "brown"
"892" "FOXI3" "grey"
"893" "LSP1" "grey"
"894" "TMEM132B" "grey"
"895" "ACTA2" "grey"
"896" "ESRRG" "lightcyan"
"897" "SEMA5B" "grey"
"898" "ITGBL1" "grey"
"899" "ITPRIPL1" "skyblue3"
"900" "PLA2G3" "salmon"
"901" "TFF3" "floralwhite"
"902" "BTNL9" "purple"
"903" "HSPB2" "grey"
"904" "UBE2QL1" "darkslateblue"
"905" "FLI1" "orange"
"906" "IL22RA2" "grey"
"907" "PAX1" "brown"
"908" "KCND2" "brown"
"909" "IQGAP2" "grey"
"910" "EFCAB1" "grey"
"911" "GGT5" "grey"
"912" "ZNF365" "grey"
"913" "EDNRA" "grey"
"914" "LOC284581" "grey"
"915" "GATA6.AS1" "grey"
"916" "AMN" "salmon"
"917" "MGC12916" "grey"
"918" "RASL12" "grey"
"919" "GSTT2B" "green"
"920" "IGFBP5" "grey"
"921" "FGD2" "brown"
"922" "STC1" "grey"
"923" "FOXA3" "floralwhite"
"924" "FOLR1" "mediumpurple3"
"925" "TBX4" "grey"
"926" "ANXA8L1" "brown"
"927" "SYT11" "black"
"928" "HGD" "green"
"929" "ANKRD30B" "darkgrey"
"930" "PRR18" "grey"
"931" "TOGARAM2" "grey"
"932" "PRKG2" "grey"
"933" "LTB" "darkorange"
"934" "AGT" "grey"
"935" "BST2" "tan"
"936" "VSTM2L" "grey"
"937" "SOSTDC1" "magenta"
"938" "AQP4" "grey"
"939" "TMEM200A" "saddlebrown"
"940" "FAT3" "grey"
"941" "LINC01550" "grey"
"942" "AASS" "skyblue3"
"943" "SLC27A2" "brown"
"944" "MAPK10" "grey"
"945" "DCLK3" "lavenderblush3"
"946" "MIR4697HG" "darkorange2"
"947" "TGFBR3L" "brown"
"948" "ZIC5" "grey"
"949" "OAS1" "tan"
"950" "GPC6" "grey"
"951" "CCKBR" "green"
"952" "LOC100287846" "salmon4"
"953" "CT83" "grey"
"954" "SLCO5A1" "coral1"
"955" "ZG16B" "grey"
"956" "SELL" "grey"
"957" "TRABD2A" "grey"
"958" "LINC00460" "grey"
"959" "PCSK4" "brown"
"960" "GJB5" "brown"
"961" "FAM181B" "white"
"962" "LOC100129940" "lightcyan1"
"963" "CDR1" "grey"
"964" "BEND4" "darkseagreen4"
"965" "CELF2.AS1" "grey"
"966" "LINC00601" "grey"
"967" "LOC100631378" "grey"
"968" "DKK1" "salmon4"
"969" "STON1.GTF2A1L" "grey"
"970" "VSTM4" "darkorange"
"971" "OPRK1" "grey"
"972" "PECAM1" "grey"
"973" "GJB2" "yellowgreen"
"974" "ANKRD35" "brown"
"975" "CSRNP3" "grey"
"976" "HSFX1" "grey"
"977" "NTNG1" "grey"
"978" "BMP4" "grey"
"979" "S100A7A" "brown"
"980" "GPNMB" "lightgreen"
"981" "HOXB3" "grey"
"982" "KCNJ8" "grey60"
"983" "PTPRD" "grey"
"984" "TMEM229B" "brown"
"985" "CXCL8" "lightcyan"
"986" "GATA2" "saddlebrown"
"987" "MISP" "brown"
"988" "STMND1" "thistle1"
"989" "ADGRF4" "ivory"
"990" "KLK14" "darkmagenta"
"991" "PTGER2" "antiquewhite4"
"992" "PKIA" "salmon4"
"993" "RBM24" "steelblue"
"994" "RARRES2" "thistle2"
"995" "LFNG" "brown"
"996" "FIRRE" "grey"
"997" "LONRF3" "grey"
"998" "NOG" "orange"
"999" "RORB" "grey"
"1000" "PNMA3" "lavenderblush3"
"1001" "HCN1" "darkorange"
"1002" "UPK1A" "brown"
"1003" "LOC105379194" "grey"
"1004" "TTLL2" "grey"
"1005" "TTC6" "greenyellow"
"1006" "CLDN10" "grey"
"1007" "MYO3B" "greenyellow"
"1008" "FAR2P2" "brown"
"1009" "SEMA3E" "grey"
"1010" "ADRA2C" "saddlebrown"
"1011" "APBB1IP" "grey"
"1012" "C15orf59" "brown"
"1013" "SOX18" "magenta"
"1014" "NDNF" "grey"
"1015" "SCARF2" "lightcyan1"
"1016" "APOL1" "magenta"
"1017" "TSPAN18" "grey60"
"1018" "ALDH2" "grey"
"1019" "SLC24A2" "honeydew1"
"1020" "BCL2A1" "grey"
"1021" "TMPRSS4" "grey"
"1022" "ADAMTS16" "skyblue1"
"1023" "FAM106CP" "grey"
"1024" "STAC2" "lightpink4"
"1025" "GPR158" "plum1"
"1026" "DUOX2" "darkmagenta"
"1027" "SOX5" "sienna3"
"1028" "ITGA9" "magenta"
"1029" "KLHDC7B" "grey"
"1030" "SH3GL3" "purple"
"1031" "DLL1" "bisque4"
"1032" "APCDD1" "grey60"
"1033" "ATP8A2" "grey"
"1034" "NWD1" "honeydew1"
"1035" "HIST1H4F" "grey"
"1036" "KYNU" "palevioletred3"
"1037" "NFE4" "grey"
"1038" "SPNS3" "brown"
"1039" "ADGRL3" "saddlebrown"
"1040" "VSNL1" "grey"
"1041" "SNAP91" "darkorange2"
"1042" "ATP1A3" "grey"
"1043" "TTN.AS1" "grey"
"1044" "SNCAIP" "saddlebrown"
"1045" "SV2C" "grey"
"1046" "CHST2" "grey"
"1047" "CPNE4" "purple"
"1048" "NCAM1" "plum1"
"1049" "TMEM130" "grey"
"1050" "RGCC" "grey"
"1051" "GRIK2" "grey"
"1052" "TMEM255B" "grey"
"1053" "MYO16" "saddlebrown"
"1054" "RAC2" "darkturquoise"
"1055" "PROX1" "plum1"
"1056" "P2RY1" "grey"
"1057" "RHOF" "grey"
"1058" "TNFRSF19" "skyblue3"
"1059" "CACNA1I" "grey"
"1060" "RIMS4" "purple"
"1061" "DLX5" "violet"
"1062" "PCOLCE2" "saddlebrown"
"1063" "NRXN3" "darkseagreen4"
"1064" "OLFML3" "grey"
"1065" "HMGCS2" "brown"
"1066" "PDE10A" "grey"
"1067" "MSI1" "grey"
"1068" "SMTNL2" "grey"
"1069" "SNURF" "grey"
"1070" "RBMS3" "grey"
"1071" "ABCA10" "red"
"1072" "TNNT1" "greenyellow"
"1073" "COLEC12" "saddlebrown"
"1074" "ACTA1" "purple"
"1075" "LIN7A" "orange"
"1076" "BEND5" "plum"
"1077" "EFNA2" "grey"
"1078" "MEI4" "grey"
"1079" "STK31" "grey"
"1080" "GBP2" "saddlebrown"
"1081" "GATA3" "yellow4"
"1082" "LOXL4" "pink"
"1083" "CYP27C1" "violet"
"1084" "LINC01356" "grey"
"1085" "WNT7B" "magenta"
"1086" "HIF3A" "darkturquoise"
"1087" "NGFR" "darkorange"
"1088" "ACTN2" "mediumpurple3"
"1089" "GPR26" "grey"
"1090" "HAND2.AS1" "green"
"1091" "LOC100507351" "grey"
"1092" "CACNA2D1" "grey"
"1093" "C1orf61" "grey"
"1094" "PRRT4" "magenta"
"1095" "FBN3" "thistle1"
"1096" "ANO4" "pink"
"1097" "CXorf57" "bisque4"
"1098" "CTAGE4" "brown"
"1099" "IGFBP2" "brown"
"1100" "NCCRP1" "lightgreen"
"1101" "NEGR1" "sienna3"
"1102" "COPZ2" "brown"
"1103" "MARCO" "grey"
"1104" "LINC02015" "grey"
"1105" "COL8A1" "grey"
"1106" "MRO" "grey60"
"1107" "LIPK" "darkred"
"1108" "KRT6A" "darkolivegreen"
"1109" "ADRA1B" "grey"
"1110" "CDC42EP5" "red"
"1111" "TMEFF1" "bisque4"
"1112" "SLC30A2" "white"
"1113" "HSPB6" "grey"
"1114" "SERPINF2" "grey"
"1115" "FAM225B" "darkmagenta"
"1116" "TPRXL" "brown"
"1117" "GXYLT2" "saddlebrown"
"1118" "TMEM200B" "lavenderblush3"
"1119" "C5orf66.AS1" "yellowgreen"
"1120" "C1QTNF5" "grey60"
"1121" "LOC149684" "antiquewhite4"
"1122" "RERG" "grey"
"1123" "NNMT" "grey"
"1124" "AMY1A" "grey"
"1125" "FGF12" "greenyellow"
"1126" "RBP1" "grey"
"1127" "CCDC152" "grey"
"1128" "PAX2" "saddlebrown"
"1129" "NEURL3" "brown"
"1130" "ADA2" "grey"
"1131" "RGR" "lightpink4"
"1132" "LCK" "grey"
"1133" "FOXP2" "green"
"1134" "ADM" "cyan"
"1135" "IGSF10" "saddlebrown"
"1136" "ZNF90" "grey"
"1137" "ANKRD62P1.PARP4P3" "grey"
"1138" "CACNG8" "darkgrey"
"1139" "CFH" "yellowgreen"
"1140" "HSD3BP4" "grey"
"1141" "KRT75" "brown"
"1142" "RYR2" "grey"
"1143" "AGBL4" "grey"
"1144" "UST.AS1" "maroon"
"1145" "LINC02065" "grey"
"1146" "NOMO3" "pink"
"1147" "LOC101929224" "grey"
"1148" "CORO1A" "brown"
"1149" "KLK8" "coral2"
"1150" "LOC100128108" "grey"
"1151" "DCDC2" "maroon"
"1152" "ART3" "black"
"1153" "PIK3R5" "grey"
"1154" "BDKRB2" "black"
"1155" "FAM196B" "tan"
"1156" "NALCN" "grey"
"1157" "KLK10" "coral2"
"1158" "UMODL1" "lightgreen"
"1159" "BIN2" "honeydew1"
"1160" "CNTN1" "grey"
"1161" "TGFB1" "brown"
"1162" "CD34" "orange"
"1163" "SLC13A5" "grey"
"1164" "SLC25A53" "darkturquoise"
"1165" "AGTR1" "yellowgreen"
"1166" "LOC100289473" "brown"
"1167" "LUZP2" "black"
"1168" "PKNOX2" "orange"
"1169" "SLC4A10" "grey"
"1170" "SYT3" "darkorange2"
"1171" "ZNF280A" "grey"
"1172" "SERHL" "grey"
"1173" "LTC4S" "brown"
"1174" "ABHD11.AS1" "brown"
"1175" "APOB" "grey"
"1176" "MYPN" "lightcyan"
"1177" "CAMK2N1" "grey"
"1178" "LINGO1" "darkturquoise"
"1179" "LINC00964" "royalblue"
"1180" "NUPR2" "skyblue2"
"1181" "MYT1" "lavenderblush3"
"1182" "FBLN7" "grey"
"1183" "M1AP" "grey"
"1184" "UNC5B.AS1" "brown"
"1185" "KCNJ12" "magenta"
"1186" "KCNN1" "white"
"1187" "SHISA3" "coral2"
"1188" "TMEM151A" "lightcyan"
"1189" "LINC02275" "brown"
"1190" "CYP2C8" "grey"
"1191" "CHAD" "brown"
"1192" "FAM178B" "brown"
"1193" "MAB21L1" "plum"
"1194" "MRC1" "grey"
"1195" "PWAR1" "grey"
"1196" "ADD2" "plum1"
"1197" "SFMBT2" "brown"
"1198" "KDR" "grey"
"1199" "KIAA1210" "darkmagenta"
"1200" "MUC15" "lightgreen"
"1201" "HSPA7" "grey"
"1202" "FAM205BP" "salmon"
"1203" "GSC" "grey"
"1204" "LINC00242" "grey"
"1205" "SPIB" "darkred"
"1206" "USH1G" "purple"
"1207" "CD207" "plum1"
"1208" "DACH1" "navajowhite2"
"1209" "ITGAL" "darkgrey"
"1210" "SLC6A2" "grey"
"1211" "LIX1" "plum1"
"1212" "SLMO2.ATP5E" "grey"
"1213" "SHISA2" "grey"
"1214" "WT1" "grey"
"1215" "PCYT1B" "grey"
"1216" "THRSP" "grey"
"1217" "ASB4" "skyblue3"
"1218" "REM1" "grey"
"1219" "ELMO1" "grey"
"1220" "LOC93429" "mediumorchid"
"1221" "THEG" "brown"
"1222" "TAGLN" "royalblue"
"1223" "SCNN1A" "pink"
"1224" "LOC100996635" "saddlebrown"
"1225" "ZNF732" "grey"
"1226" "RASGEF1C" "lightgreen"
"1227" "UCHL1" "grey"
"1228" "CXCL12" "saddlebrown"
"1229" "ZNF578" "grey"
"1230" "ALDH8A1" "grey"
"1231" "BPI" "antiquewhite4"
"1232" "LOC441204" "lavenderblush3"
"1233" "GFRA3" "brown4"
"1234" "MIR205HG" "grey"
"1235" "SPAG17" "darkgrey"
"1236" "PGM5" "orangered4"
"1237" "IL1R2" "brown"
"1238" "CACNA1C" "orange"
"1239" "CPLX2" "floralwhite"
"1240" "ADCYAP1" "midnightblue"
"1241" "ADGRB1" "white"
"1242" "RGS11" "darkorange2"
"1243" "LHFPL5" "brown"
"1244" "ATP13A5" "lightgreen"
"1245" "TMSB15A" "darkmagenta"
"1246" "BMP7" "grey"
"1247" "KCNQ5.AS1" "midnightblue"
"1248" "MLXIPL" "royalblue"
"1249" "ETV1" "steelblue"
"1250" "TBX2" "thistle2"
"1251" "MYCN" "grey"
"1252" "CYFIP2" "lavenderblush3"
"1253" "GPR55" "grey"
"1254" "CLCA4" "grey"
"1255" "EMB" "magenta"
"1256" "KCNG3" "grey"
"1257" "AQP1" "palevioletred3"
"1258" "JAK3" "grey"
"1259" "LOC105371880" "brown"
"1260" "PAX9" "grey"
"1261" "PHLDA2" "brown"
"1262" "LOC554223" "lightpink4"
"1263" "CTNNA3" "grey"
"1264" "C18orf65" "grey"
"1265" "HOXA.AS2" "darkolivegreen"
"1266" "SLC8A2" "brown"
"1267" "DPCR1" "brown"
"1268" "KCNB1" "lightpink4"
"1269" "ENPP2" "grey"
"1270" "WNT10A" "salmon"
"1271" "PWARSN" "grey"
"1272" "CSF1R" "brown"
"1273" "FAP" "grey"
"1274" "PIK3C2G" "grey"
"1275" "EYA1" "darkorange"
"1276" "PCDHA1" "brown"
"1277" "APOD" "grey"
"1278" "SERPINA5" "grey"
"1279" "TRIM71" "grey"
"1280" "MMEL1" "mediumpurple3"
"1281" "SDR16C5" "darkgrey"
"1282" "CYP24A1" "salmon"
"1283" "PKHD1L1" "salmon4"
"1284" "LGALS3BP" "paleturquoise"
"1285" "BISPR" "paleturquoise"
"1286" "PTGIS" "darkturquoise"
"1287" "ID1" "brown"
"1288" "BVES" "saddlebrown"
"1289" "LOC100507006" "grey"
"1290" "IL36RN" "grey"
"1291" "NT5E" "grey"
"1292" "SLC9A9" "grey"
"1293" "CPZ" "grey"
"1294" "TPK1" "saddlebrown"
"1295" "LINC00987" "saddlebrown"
"1296" "KCNJ2" "lightpink4"
"1297" "ZNF582.AS1" "grey"
"1298" "SLC27A6" "darkturquoise"
"1299" "KIAA0319" "grey"
"1300" "SLC28A1" "lightgreen"
"1301" "SLC12A1" "pink"
"1302" "FOXD3" "grey"
"1303" "SLC2A3" "green"
"1304" "GATM" "grey"
"1305" "IRX1" "lightcyan"
"1306" "CLIC6" "brown"
"1307" "ABCA6" "grey"
"1308" "SYCE1L" "brown"
"1309" "CCDC184" "mediumorchid"
"1310" "NKX3.2" "thistle1"
"1311" "LRRC14B" "grey"
"1312" "TUBB3" "green"
"1313" "LOC388282" "darkgreen"
"1314" "CD38" "grey"
"1315" "SRPK3" "brown"
"1316" "RSAD2" "tan"
"1317" "TG" "grey"
"1318" "EXOC3L2" "royalblue"
"1319" "DPYD" "grey"
"1320" "TBX20" "grey"
"1321" "STK32B" "grey"
"1322" "PLAC1" "darkgrey"
"1323" "CDH7" "grey"
"1324" "LINC00861" "grey"
"1325" "PCAT5" "mediumpurple3"
"1326" "RPH3A" "grey"
"1327" "SPDYC" "navajowhite2"
"1328" "WT1.AS" "grey"
"1329" "NOL4" "grey"
"1330" "PPP1R3G" "cyan"
"1331" "DPY19L2P1" "mediumorchid"
"1332" "ANKRD45" "saddlebrown"
"1333" "IFI44L" "tan"
"1334" "HPN" "brown"
"1335" "STARD8" "grey"
"1336" "ADRB1" "grey"
"1337" "VCAM1" "saddlebrown"
"1338" "SAA2" "grey"
"1339" "CHRDL2" "orangered3"
"1340" "GABBR2" "grey"
"1341" "HTRA1" "darkgreen"
"1342" "MCF2" "grey"
"1343" "OGDHL" "purple"
"1344" "DPF3" "orangered4"
"1345" "DDX53" "lightcyan"
"1346" "ERICH3" "grey"
"1347" "OVCH1" "maroon"
"1348" "LINC01108" "thistle1"
"1349" "COL18A1.AS1" "grey"
"1350" "JPH2" "royalblue"
"1351" "ALX1" "grey"
"1352" "CD70" "grey"
"1353" "IL7R" "darkorange"
"1354" "TYRP1" "brown"
"1355" "DNAAF3" "greenyellow"
"1356" "GPX3" "saddlebrown"
"1357" "PARP11" "grey"
"1358" "SH3PXD2A.AS1" "grey"
"1359" "NKAIN1" "lightcyan"
"1360" "LGR6" "royalblue"
"1361" "ROBO3" "lavenderblush3"
"1362" "TOX2" "darkgreen"
"1363" "IFI6" "tan"
"1364" "CHRM3" "lightcyan"
"1365" "LEMD1.AS1" "grey"
"1366" "SMARCA5.AS1" "grey"
"1367" "MSX2" "grey"
"1368" "HMCN2" "mediumorchid"
"1369" "PACRG" "grey"
"1370" "MAST1" "white"
"1371" "EBF3" "grey"
"1372" "LINC01915" "grey"
"1373" "UPK1B" "grey"
"1374" "ZAN" "lavenderblush3"
"1375" "SHE" "white"
"1376" "IL20RA" "magenta"
"1377" "ADTRP" "grey"
"1378" "LOC105375690" "tan"
"1379" "FPGT.TNNI3K" "grey"
"1380" "S100A8" "brown"
"1381" "AMPH" "grey"
"1382" "LRRC15" "grey"
"1383" "PLA2G7" "grey"
"1384" "GRIA2" "darkslateblue"
"1385" "LOC100128594" "grey"
"1386" "POU3F3" "darkorange2"
"1387" "DPY19L2P4" "mediumorchid"
"1388" "LOC643201" "lavenderblush3"
"1389" "CPT1C" "salmon"
"1390" "KRT6B" "orangered3"
"1391" "CREB3L1" "yellow4"
"1392" "CXCL17" "floralwhite"
"1393" "AQP2" "ivory"
"1394" "C6orf183" "grey"
"1395" "CAMKV" "grey"
"1396" "CCK" "brown"
"1397" "FRG2" "grey"
"1398" "GCNT3" "grey"
"1399" "GPM6A" "purple"
"1400" "LHX8" "saddlebrown"
"1401" "LOC283299" "royalblue"
"1402" "SCUBE1" "orange"
"1403" "SEMA6B" "brown"
"1404" "SFRP2" "orange"
"1405" "ADAMTS19" "floralwhite"
"1406" "TRPV3" "lightsteelblue1"
"1407" "FKBP10" "grey"
"1408" "TMEM176B" "steelblue"
"1409" "S100A1" "black"
"1410" "C1QTNF7" "grey"
"1411" "C6orf223" "mediumpurple3"
"1412" "PDE3B" "coral1"
"1413" "CPM" "sienna3"
"1414" "LINC00896" "grey"
"1415" "NCMAP" "palevioletred3"
"1416" "FGFBP2" "navajowhite2"
"1417" "C10orf91" "grey"
"1418" "IGF1" "skyblue1"
"1419" "LOC100996741" "grey"
"1420" "DOC2B" "grey"
"1421" "HGF" "maroon"
"1422" "LRRTM4" "grey"
"1423" "MAP3K7CL" "grey"
"1424" "RPRM" "grey"
"1425" "SLC25A48" "grey"
"1426" "CCDC68" "grey"
"1427" "ANKRD20A5P" "darkslateblue"
"1428" "KCNE4" "darkgrey"
"1429" "IVL" "orangered3"
"1430" "RAB39A" "grey"
"1431" "SPINK5" "yellowgreen"
"1432" "GGTA1P" "royalblue"
"1433" "RCN3" "salmon"
"1434" "DRICH1" "grey"
"1435" "OXCT2P1" "salmon4"
"1436" "CADM2" "green"
"1437" "INSM1" "antiquewhite4"
"1438" "VMO1" "brown"
"1439" "CCR6" "grey"
"1440" "FNDC9" "lavenderblush3"
"1441" "LOC285762" "grey"
"1442" "SGK2" "antiquewhite4"
"1443" "SOX2" "black"
"1444" "THSD7B" "grey"
"1445" "TH" "grey"
"1446" "TP53" "thistle1"
"1447" "SMPX" "grey"
"1448" "EOMES" "grey"
"1449" "KLHDC8A" "saddlebrown"
"1450" "RFLNB" "grey"
"1451" "UBA7" "paleturquoise"
"1452" "DCLK1" "grey"
"1453" "TBX1" "purple"
"1454" "HSD17B11" "brown"
"1455" "ACTBL2" "brown"
"1456" "KRT17" "brown"
"1457" "PATE4" "brown"
"1458" "LINC01504" "grey"
"1459" "NOX5" "grey"
"1460" "LINGO2" "grey"
"1461" "GNG4" "thistle1"
"1462" "OR6V1" "red"
"1463" "PAX5" "cyan"
"1464" "SRPX" "saddlebrown"
"1465" "ACADL" "royalblue"
"1466" "PCDHB6" "grey"
"1467" "HCN4" "darkorange"
"1468" "CD36" "darkgreen"
"1469" "POU2AF1" "brown"
"1470" "AMH" "purple"
"1471" "ADAMTS9.AS1" "grey60"
"1472" "TUBB2B" "white"
"1473" "GRIN2B" "grey"
"1474" "NES" "grey"
"1475" "PRAC2" "grey"
"1476" "NEXMIF" "darkorange2"
"1477" "OASL" "tan"
"1478" "LINC01686" "grey"
"1479" "LOC101929555" "grey"
"1480" "FAM205A" "darkorange"
"1481" "PNMT" "floralwhite"
"1482" "GAL3ST2" "grey"
"1483" "INHBB" "skyblue1"
"1484" "DGKI" "grey"
"1485" "PYGO1" "bisque4"
"1486" "UNC13A" "grey"
"1487" "UNC80" "lightcyan"
"1488" "SLFN12L" "grey"
"1489" "S100A4" "brown"
"1490" "TNFSF10" "saddlebrown"
"1491" "CXCL2" "grey"
"1492" "ONECUT2" "grey"
"1493" "NPY5R" "green"
"1494" "TENM2" "grey"
"1495" "SLC14A1" "lightcyan1"
"1496" "ATP8B2" "saddlebrown"
"1497" "NR2E1" "grey"
"1498" "SARM1" "grey"
"1499" "LOC102723373" "lightcyan1"
"1500" "FAM90A25P" "orangered4"
"1501" "P2RX5" "grey"
"1502" "CAMK4" "saddlebrown"
"1503" "MIR31HG" "grey"
"1504" "NECTIN3" "mediumorchid"
"1505" "PLA2G4A" "grey"
"1506" "MESP1" "brown"
"1507" "EBF1" "grey"
"1508" "FTMT" "greenyellow"
"1509" "LINC01297" "brown"
"1510" "SLURP1" "darkmagenta"
"1511" "ADAMTS15" "grey"
"1512" "GALM" "green"
"1513" "LEMD1" "grey"
"1514" "TMC5" "black"
"1515" "GAS6.AS2" "grey"
"1516" "CASQ2" "grey"
"1517" "SMC1B" "purple"
"1518" "AQP5" "grey"
"1519" "C15orf48" "ivory"
"1520" "SOX2.OT" "black"
"1521" "ITGAM" "darkred"
"1522" "SLC45A1" "grey"
"1523" "CD8B" "thistle2"
"1524" "FREM1" "grey"
"1525" "CNGB1" "grey"
"1526" "PCDH9" "grey"
"1527" "KBTBD12" "grey"
"1528" "DMRT2" "darkseagreen4"
"1529" "FAM182B" "skyblue1"
"1530" "IGSF11" "lightcyan"
"1531" "TTBK1" "grey"
"1532" "THBS2" "lightcyan"
"1533" "FAM198A" "darkturquoise"
"1534" "TF" "grey"
"1535" "NOVA2" "darkorange"
"1536" "CCDC144A" "brown"
"1537" "C12orf40" "honeydew1"
"1538" "DMRTA2" "grey"
"1539" "COL5A1" "darkgreen"
"1540" "GSDMC" "honeydew1"
"1541" "CDKL2" "grey"
"1542" "MIOX" "grey"
"1543" "POPDC3" "greenyellow"
"1544" "LOC100126784" "grey"
"1545" "GJB1" "grey"
"1546" "HLA.B" "grey"
"1547" "VPS37D" "skyblue2"
"1548" "PIP5K1B" "grey"
"1549" "DCD" "brown"
"1550" "FLJ31356" "grey"
"1551" "HYDIN" "grey"
"1552" "TSPAN7" "saddlebrown"
"1553" "LINC00511" "grey"
"1554" "IL11" "brown"
"1555" "KCNMB4" "brown"
"1556" "GLP1R" "darkslateblue"
"1557" "PARM1" "grey"
"1558" "TNFRSF18" "brown"
"1559" "DRD2" "skyblue1"
"1560" "NME5" "grey"
"1561" "ITPKA" "brown"
"1562" "TINCR" "lightsteelblue1"
"1563" "CAPN9" "grey"
"1564" "RFX4" "grey60"
"1565" "ABCD2" "sienna3"
"1566" "FAM155B" "maroon"
"1567" "ANGPTL6" "grey"
"1568" "ENOX1" "grey"
"1569" "FBLN2" "grey"
"1570" "PROS1" "lightcyan"
"1571" "GP1BB" "brown"
"1572" "RHCG" "brown"
"1573" "KIF26B" "midnightblue"
"1574" "KY" "grey"
"1575" "CYP21A1P" "grey"
"1576" "HOTAIRM1" "grey"
"1577" "ZNF663P" "lightgreen"
"1578" "LAYN" "grey"
"1579" "ANKRD20A2" "magenta"
"1580" "LAMA4" "lightcyan"
"1581" "NRK" "darkgrey"
"1582" "ADCY4" "floralwhite"
"1583" "CR2" "lavenderblush3"
"1584" "IP6K3" "salmon"
"1585" "BEST3" "grey"
"1586" "ANKRD30BL" "orangered3"
"1587" "CCL2" "paleturquoise"
"1588" "UBQLNL" "grey"
"1589" "POC1B.GALNT4" "grey"
"1590" "LDHC" "grey"
"1591" "HIST1H4J" "skyblue2"
"1592" "LINC01671" "royalblue"
"1593" "EBF4" "brown"
"1594" "SAMD14" "grey"
"1595" "KCTD16" "grey"
"1596" "MMP23A" "brown"
"1597" "EIF4EBP3" "brown"
"1598" "LOC101929122" "grey60"
"1599" "DPY19L2P2" "mediumorchid"
"1600" "FAM19A3" "darkturquoise"
"1601" "LOC103021296" "darkmagenta"
"1602" "L1CAM" "tan"
"1603" "RERGL" "navajowhite2"
"1604" "COL8A2" "sienna3"
"1605" "HYMAI" "magenta"
"1606" "MYH3" "red"
"1607" "ACVRL1" "grey"
"1608" "FAM212B.AS1" "grey"
"1609" "COL21A1" "brown"
"1610" "CHRFAM7A" "darkolivegreen"
"1611" "KCNQ5" "sienna3"
"1612" "PTGS1" "cyan"
"1613" "HCAR1" "grey"
"1614" "MMP16" "lightcyan1"
"1615" "RGN" "grey"
"1616" "S1PR5" "brown"
"1617" "CNR1" "saddlebrown"
"1618" "PLEKHS1" "grey"
"1619" "DPP4" "grey"
"1620" "FAM106B" "brown"
"1621" "HYDIN2" "grey"
"1622" "LSAMP" "coral1"
"1623" "NPPA.AS1" "brown"
"1624" "LINC01554" "grey"
"1625" "PTPN22" "grey"
"1626" "SCN1B" "salmon4"
"1627" "GRIA4" "grey"
"1628" "PMFBP1" "brown"
"1629" "LOC101927911" "pink"
"1630" "CDKN2A" "grey"
"1631" "LINC01436" "black"
"1632" "SLPI" "lightgreen"
"1633" "CECR2" "grey"
"1634" "FAM133CP" "brown"
"1635" "IPW" "grey"
"1636" "FA2H" "greenyellow"
"1637" "PRPH" "grey60"
"1638" "CACNA1F" "grey"
"1639" "GUSBP9" "grey"
"1640" "FSD1" "green"
"1641" "NOTUM" "antiquewhite4"
"1642" "HFM1" "pink"
"1643" "PHYHD1" "tan"
"1644" "SPARCL1" "grey"
"1645" "JAKMIP3" "grey"
"1646" "LOC105378367" "grey"
"1647" "CRISPLD1" "yellowgreen"
"1648" "GJA5" "grey"
"1649" "FYB1" "paleturquoise"
"1650" "GRIK4" "darkgreen"
"1651" "RLN2" "grey"
"1652" "IRF4" "lavenderblush3"
"1653" "MAB21L3" "grey"
"1654" "HERC2P10" "violet"
"1655" "RAMP2" "grey"
"1656" "CNTNAP3B" "sienna3"
"1657" "IGF2BP1" "grey"
"1658" "CHI3L2" "grey"
"1659" "TNFSF15" "grey"
"1660" "WNT10B" "brown"
"1661" "CEND1" "salmon"
"1662" "HSPE1.MOB4" "brown"
"1663" "CST3" "cyan"
"1664" "MIA" "salmon"
"1665" "RASGRF1" "grey"
"1666" "SNRPN" "grey"
"1667" "MESTIT1" "grey"
"1668" "ALOX12B" "magenta"
"1669" "EFNB3" "green"
"1670" "CLEC1A" "grey"
"1671" "MRVI1" "grey"
"1672" "DPYSL5" "green"
"1673" "FRRS1L" "green"
"1674" "TRPC3" "thistle2"
"1675" "ADAMTSL5" "brown"
"1676" "LOC105379477" "grey"
"1677" "QPRT" "pink"
"1678" "SH3TC1" "purple"
"1679" "FBP1" "brown"
