"V1" "V2"
"1680" "KCNMB2" "grey"
"1681" "LOC105378047" "grey"
"1682" "DCHS2" "darkred"
"1683" "NRCAM" "saddlebrown"
"1684" "U2AF1L5" "grey"
"1685" "PSMB9" "paleturquoise"
"1686" "NPB" "salmon"
"1687" "ARX" "grey"
"1688" "C2CD4A" "brown"
"1689" "CYP4Z1" "black"
"1690" "SAXO1" "grey"
"1691" "SYT9" "grey"
"1692" "LOC101929457" "darkorange"
"1693" "CNTN3" "lightsteelblue1"
"1694" "RIMS2" "lavenderblush3"
"1695" "LINC02361" "brown"
"1696" "PNPLA7" "mediumpurple3"
"1697" "PTPRR" "grey"
"1698" "GABRE" "coral1"
"1699" "ACOX2" "grey"
"1700" "GIPC2" "brown"
"1701" "GABRP" "black"
"1702" "COL4A6" "darkgrey"
"1703" "LINC01814" "grey"
"1704" "NAPRT" "thistle2"
"1705" "OSR1" "darkturquoise"
"1706" "LCN2" "ivory"
"1707" "TPBGL" "grey"
"1708" "USP17L7" "orangered4"
"1709" "CYYR1.AS1" "lightcyan"
"1710" "ITGB3" "grey"
"1711" "TIMP4" "grey"
"1712" "NECAB2" "yellowgreen"
"1713" "GXYLT1P3" "thistle2"
"1714" "SLC34A2" "grey"
"1715" "KCP" "darkorange"
"1716" "LCP1" "yellowgreen"
"1717" "B3GALT5" "grey"
"1718" "ENTPD3" "grey"
"1719" "AFAP1.AS1" "skyblue2"
"1720" "SCNN1B" "grey"
"1721" "FCGR1B" "lightcyan"
"1722" "KRT15" "orangered3"
"1723" "PCAT7" "grey"
"1724" "ACTA2.AS1" "grey"
"1725" "RNASE1" "grey"
"1726" "GLI1" "salmon"
"1727" "AKAP12" "green"
"1728" "LOC101928617" "grey"
"1729" "TWIST1" "violet"
"1730" "ST18" "grey"
"1731" "GOLGA8T" "lavenderblush3"
"1732" "ADAM28" "darkgreen"
"1733" "ALX4" "darkorange"
"1734" "ERVV.2" "violet"
"1735" "HTR2A" "green"
"1736" "ORM2" "grey"
"1737" "PDIA2" "thistle2"
"1738" "SEMA3G" "grey"
"1739" "TEKT3" "magenta"
"1740" "GCHFR" "brown"
"1741" "PDE1C" "grey60"
"1742" "MGAT5B" "grey"
"1743" "PDK4" "grey"
"1744" "KCNH2" "darkorange"
"1745" "SUSD2" "mediumpurple3"
"1746" "LINC01133" "grey"
"1747" "SIDT1" "greenyellow"
"1748" "CHI3L1" "black"
"1749" "TMEM72" "plum1"
"1750" "SLCO2B1" "darkorange"
"1751" "RUNX3" "grey"
"1752" "HAPLN3" "palevioletred3"
"1753" "C2orf40" "grey60"
"1754" "HLA.A" "grey"
"1755" "RBM20" "grey"
"1756" "BCAS1" "floralwhite"
"1757" "OLFML2A" "bisque4"
"1758" "SLC1A1" "cyan"
"1759" "CA6" "royalblue"
"1760" "DHRS2" "greenyellow"
"1761" "LOC100506688" "antiquewhite4"
"1762" "LINC01450" "plum1"
"1763" "LINC01695" "grey"
"1764" "SLC7A10" "white"
"1765" "RDH16" "brown"
"1766" "HRCT1" "palevioletred3"
"1767" "NCR3LG1" "skyblue3"
"1768" "KRT86" "brown"
"1769" "DPH6.AS1" "grey"
"1770" "NKD2" "antiquewhite4"
"1771" "KCNK15" "magenta"
"1772" "CTTNBP2" "salmon4"
"1773" "TNRC18P1" "steelblue"
"1774" "NPTX1" "grey"
"1775" "ELOVL2" "lavenderblush3"
"1776" "TPRG1" "grey"
"1777" "HRK" "grey"
"1778" "FNDC1" "black"
"1779" "MT1G" "brown"
"1780" "ADAM11" "grey"
"1781" "RTL5" "saddlebrown"
"1782" "TNFSF13B" "midnightblue"
"1783" "CMBL" "coral2"
"1784" "SLC38A3" "grey"
"1785" "SOWAHA" "coral2"
"1786" "TUBA3FP" "grey"
"1787" "GHR" "maroon"
"1788" "SOX11" "lavenderblush3"
"1789" "ZNF541" "grey"
"1790" "WIPF1" "saddlebrown"
"1791" "PLTP" "grey"
"1792" "TP53AIP1" "brown4"
"1793" "LOC101926915" "saddlebrown"
"1794" "B3GNT8" "brown"
"1795" "PGF" "grey"
"1796" "MAP1B" "grey"
"1797" "SLC6A14" "grey"
"1798" "KIAA1211L" "grey"
"1799" "MCIDAS" "red"
"1800" "LINC02197" "grey"
"1801" "IRX6" "grey"
"1802" "FBXL16" "grey"
"1803" "EDARADD" "darkslateblue"
"1804" "LOC104054148" "darkolivegreen"
"1805" "PWAR5" "grey"
"1806" "CDH12" "grey"
"1807" "PDLIM3" "darkturquoise"
"1808" "PRR36" "darkmagenta"
"1809" "FAS.AS1" "grey"
"1810" "CYP1B1" "grey"
"1811" "HSD17B2" "brown"
"1812" "MEIS3" "grey"
"1813" "HOPX" "brown"
"1814" "SERPINA1" "grey"
"1815" "C1QL1" "lavenderblush3"
"1816" "LOC102725121" "grey"
"1817" "PAPPA2" "grey"
"1818" "DUSP4" "grey"
"1819" "CCDC3" "coral1"
"1820" "SLC15A1" "darkturquoise"
"1821" "CADPS2" "darkgrey"
"1822" "HCP5" "grey"
"1823" "DNAH17.AS1" "green"
"1824" "FAM124B" "grey"
"1825" "LINC01761" "grey"
"1826" "AKR1B1" "saddlebrown"
"1827" "ARHGAP6" "grey"
"1828" "S100A5" "grey"
"1829" "LOC554249" "grey"
"1830" "LINC00518" "skyblue3"
"1831" "TMEM31" "grey"
"1832" "KLHL38" "orangered4"
"1833" "AK7" "grey"
"1834" "KSR2" "grey"
"1835" "GLYATL1" "grey"
"1836" "GNAO1" "grey"
"1837" "LOC105369507" "brown"
"1838" "PRDM1" "grey"
"1839" "GNG7" "darkturquoise"
"1840" "STEAP2" "grey"
"1841" "IGSF5" "grey"
"1842" "FGR" "steelblue"
"1843" "IGF2" "greenyellow"
"1844" "FUOM" "brown"
"1845" "PREX1" "grey"
"1846" "ADAMTSL1" "grey"
"1847" "C11orf16" "grey"
"1848" "CYP2B7P" "brown"
"1849" "HPCAL4" "white"
"1850" "NKAIN2" "grey"
"1851" "TRABD2B" "darkorange"
"1852" "LOC442497" "grey"
"1853" "AVPR1A" "lightsteelblue1"
"1854" "PLEK" "grey"
"1855" "RAB7B" "lightgreen"
"1856" "WDR87" "grey"
"1857" "CCDC151" "red"
"1858" "RNF175" "lavenderblush3"
"1859" "REEP2" "green"
"1860" "TLX3" "grey"
"1861" "CD180" "grey"
"1862" "KCNE5" "brown"
"1863" "BEGAIN" "grey"
"1864" "KRBOX1" "grey"
"1865" "MAPK4" "orangered4"
"1866" "SALRNA2" "grey"
"1867" "DNAH2" "plum1"
"1868" "MYCBPAP" "grey60"
"1869" "ITGA1" "skyblue1"
"1870" "PRRX2" "grey"
"1871" "TRPM8" "grey"
"1872" "PDE11A" "grey"
"1873" "CA12" "brown"
"1874" "RIMBP3B" "purple"
"1875" "CKMT1B" "pink"
"1876" "RUBCNL" "black"
"1877" "HRAT92" "grey"
"1878" "INHBE" "brown"
"1879" "LINC00958" "grey"
"1880" "PTPRO" "grey"
"1881" "WISP3" "grey"
"1882" "FBXO15" "grey"
"1883" "LOC101927272" "brown"
"1884" "TMEM121B" "grey"
"1885" "EPDR1" "grey"
"1886" "A4GALT" "lightgreen"
"1887" "DOCK10" "saddlebrown"
"1888" "BRCAT54" "mediumorchid"
"1889" "PITX2" "grey"
"1890" "ADRA2A" "magenta"
"1891" "APOA1" "salmon"
"1892" "CAPNS2" "darkolivegreen"
"1893" "DUSP15" "white"
"1894" "SYTL5" "magenta"
"1895" "KANK4" "lightcyan1"
"1896" "C8orf34" "grey"
"1897" "CARMIL2" "thistle1"
"1898" "DUSP6" "grey"
"1899" "DISC2" "brown"
"1900" "CHRDL1" "darkturquoise"
"1901" "FOXL1" "midnightblue"
"1902" "P4HA3" "grey"
"1903" "SEMA3A" "grey"
"1904" "CPED1" "salmon4"
"1905" "ABCB4" "grey"
"1906" "DES" "grey"
"1907" "GDA" "grey"
"1908" "OLFM5P" "grey"
"1909" "SLC17A7" "white"
"1910" "UTS2B" "grey"
"1911" "TGFBI" "grey"
"1912" "PRSS3" "saddlebrown"
"1913" "EPHB6" "mediumpurple3"
"1914" "HOXA11.AS" "grey"
"1915" "LOC339807" "grey"
"1916" "SPANXA2.OT1" "grey"
"1917" "TMEM72.AS1" "grey"
"1918" "ZNF208" "grey"
"1919" "ABCC6P2" "greenyellow"
"1920" "CMAHP" "lightcyan1"
"1921" "HRNR" "grey"
"1922" "AKR1C3" "brown"
"1923" "ASCL2" "pink"
"1924" "KRT16" "orangered3"
"1925" "FGD5P1" "thistle2"
"1926" "CXCL11" "paleturquoise"
"1927" "PLCH2" "grey"
"1928" "TMEM110.MUSTN1" "brown"
"1929" "FER1L6" "grey"
"1930" "HOXD11" "grey"
"1931" "PLAGL1" "grey"
"1932" "EPHA8" "grey"
"1933" "SLC22A16" "grey"
"1934" "EPSTI1" "magenta"
"1935" "CCNA1" "grey"
"1936" "FADS6" "cyan"
"1937" "TMEM178B" "grey"
"1938" "QPCT" "darkmagenta"
"1939" "GBGT1" "royalblue"
"1940" "SLC43A1" "white"
"1941" "PTCHD1" "lightpink4"
"1942" "TGFBR3" "grey"
"1943" "EPHB2" "grey"
"1944" "CLLU1" "grey"
"1945" "HS6ST3" "grey"
"1946" "KIAA1755" "lightcyan"
"1947" "ALOX5" "brown"
"1948" "HLA.F" "paleturquoise"
"1949" "FHOD3" "grey"
"1950" "NRP2" "grey"
"1951" "ZEB2" "green"
"1952" "SULF2" "grey"
"1953" "CA8" "grey"
"1954" "DEPDC1.AS1" "grey"
"1955" "LRRIQ4" "brown"
"1956" "DGKG" "grey"
"1957" "APOL4" "grey"
"1958" "LOC101060391" "grey"
"1959" "LRRC2" "lightpink4"
"1960" "MAFA.AS1" "grey"
"1961" "SCGB3A2" "lightpink4"
"1962" "CCDC116" "grey"
"1963" "MKX" "lavenderblush3"
"1964" "GNG11" "skyblue3"
"1965" "P3H2" "sienna3"
"1966" "NKX1.2" "darkgreen"
"1967" "GALNT17" "thistle1"
"1968" "GBP6" "yellowgreen"
"1969" "UG0898H09" "navajowhite2"
"1970" "UGT2B7" "grey"
"1971" "ADRB2" "grey"
"1972" "FOXD3.AS1" "brown"
"1973" "CASP10" "paleturquoise"
"1974" "HNF4G" "grey"
"1975" "PCDH18" "grey"
"1976" "LINC00675" "grey"
"1977" "ARMC3" "grey"
"1978" "FAM27C" "cyan"
"1979" "SOX30" "grey"
"1980" "CORO2B" "purple"
"1981" "LINC00842" "green"
"1982" "FAM231D" "grey"
"1983" "HHIP.AS1" "plum"
"1984" "A4GNT" "grey"
"1985" "ANTXRL" "grey"
"1986" "NXPH2" "grey"
"1987" "PAK5" "coral1"
"1988" "S1PR1" "salmon"
"1989" "SCN4A" "grey"
"1990" "ABCG1" "grey"
"1991" "FAM78B" "grey"
"1992" "SLC2A4" "grey"
"1993" "MAEL" "grey"
"1994" "TNXB" "brown"
"1995" "CACNG4" "grey"
"1996" "ADAMTSL3" "grey"
"1997" "FOXCUT" "palevioletred3"
"1998" "ZNF737" "grey"
"1999" "SLC8A1" "grey"
"2000" "SMIM10" "grey"
"2001" "GFAP" "grey"
"2002" "G0S2" "saddlebrown"
"2003" "LOC101928674" "orangered3"
"2004" "EYA2" "grey"
"2005" "METTL7B" "thistle1"
"2006" "ZNF853" "grey"
"2007" "BTN1A1" "grey"
"2008" "POTEM" "grey"
"2009" "FILIP1" "grey"
"2010" "ADGRG3" "grey"
"2011" "GAS6.AS1" "grey"
"2012" "HSD17B14" "brown"
"2013" "DOK6" "green"
"2014" "SVEP1" "skyblue3"
"2015" "ESPNP" "grey"
"2016" "ANKRD62" "grey"
"2017" "CCDC160" "midnightblue"
"2018" "ACSL5" "grey"
"2019" "HSPB7" "darkorange2"
"2020" "RNF144A.AS1" "grey"
"2021" "SOBP" "grey"
"2022" "FLRT3" "grey"
"2023" "KLHL13" "grey"
"2024" "HKDC1" "brown"
"2025" "CRYM" "greenyellow"
"2026" "F2RL2" "grey"
"2027" "IYD" "greenyellow"
"2028" "LINC01351" "darkred"
"2029" "MMP20" "grey"
"2030" "NMRAL2P" "grey"
"2031" "TNFSF14" "grey"
"2032" "RASGEF1A" "grey"
"2033" "GRIA3" "grey"
"2034" "SPESP1" "grey"
"2035" "PPP1R14A" "royalblue"
"2036" "FAM131B" "thistle2"
"2037" "AFAP1L2" "grey"
"2038" "EDN2" "cyan"
"2039" "KCNH3" "green"
"2040" "PLSCR2" "grey"
"2041" "CRIP1" "brown"
"2042" "PLCL1" "maroon"
"2043" "CHRM3.AS2" "lightcyan"
"2044" "KCNF1" "brown"
"2045" "SATB2" "grey"
"2046" "PRG2" "grey"
"2047" "ZCCHC18" "mediumpurple3"
"2048" "CSMD1" "orangered4"
"2049" "PICSAR" "grey"
"2050" "RASGRP2" "white"
"2051" "IRS2" "skyblue3"
"2052" "ALB" "grey"
"2053" "DKK3" "grey"
"2054" "IGSF22" "grey"
"2055" "NOV" "grey"
"2056" "ADGRF2" "coral2"
"2057" "PCDHA5" "grey"
"2058" "ZNF280B" "grey"
"2059" "TMEM71" "lightgreen"
"2060" "OTOG" "white"
"2061" "COL4A3" "magenta"
"2062" "RAMP2.AS1" "grey"
"2063" "IFITM3" "brown"
"2064" "LOC284578" "grey"
"2065" "LOC100129316" "grey"
"2066" "LOC101927884" "grey"
"2067" "LOC105377458" "grey"
"2068" "LOC105377590" "brown"
"2069" "OCM" "grey"
"2070" "PATE1" "grey"
"2071" "RNASE7" "grey"
"2072" "SLITRK1" "grey"
"2073" "SPOCD1" "grey"
"2074" "TM4SF19" "grey"
"2075" "TRHDE.AS1" "lightsteelblue1"
"2076" "CXCL3" "grey"
"2077" "MARCH10" "grey"
"2078" "IFIT3" "tan"
"2079" "TPM2" "grey60"
"2080" "RET" "grey"
"2081" "LAPTM5" "grey"
"2082" "TNFRSF1B" "paleturquoise"
"2083" "GGT3P" "grey"
"2084" "C5orf46" "grey"
"2085" "LINC02181" "grey"
"2086" "MUC4" "navajowhite2"
"2087" "LOC105379807" "mediumpurple3"
"2088" "PRR5L" "paleturquoise"
"2089" "KCNIP1" "orange"
"2090" "HS3ST3B1" "paleturquoise"
"2091" "DMGDH" "grey"
"2092" "GOLGA8H" "grey"
"2093" "FGFR2" "grey"
"2094" "ANGPTL4" "brown"
"2095" "C1S" "darkred"
"2096" "TAS2R39" "red"
"2097" "POF1B" "black"
"2098" "SIRPB1" "grey"
"2099" "WFDC2" "grey"
"2100" "CACNA1G" "darkgreen"
"2101" "DDO" "mediumpurple3"
"2102" "FLG.AS1" "grey"
"2103" "FMN2" "grey"
"2104" "LINC02189" "magenta"
"2105" "FCGR2A" "grey"
"2106" "CPAMD8" "darkturquoise"
"2107" "A2ML1" "orangered3"
"2108" "SATB1.AS1" "grey"
"2109" "GMPR" "grey"
"2110" "LINC00239" "maroon"
"2111" "XKR9" "grey"
"2112" "FREM3" "grey"
"2113" "LOC101927989" "grey"
"2114" "LOC400464" "brown4"
"2115" "MRGPRF" "bisque4"
"2116" "OR6W1P" "grey"
"2117" "SCN3A" "grey"
"2118" "STON2" "grey"
"2119" "CPS1" "grey"
"2120" "NUDT9P1" "steelblue"
"2121" "PCDH8" "black"
"2122" "SLC5A12" "grey"
"2123" "PLCE1.AS1" "red"
"2124" "SERPING1" "grey"
"2125" "SLED1" "cyan"
"2126" "TMPRSS11D" "grey"
"2127" "NPR1" "grey"
"2128" "RAET1L" "grey"
"2129" "RAD51AP2" "grey"
"2130" "WRB.SH3BGR" "grey"
"2131" "DCT" "midnightblue"
"2132" "ADGRF5" "grey"
"2133" "SECTM1" "brown"
"2134" "FGF13.AS1" "palevioletred3"
"2135" "RPL34.AS1" "midnightblue"
"2136" "GADD45G" "brown"
"2137" "CTNND2" "darkslateblue"
"2138" "LCAL1" "grey"
"2139" "CHN1" "saddlebrown"
"2140" "TSNAX.DISC1" "grey"
"2141" "ABCA9" "grey"
"2142" "BPIFB1" "floralwhite"
"2143" "FAM189A1" "grey"
"2144" "HPSE2" "grey"
"2145" "HRC" "brown"
"2146" "TNIP3" "palevioletred3"
"2147" "UMODL1.AS1" "grey"
"2148" "MMP17" "grey"
"2149" "PROCR" "brown"
"2150" "HSD17B1" "brown"
"2151" "GPRC5D" "grey"
"2152" "MX1" "tan"
"2153" "FXYD6.FXYD2" "saddlebrown"
"2154" "TMEM108.AS1" "brown"
"2155" "SCRG1" "grey60"
"2156" "TNFAIP8L3" "palevioletred3"
"2157" "OLFM2" "lightpink4"
"2158" "ACHE" "grey"
"2159" "RGS4" "brown"
"2160" "LRRC10B" "grey"
"2161" "LOC101929541" "grey"
"2162" "CASC10" "grey"
"2163" "COMMD3.BMI1" "brown"
"2164" "FBXO2" "cyan"
"2165" "CLMP" "grey"
"2166" "CMPK2" "tan"
"2167" "ATP2B3" "darkorange"
"2168" "ATP12A" "grey"
"2169" "CERS3" "grey"
"2170" "LINC01865" "grey"
"2171" "ZFP92" "grey"
"2172" "LRMDA" "grey"
"2173" "PI15" "grey"
"2174" "NCF1C" "brown"
"2175" "IFIT1B" "red"
"2176" "DLL3" "grey"
"2177" "C15orf54" "grey"
"2178" "TMEM158" "saddlebrown"
"2179" "ZNF582" "grey"
"2180" "RBPMS.AS1" "grey"
"2181" "ULBP2" "brown"
"2182" "CCNB3" "grey"
"2183" "CTAGE6" "lavenderblush3"
"2184" "LOC101928034" "grey"
"2185" "PLEKHH2" "thistle1"
"2186" "TNC" "grey"
"2187" "FBN2" "sienna3"
"2188" "SCAND1" "brown"
"2189" "NXPH4" "cyan"
"2190" "GDNF" "lavenderblush3"
"2191" "FBN1" "violet"
"2192" "GOLGA6B" "grey"
"2193" "TNS4" "grey"
"2194" "WFDC3" "brown"
"2195" "PIR.FIGF" "grey"
"2196" "C16orf86" "grey"
"2197" "OSR2" "pink"
"2198" "TMEM169" "saddlebrown"
"2199" "CXCL9" "grey"
"2200" "LGI3" "grey"
"2201" "LINC01063" "grey"
"2202" "TLR4" "grey"
"2203" "TNNI3" "greenyellow"
"2204" "NPY4R2" "grey"
"2205" "GP6" "grey"
"2206" "RYR3" "orangered4"
"2207" "ARNTL2" "grey"
"2208" "AK5" "red"
"2209" "HCAR2" "lightcyan"
"2210" "LBH" "grey"
"2211" "WTIP" "salmon"
"2212" "OR7E47P" "grey"
"2213" "SMIM22" "brown"
"2214" "ANKRD53" "darkturquoise"
"2215" "NOS3" "grey"
"2216" "SUSD4" "black"
"2217" "UTAT33" "grey"
"2218" "GRIN2C" "grey"
"2219" "ABCC11" "black"
"2220" "IL27RA" "grey"
"2221" "LINC01002" "grey"
"2222" "C8orf4" "grey"
"2223" "FAM135B" "grey"
"2224" "LINC00552" "grey"
"2225" "LINC02516" "grey"
"2226" "PTPRH" "black"
"2227" "SLC38A5" "grey"
"2228" "EGR2" "grey"
"2229" "HEYL" "grey"
"2230" "TENM1" "grey"
"2231" "NPPC" "lavenderblush3"
"2232" "FLJ22447" "grey"
"2233" "CD8B2" "grey"
"2234" "FNDC4" "green"
"2235" "PLAU" "magenta"
"2236" "HLA.DMA" "plum"
"2237" "PNCK" "greenyellow"
"2238" "CLPSL2" "royalblue"
"2239" "SPOCK1" "grey"
"2240" "ABCC3" "ivory"
"2241" "ANKK1" "brown"
"2242" "ZNF385D" "grey60"
"2243" "ADAM12" "grey"
"2244" "MIR3142HG" "greenyellow"
"2245" "LINC00965" "orangered4"
"2246" "LRRC17" "grey"
"2247" "HMCN1" "grey"
"2248" "CHRNB4" "grey"
"2249" "SCOC.AS1" "grey"
"2250" "CLEC4F" "lightcyan"
"2251" "GREM1" "plum1"
"2252" "APCDD1L" "grey"
"2253" "INTS4P2" "brown"
"2254" "ZNF781" "darkturquoise"
"2255" "LINC00562" "red"
"2256" "OLFML2B" "steelblue"
"2257" "TMEM74B" "grey"
"2258" "CRB1" "grey"
"2259" "ARTN" "grey"
"2260" "EDA" "maroon"
"2261" "PCDHA3" "grey"
"2262" "RND1" "antiquewhite4"
"2263" "LOC103091866" "grey"
"2264" "PAX6" "grey"
"2265" "ERP27" "grey"
"2266" "LRRC7" "grey"
"2267" "PDE7B" "grey"
"2268" "TMEM92" "honeydew1"
"2269" "LINC01530" "grey"
"2270" "PTGER3" "grey"
"2271" "KCNJ1" "grey"
"2272" "KCNK17" "royalblue"
"2273" "LOC102724484" "orange"
"2274" "AFAP1L1" "plum1"
"2275" "GBP7" "grey"
"2276" "SRGAP3.AS3" "grey"
"2277" "MPPED2" "greenyellow"
"2278" "IFITM1" "tan"
"2279" "NR5A2" "grey"
"2280" "TMC3.AS1" "grey"
"2281" "LINC02348" "yellowgreen"
"2282" "HECTD2.AS1" "grey"
"2283" "SYNM" "saddlebrown"
"2284" "SYPL2" "lavenderblush3"
"2285" "TMPRSS5" "skyblue1"
"2286" "SYNE1" "darkturquoise"
"2287" "CERKL" "grey"
"2288" "BTK" "grey"
"2289" "GIPC3" "grey60"
"2290" "SLC26A7" "grey"
"2291" "UNC5A" "darkgrey"
"2292" "BDKRB1" "black"
"2293" "CLRN1" "grey"
"2294" "KCNJ16" "grey"
"2295" "LINC00930" "lightcyan"
"2296" "LINC02249" "plum"
"2297" "PAX3" "grey"
"2298" "PDE1B" "white"
"2299" "SPINK2" "grey"
"2300" "PATE2" "brown"
"2301" "FOXD1" "grey"
"2302" "USP12.AS2" "grey"
"2303" "HCST" "brown"
"2304" "PLPPR4" "grey"
"2305" "ASPHD2" "lightgreen"
"2306" "RASD1" "grey"
"2307" "AKR1C2" "brown"
"2308" "NAP1L3" "saddlebrown"
"2309" "WASIR1" "brown"
"2310" "SPTBN4" "magenta"
"2311" "ADCY2" "grey"
"2312" "PCDHA10" "grey"
"2313" "SSC5D" "purple"
"2314" "NRROS" "brown4"
"2315" "LOC100131257" "grey"
"2316" "SALRNA1" "grey"
"2317" "RP1L1" "brown"
"2318" "TIGIT" "lightcyan"
"2319" "HLA.H" "tan"
"2320" "PLA2G16" "brown"
"2321" "LRRC43" "grey"
"2322" "FOXA1" "greenyellow"
"2323" "COLCA1" "brown"
"2324" "KREMEN2" "red"
"2325" "SERPINE1" "grey"
"2326" "SCNN1G" "grey"
"2327" "LRRN1" "saddlebrown"
"2328" "ATF7IP2" "grey"
"2329" "GGT8P" "grey"
"2330" "BMPR1B" "violet"
"2331" "STEAP1B" "brown"
"2332" "CLDN6" "grey"
"2333" "GAB3" "purple"
"2334" "NMU" "salmon"
"2335" "CACNB4" "grey"
"2336" "HIST1H2BB" "grey"
"2337" "AKR1B15" "honeydew1"
"2338" "ST6GALNAC5" "grey"
"2339" "LINC00857" "honeydew1"
"2340" "DNAH12" "red"
"2341" "TMEM74" "skyblue3"
"2342" "RAPGEF4.AS1" "grey"
"2343" "ACE2" "violet"
"2344" "PCDH19" "violet"
"2345" "CAPS" "brown"
"2346" "LOC105377342" "darkorange2"
"2347" "BOLL" "red"
"2348" "LMOD2" "grey"
"2349" "ADAMTS17" "grey"
"2350" "MUC1" "pink"
"2351" "USP32P3" "brown"
"2352" "ADAMTS18" "orangered4"
"2353" "CATSPERZ" "grey"
"2354" "CCR7" "grey"
"2355" "COL13A1" "magenta"
"2356" "FAM83C" "grey"
"2357" "IGFL2.AS1" "darkolivegreen"
"2358" "LINC01039" "grey"
"2359" "TM6SF2" "lavenderblush3"
"2360" "VWA3A" "darkmagenta"
"2361" "ZSCAN23" "brown4"
"2362" "SLC16A9" "grey"
"2363" "LINC00461" "midnightblue"
"2364" "GPR37L1" "grey"
"2365" "SLITRK5" "navajowhite2"
"2366" "MFSD7" "greenyellow"
"2367" "RASL10A" "brown"
"2368" "CCL5" "grey"
"2369" "SPATA3.AS1" "grey"
"2370" "MPEG1" "grey"
"2371" "SLC4A4" "saddlebrown"
"2372" "SNX29P1" "grey"
"2373" "C9orf152" "greenyellow"
"2374" "ATP2A3" "skyblue2"
"2375" "BHMT2" "grey"
"2376" "ENTPD8" "brown"
"2377" "LINC00865" "lightsteelblue1"
"2378" "PPFIA2" "darkorange2"
"2379" "PLAG1" "grey"
"2380" "PNPLA1" "antiquewhite4"
"2381" "ATP6V1G2" "grey"
"2382" "SLC38A4" "grey"
"2383" "LOC414300" "grey"
"2384" "TBR1" "grey"
"2385" "SCML1" "grey"
"2386" "IL32" "grey"
"2387" "OR2B6" "brown"
"2388" "FLG" "grey"
"2389" "AFF3" "grey"
"2390" "CLEC18A" "lightpink4"
"2391" "RGS9" "darkslateblue"
"2392" "SEMA5A" "grey"
"2393" "GAMT" "brown"
"2394" "LOC728485" "grey"
"2395" "METTL21EP" "midnightblue"
"2396" "LINC01819" "grey"
"2397" "C1QTNF12" "brown"
"2398" "CNTNAP3" "sienna3"
"2399" "RARRES3" "magenta"
"2400" "LINC01659" "royalblue"
"2401" "SLAIN1" "saddlebrown"
"2402" "SLC6A7" "grey"
"2403" "GATA3.AS1" "magenta"
"2404" "LOC101929563" "grey"
"2405" "SBSPON" "green"
"2406" "C1QL2" "darkgreen"
"2407" "CTB.178M22.2" "brown"
"2408" "LOC101928123" "grey"
"2409" "SLC25A21" "grey"
"2410" "LOC101927069" "grey"
"2411" "IL4I1" "grey"
"2412" "RADIL" "brown"
"2413" "KPNA7" "grey"
"2414" "FAM183A" "darkgrey"
"2415" "HTRA4" "grey"
"2416" "DDN" "grey"
"2417" "ANKRD1" "grey"
"2418" "GPR87" "grey"
"2419" "ZBTB7C" "mediumpurple3"
"2420" "DUSP5P1" "red"
"2421" "AARD" "brown"
"2422" "RNF128" "grey"
"2423" "PRR15L" "pink"
"2424" "PCDHB7" "grey"
"2425" "LINC02170" "brown"
"2426" "TSPAN1" "floralwhite"
"2427" "PTX3" "magenta"
"2428" "PHACTR3" "grey"
"2429" "FAM171A2" "royalblue"
"2430" "SYNE4" "brown"
"2431" "TSSK1B" "grey"
"2432" "CFAP73" "brown"
"2433" "LAMA2" "grey"
"2434" "CDH23" "lavenderblush3"
"2435" "HUNK" "grey"
"2436" "TUBAL3" "grey"
"2437" "IL4R" "brown"
"2438" "EMID1" "green"
"2439" "CXCR4" "grey"
"2440" "WAS" "honeydew1"
"2441" "DCHS1" "grey"
"2442" "AREG" "ivory"
"2443" "CASC15" "coral1"
"2444" "C1GALT1C1L" "grey"
"2445" "PPP2R2B" "plum1"
"2446" "NMNAT3" "grey"
"2447" "DYNC1I1" "palevioletred3"
"2448" "CAVIN3" "black"
"2449" "CCNYL2" "brown"
"2450" "GLOD5" "grey"
"2451" "PCDHA6" "grey"
"2452" "DNAJC22" "brown"
"2453" "OXGR1" "darkgrey"
"2454" "MRC2" "green"
"2455" "ETV3L" "honeydew1"
"2456" "LINC01122" "saddlebrown"
"2457" "SOCS2" "grey"
"2458" "LGALS9" "brown"
"2459" "ANK2" "bisque4"
"2460" "PCDHA12" "grey"
"2461" "BBOX1" "salmon4"
"2462" "VWCE" "brown"
"2463" "HGFAC" "grey"
"2464" "PRSS46" "grey"
"2465" "LHX9" "green"
"2466" "LOC100130417" "grey"
"2467" "OR9A2" "grey"
"2468" "GGT2" "grey"
"2469" "SPON1" "magenta"
"2470" "GPR173" "saddlebrown"
"2471" "HORMAD1" "saddlebrown"
"2472" "NRP1" "grey"
"2473" "IKZF1" "grey"
"2474" "ANGPTL2" "grey"
"2475" "CPLX1" "brown"
"2476" "AMTN" "grey"
"2477" "FAM155A" "saddlebrown"
"2478" "LINC00900" "grey"
"2479" "LINC02198" "grey"
"2480" "LOC101928191" "plum"
"2481" "LOC105371485" "grey"
"2482" "PPP1R14D" "grey"
"2483" "RP1" "royalblue"
"2484" "TESC" "grey"
"2485" "RPL23AP32" "red"
"2486" "FGFR1" "brown"
"2487" "IGFBP3" "grey"
"2488" "ANKRD20A4.ANKRD20A20P" "darkslateblue"
"2489" "SLC7A9" "grey"
"2490" "RRH" "grey"
"2491" "RTN1" "grey"
"2492" "DPYS" "grey"
