"V1" "V2"
"1595" "Map7d3" "royalblue"
"1596" "Ccdc92" "navajowhite2"
"1597" "Tspan8" "lightpink4"
"1598" "X4930556M19Rik" "brown4"
"1599" "Cd59b" "grey"
"1600" "Fam196a" "yellow4"
"1601" "Clmn" "darkolivegreen"
"1602" "B430010I23Rik" "brown4"
"1603" "Cntnap1" "blue"
"1604" "Plxna4os1" "brown"
"1605" "X2610020C07Rik" "brown4"
"1606" "Bsn" "black"
"1607" "Cyp2j9" "bisque4"
"1608" "Cubn" "lightcyan1"
"1609" "A330009N23Rik" "darkslateblue"
"1610" "Ltc4s" "brown4"
"1611" "Tubb3" "brown4"
"1612" "Negr1" "plum2"
"1613" "Arfgef3" "brown4"
"1614" "Lrrc3" "lavenderblush2"
"1615" "Cacnb1" "antiquewhite4"
"1616" "Map4k1" "violet"
"1617" "Fam151b" "brown4"
"1618" "Actc1" "brown4"
"1619" "Rgs18" "sienna3"
"1620" "Gm6654" "brown"
"1621" "Ccdc94" "grey"
"1622" "Ramp1" "brown"
"1623" "Gk5" "bisque4"
"1624" "X1110065P20Rik" "brown"
"1625" "Zfp3" "navajowhite1"
"1626" "Dgat2" "darkolivegreen"
"1627" "Ugt1a6b" "brown4"
"1628" "Ccdc18" "coral2"
"1629" "X5730507C01Rik" "darkorange2"
"1630" "Megf10" "lightsteelblue1"
"1631" "Tnnt2" "darkgrey"
"1632" "Id1" "brown4"
"1633" "Ifitm10" "brown"
"1634" "Kynu" "grey"
"1635" "Frg2f1" "lightsteelblue1"
"1636" "B130006D01Rik" "brown4"
"1637" "Ntn3" "brown"
"1638" "Syn1" "lightpink4"
"1639" "Bcl11b" "blue"
"1640" "Slc9b2" "black"
"1641" "Adgra1" "darkmagenta"
"1642" "Peli3" "blue"
"1643" "Hoxb8" "salmon2"
"1644" "E130307A14Rik" "brown"
"1645" "Krt80" "honeydew1"
"1646" "Kcnh1" "blue"
"1647" "A330023F24Rik" "brown"
"1648" "Pla2g2d" "salmon2"
"1649" "Sync" "brown"
"1650" "Zfp607b" "brown"
"1651" "Pakap" "brown"
"1652" "Zkscan7" "orangered4"
"1653" "Fbp1" "paleturquoise"
"1654" "Pcx" "darkturquoise"
"1655" "Lgals4" "brown4"
"1656" "Cxcl11" "black"
"1657" "Psd" "brown"
"1658" "Gm15446" "darkviolet"
"1659" "Chst10" "brown"
"1660" "Adcyap1r1" "brown4"
"1661" "S100a9" "black"
"1662" "Kbtbd8" "lightcoral"
"1663" "Ppm1l" "skyblue1"
"1664" "Gpat3" "darkolivegreen"
"1665" "X4933400F21Rik" "magenta4"
"1666" "Hp" "plum2"
"1667" "Brinp3" "darkmagenta"
"1668" "Stc2" "blue"
"1669" "Gabrb3" "blue"
"1670" "Fgf12" "darkmagenta"
"1671" "Mpzl3" "salmon2"
"1672" "Gm5150" "steelblue"
"1673" "Gm15987" "greenyellow"
"1674" "Cd209b" "blue"
"1675" "Entpd3" "orangered4"
"1676" "Cdh10" "darkmagenta"
"1677" "Gm10509" "lightcoral"
"1678" "Gm45927" "yellowgreen"
"1679" "Hist1h4j" "blue2"
"1680" "X1700071M16Rik" "sienna3"
"1681" "Pif1" "brown4"
"1682" "Snhg6" "brown4"
"1683" "Far2" "blue"
"1684" "Rhbdl3" "black"
"1685" "Mutyh" "maroon"
"1686" "Xrcc2" "brown"
"1687" "Igf2" "skyblue"
"1688" "Mttp" "lightcyan1"
"1689" "Gm5086" "blue"
"1690" "Pgap3" "darkolivegreen4"
"1691" "Greb1" "darkgreen"
"1692" "Foxred2" "brown4"
"1693" "Ydjc" "brown4"
"1694" "Phldb3" "brown"
"1695" "Smpdl3b" "brown"
"1696" "Grrp1" "brown4"
"1697" "Osbpl6" "blue"
"1698" "Tmub1" "brown4"
"1699" "Irx3" "lightpink4"
"1700" "Jmjd7" "brown4"
"1701" "Rps10" "brown4"
"1702" "Cnih2" "brown"
"1703" "Cd69" "greenyellow"
"1704" "Kcnrg" "blue"
"1705" "C5ar2" "brown4"
"1706" "Gm15880" "coral2"
"1707" "Cenpp" "brown"
"1708" "Armc6" "brown"
"1709" "Snhg15" "paleturquoise"
"1710" "Rarb" "brown"
"1711" "Nat8l" "royalblue"
"1712" "Fam109a" "brown4"
"1713" "Lyrm1" "darkturquoise"
"1714" "Tnxb" "blue"
"1715" "X9930014A18Rik" "brown4"
"1716" "Adam4" "blue"
"1717" "Bdh1" "brown4"
"1718" "Thnsl2" "brown"
"1719" "Gtf2h4" "brown4"
"1720" "Klhdc8b" "skyblue2"
"1721" "Cdkn3" "darkslateblue"
"1722" "Tmem86b" "yellow4"
"1723" "Ctf1" "brown4"
"1724" "Trim30d" "greenyellow"
"1725" "Fam69b" "brown"
"1726" "Irs3" "darkolivegreen"
"1727" "Add2" "brown"
"1728" "Rad54b" "steelblue"
"1729" "Fam19a2" "darkseagreen3"
"1730" "Zfp108" "brown4"
"1731" "X1500009L16Rik" "brown4"
"1732" "Papln" "grey"
"1733" "Zscan2" "darkslateblue"
"1734" "Grhl2" "orangered3"
"1735" "Endou" "brown"
"1736" "Sla2" "skyblue1"
"1737" "Cd209a" "darkolivegreen"
"1738" "Cdk5rap1" "darkslateblue"
"1739" "Angptl7" "lightcoral"
"1740" "Ccsap" "coral1"
"1741" "Fam19a5" "maroon"
"1742" "Dnah1" "darkmagenta"
"1743" "Larp6" "black"
"1744" "Gpc2" "skyblue"
"1745" "Gm15441" "thistle1"
"1746" "Kcnj13" "blue"
"1747" "C630043F03Rik" "brown"
"1748" "Nme6" "brown4"
"1749" "Napsa" "brown4"
"1750" "Rplp2" "brown4"
"1751" "Klhdc1" "coral2"
"1752" "Arhgap33" "coral2"
"1753" "Mpp7" "lightyellow"
"1754" "Sf3b5" "brown4"
"1755" "Slc25a33" "brown"
"1756" "Nmb" "thistle"
"1757" "Cracr2b" "brown4"
"1758" "X9930012K11Rik" "brown4"
"1759" "Kcna5" "salmon2"
"1760" "Ephx2" "skyblue"
"1761" "Gm16861" "brown2"
"1762" "Wdr54" "coral2"
"1763" "Ric3" "darkolivegreen"
"1764" "Hba.a2" "brown4"
"1765" "Ptpru" "skyblue"
"1766" "Neurl1a" "black"
"1767" "Gm2115" "coral1"
"1768" "Ldb3" "darkorange2"
"1769" "Emx2os" "blue"
"1770" "Klf15" "grey"
"1771" "Zfp30" "maroon"
"1772" "X1600002K03Rik" "brown"
"1773" "Pidd1" "brown4"
"1774" "Catsper2" "yellow4"
"1775" "Wasf1" "blue"
"1776" "Zfp101" "plum1"
"1777" "Shf" "brown"
"1778" "Cys1" "brown"
"1779" "Epb41l4aos" "brown"
"1780" "Gm15506" "lightyellow"
"1781" "Zfp418" "brown4"
"1782" "Tdrkh" "thistle1"
"1783" "Timm13" "brown4"
"1784" "Zfp956" "thistle3"
"1785" "Timm10b" "brown4"
"1786" "F5" "mediumpurple3"
"1787" "Sp6" "brown4"
"1788" "Mdfi" "blue"
"1789" "Fbxl16" "sienna3"
"1790" "Efemp1" "blue"
"1791" "Pabpc4l" "salmon2"
"1792" "Hbb.b1" "brown4"
"1793" "Cd244" "royalblue"
"1794" "Agap2" "skyblue1"
"1795" "Cpz" "coral1"
"1796" "Podxl2" "brown"
"1797" "Aldh1a3" "blue"
"1798" "Hdac11" "brown4"
"1799" "Xlr" "brown"
"1800" "Rbm46" "plum2"
"1801" "Syt17" "darkmagenta"
"1802" "Txlnb" "black"
"1803" "Ppcs" "brown4"
"1804" "Tspo" "brown4"
"1805" "Sp3os" "paleturquoise"
"1806" "Gbx2" "lightyellow"
"1807" "Adam33" "darkgreen"
"1808" "Ms4a4b" "steelblue"
"1809" "Id4" "lightcoral"
"1810" "Cox6b2" "brown4"
"1811" "Tst" "darkolivegreen"
"1812" "BC055324" "lightyellow"
"1813" "Zfp273" "violet"
"1814" "Nek3" "brown4"
"1815" "Tnfsf18" "mediumpurple2"
"1816" "Acy3" "thistle1"
"1817" "Rph3al" "coral1"
"1818" "Plekhn1" "lightsteelblue"
"1819" "Khk" "brown4"
"1820" "Oacyl" "brown4"
"1821" "X5033406O09Rik" "brown4"
"1822" "Hhipl1" "coral1"
"1823" "Mira" "brown"
"1824" "Gpr182" "lavenderblush2"
"1825" "Zfp965" "brown"
"1826" "Zfp472" "ivory"
"1827" "Toporsos" "brown4"
"1828" "Ddb2" "brown"
"1829" "X5430405H02Rik" "grey"
"1830" "Ccdc85a" "lightyellow"
"1831" "Wdr25" "lightyellow"
"1832" "Klrb1b" "black"
"1833" "Adcy2" "lightyellow"
"1834" "Klra3" "black"
"1835" "Higd1b" "brown4"
"1836" "Mctp2" "blue"
"1837" "Ranbp17" "blue"
"1838" "Ism1" "blue"
"1839" "Gnb1l" "brown4"
"1840" "Spaca6" "black"
"1841" "Rnase6" "brown4"
"1842" "Plcxd1" "honeydew"
"1843" "Cyp4f17" "maroon"
"1844" "Gpr63" "brown"
"1845" "Gas2" "brown4"
"1846" "Cdh1" "skyblue1"
"1847" "C430002N11Rik" "brown4"
"1848" "Prr16" "blue"
"1849" "X2300009A05Rik" "brown4"
"1850" "Cep126" "brown4"
"1851" "F9" "brown4"
"1852" "Zfp647" "thistle1"
"1853" "Rps4l" "brown4"
"1854" "Irx2" "brown4"
"1855" "Dnase1l3" "greenyellow"
"1856" "Lvrn" "magenta4"
"1857" "Ogn" "brown4"
"1858" "C1qtnf12" "brown4"
"1859" "Clca3a1" "darkgreen"
"1860" "Vtn" "mediumpurple2"
"1861" "X2410131K14Rik" "paleturquoise"
"1862" "Sat2" "darkslateblue"
"1863" "Slfn1" "greenyellow"
"1864" "Slc35g1" "darkolivegreen"
"1865" "Ndnf" "darkolivegreen"
"1866" "Ramp3" "brown4"
"1867" "Zfp551" "thistle1"
"1868" "E230013L22Rik" "brown"
"1869" "Pcbd1" "brown4"
"1870" "B3galt2" "blue"
"1871" "Slc25a14" "honeydew1"
"1872" "Abhd18" "skyblue"
"1873" "Slc16a4" "blue"
"1874" "Cdkl5" "brown4"
"1875" "Gng8" "brown"
"1876" "Me3" "brown"
"1877" "Ttc30a1" "brown4"
"1878" "Grem1" "brown4"
"1879" "Endog" "brown"
"1880" "Socs1" "brown4"
"1881" "Top1mt" "lightcoral"
"1882" "Saa3" "brown4"
"1883" "Ccpg1os" "brown4"
"1884" "D030056L22Rik" "palevioletred3"
"1885" "X9630028I04Rik" "brown"
"1886" "Zfp2" "navajowhite1"
"1887" "Hbb.b2" "mediumpurple3"
"1888" "Hbb.bt" "mediumpurple3"
"1889" "Zfp931" "darkolivegreen"
"1890" "Stard6" "brown4"
"1891" "Pdss1" "sienna3"
"1892" "Echdc1" "grey"
"1893" "Nptx1" "skyblue"
"1894" "X2700038G22Rik" "thistle"
"1895" "P2ry10" "greenyellow"
"1896" "Cenpw" "brown4"
"1897" "X4930455G09Rik" "brown4"
"1898" "Draxin" "royalblue"
"1899" "Cfap43" "darkolivegreen"
"1900" "Dhrs11" "blue2"
"1901" "Spint2" "brown4"
"1902" "Cxadr" "brown4"
"1903" "Fam171b" "blue"
"1904" "Hdc" "darkolivegreen"
"1905" "Rpl37a" "brown4"
"1906" "C1qtnf9" "skyblue2"
"1907" "Sox9" "blue"
"1908" "Cenph" "orange"
"1909" "Gper1" "brown"
"1910" "Apoc2" "darkgreen"
"1911" "Pex11g" "coral1"
"1912" "Olfm2" "lightyellow"
"1913" "Cpn2" "brown"
"1914" "Rassf9" "lightcyan1"
"1915" "Tmem160" "brown4"
"1916" "Isoc2a" "brown"
"1917" "Cmbl" "darkolivegreen"
"1918" "Aqp5" "palevioletred3"
"1919" "Slc45a3" "brown4"
"1920" "Chchd6" "paleturquoise"
"1921" "Pcdhb15" "yellowgreen"
"1922" "Mkx" "darkslateblue"
"1923" "Rom1" "brown"
"1924" "Cstad" "blue"
"1925" "Pcp4l1" "brown"
"1926" "Col20a1" "blue"
"1927" "Fxn" "brown4"
"1928" "Bcl11a" "orangered4"
"1929" "Lzts3" "black"
"1930" "Cenpm" "orangered4"
"1931" "Depdc7" "lightpink4"
"1932" "Slc22a4" "lightsteelblue1"
"1933" "Adat1" "greenyellow"
"1934" "Hacl1" "thistle1"
"1935" "Zfp93" "brown4"
"1936" "Gm15760" "brown"
"1937" "Chchd10" "brown4"
"1938" "Hist1h2ao" "brown4"
"1939" "Haus8" "brown4"
"1940" "Chrdl1" "blue"
"1941" "Gm19557" "yellow4"
"1942" "Tubg2" "honeydew1"
"1943" "A130077B15Rik" "grey"
"1944" "Oas1c" "lightcyan1"
"1945" "Dusp23" "palevioletred3"
"1946" "Galnt15" "palevioletred3"
"1947" "Asic1" "darkslateblue"
"1948" "Hey2" "brown4"
"1949" "Tmem107" "brown"
"1950" "Nxpe4" "lightyellow"
"1951" "Hist2h2be" "skyblue"
"1952" "D130017N08Rik" "brown4"
"1953" "Fmo2" "brown4"
"1954" "Dhh" "lightyellow"
"1955" "Clip4" "blue"
"1956" "Chst3" "black"
"1957" "Sntb1" "magenta4"
"1958" "Slc2a6" "brown4"
"1959" "Lefty1" "brown4"
"1960" "Arhgef9" "bisque4"
"1961" "X5830432E09Rik" "brown"
"1962" "Fuom" "brown"
"1963" "Uqcr11" "brown4"
"1964" "Abcb9" "brown4"
"1965" "Slc40a1" "antiquewhite4"
"1966" "Ntrk2" "blue"
"1967" "March9" "brown"
"1968" "Scn2a" "yellowgreen"
"1969" "X1600020E01Rik" "brown4"
"1970" "Uqcc3" "brown4"
"1971" "Spsb2" "darkturquoise"
"1972" "Rgl3" "blue"
"1973" "Rad51" "lightsteelblue1"
"1974" "Cdc7" "plum1"
"1975" "Ccdc68" "lightyellow"
"1976" "Ppargc1b" "palevioletred3"
"1977" "Rpl34" "brown4"
"1978" "Ndufb7" "brown4"
"1979" "Eml6" "blue"
"1980" "Atp6v0d2" "brown4"
"1981" "Ankrd9" "brown"
"1982" "Hist1h3i" "darkseagreen3"
"1983" "Saysd1" "brown4"
"1984" "Cd209f" "blue"
"1985" "Smpd5" "brown4"
"1986" "Ppbp" "darkgrey"
"1987" "X9530091C08Rik" "blue"
"1988" "Pgls" "brown4"
"1989" "Pisd.ps2" "brown"
"1990" "Tmem53" "darkolivegreen4"
"1991" "Hc" "darkviolet"
"1992" "X1810034E14Rik" "sienna3"
"1993" "Adh1" "blue"
"1994" "Zcchc3" "coral1"
"1995" "Cfap54" "brown4"
"1996" "Sirt5" "darkslateblue"
"1997" "Sgsm1" "coral2"
"1998" "Wnt16" "brown"
"1999" "Ccl22" "greenyellow"
"2000" "Sptbn2" "grey"
"2001" "Pop1" "darkolivegreen4"
"2002" "Batf2" "white"
"2003" "Esm1" "darkgrey"
"2004" "Zfp707" "brown4"
"2005" "Gm15417" "lightsteelblue1"
"2006" "X1700018L02Rik" "brown"
"2007" "Tmeff2" "blue"
"2008" "Rps2" "brown4"
"2009" "Cysltr2" "lavenderblush2"
"2010" "Poc1a" "brown4"
"2011" "BC147527" "greenyellow"
"2012" "Mif" "brown4"
"2013" "Actr3b" "darkseagreen3"
"2014" "Neu3" "lavenderblush3"
"2015" "Cd300ld4" "brown4"
"2016" "Cd300ld5" "brown4"
"2017" "Snhg7" "grey"
"2018" "B3galt1" "lightsteelblue1"
"2019" "Cep131" "black"
"2020" "Mmp25" "orangered4"
"2021" "Fpr1" "lavenderblush2"
"2022" "C1qtnf7" "plum"
"2023" "Pygo1" "yellowgreen"
"2024" "Hoxa9" "brown4"
"2025" "Tarbp2" "brown4"
"2026" "Ano3" "blue"
"2027" "Scube3" "brown4"
"2028" "Rps29" "brown4"
"2029" "Tmem200b" "thistle1"
"2030" "Tnfrsf9" "plum2"
"2031" "Asb2" "lightcoral"
"2032" "Fam110b" "brown"
"2033" "Psrc1" "brown4"
"2034" "Fkbpl" "navajowhite1"
"2035" "Usp13" "orangered4"
"2036" "Dio3" "honeydew1"
"2037" "Adcy1" "antiquewhite4"
"2038" "Fam83h" "darkseagreen3"
"2039" "Trim36" "coral2"
"2040" "Dbp" "navajowhite2"
"2041" "Neil1" "darkslateblue"
"2042" "Gm13375" "brown4"
"2043" "Naip1" "brown"
"2044" "Il3ra" "paleturquoise"
"2045" "Dohh" "brown4"
"2046" "Raet1b" "mediumpurple2"
"2047" "Pkmyt1" "brown"
"2048" "Pdss2" "yellowgreen"
"2049" "X3300005D01Rik" "brown4"
"2050" "Mboat1" "grey"
"2051" "Bdh2" "lightsteelblue1"
"2052" "Grin2d" "brown"
"2053" "Hap1" "lightyellow"
"2054" "Ms4a4c" "greenyellow"
"2055" "X4930404N11Rik" "brown4"
"2056" "Treml2" "greenyellow"
"2057" "Gm9855" "brown4"
"2058" "Foxc1" "blue2"
"2059" "Oxnad1" "blue"
"2060" "Aven" "brown"
"2061" "Gfra2" "blue"
"2062" "Chl1" "blue"
"2063" "X1700030K09Rik" "blue"
"2064" "Dph2" "coral2"
"2065" "Apol6" "darkolivegreen"
"2066" "Clu" "darkolivegreen"
"2067" "Alx4" "blue"
"2068" "Enpp6" "indianred4"
"2069" "Cib2" "lightcoral"
"2070" "Tyw3" "skyblue"
"2071" "Cdo1" "darkolivegreen"
"2072" "Nr6a1" "blue"
"2073" "Rflna" "brown4"
"2074" "Borcs5" "brown4"
"2075" "Coprs" "brown"
"2076" "Fgfr2" "bisque4"
"2077" "Btla" "lightpink3"
"2078" "En1" "brown2"
"2079" "Pex10" "brown"
"2080" "Zfp934" "yellowgreen"
"2081" "Rps27rt" "brown4"
"2082" "Glyctk" "lightpink4"
"2083" "Kcnk3" "brown4"
"2084" "Lyplal1" "brown4"
"2085" "Abca6" "blue"
"2086" "Slpi" "darkgreen"
"2087" "Phf11a" "greenyellow"
"2088" "Rps27a" "brown4"
"2089" "Nanos1" "lightyellow"
"2090" "Penk" "brown4"
"2091" "Enkd1" "brown4"
"2092" "Hoxb6" "yellowgreen"
"2093" "St18" "plum"
"2094" "Cox4i2" "greenyellow"
"2095" "Tns4" "salmon2"
"2096" "Fhod3" "brown4"
"2097" "X2810433D01Rik" "darkslateblue"
"2098" "X9430015G10Rik" "yellow4"
"2099" "Slc4a4" "blue"
"2100" "Nle1" "darkturquoise"
"2101" "Mks1" "thistle3"
"2102" "X6330407A03Rik" "blue"
"2103" "Fndc4" "brown"
"2104" "Pcdhb10" "violet"
"2105" "Ndst3" "skyblue"
"2106" "Gbp10" "plum2"
"2107" "Cdh6" "brown4"
"2108" "Grcc10" "brown4"
"2109" "Msc" "brown"
"2110" "Lrrc39" "skyblue2"
"2111" "Col13a1" "darkgreen"
"2112" "Adamts14" "brown4"
"2113" "Zfp959" "palevioletred3"
"2114" "Ankrd24" "royalblue"
"2115" "Slc9a5" "blue"
"2116" "Rangrf" "brown4"
"2117" "X9430038I01Rik" "brown4"
"2118" "Arv1" "brown4"
"2119" "B230307C23Rik" "skyblue1"
"2120" "Cd24a" "skyblue1"
"2121" "Afmid" "darkslateblue"
"2122" "X1110046J04Rik" "brown4"
"2123" "Cd101" "brown"
"2124" "Hist2h3b" "mediumpurple3"
"2125" "Comtd1" "brown4"
"2126" "Ppie" "lightsteelblue1"
"2127" "Ggact" "mediumpurple3"
"2128" "Phf19" "yellowgreen"
"2129" "Plxna3" "paleturquoise"
"2130" "Gm7367" "yellow4"
"2131" "Prkcg" "lavenderblush2"
"2132" "Fam167b" "brown4"
"2133" "Lpl" "darkolivegreen"
"2134" "Acsf3" "darkolivegreen4"
"2135" "X1110019D14Rik" "violet"
"2136" "Gm8801" "brown"
"2137" "Scube1" "blue"
"2138" "Lrrc1" "lavenderblush3"
"2139" "Tmem177" "yellowgreen"
"2140" "A630089N07Rik" "darkgreen"
"2141" "Dusp5" "indianred4"
"2142" "Slc26a6" "brown4"
"2143" "Dnal4" "brown4"
"2144" "X4632404H12Rik" "darkturquoise"
"2145" "Tfap4" "plum3"
"2146" "Rubcnl" "lightsteelblue1"
"2147" "H2.K2" "paleturquoise"
"2148" "Lgals1" "brown4"
"2149" "Doc2b" "skyblue"
"2150" "Gfra1" "blue"
"2151" "Cystm1" "paleturquoise"
"2152" "Zfp689" "brown4"
"2153" "X4930577N17Rik" "navajowhite2"
"2154" "Lrch2" "brown2"
"2155" "Hist1h1a" "ivory"
"2156" "Ifit1bl1" "greenyellow"
"2157" "Tubd1" "skyblue2"
"2158" "Sigirr" "brown4"
"2159" "Tha1" "sienna3"
"2160" "Tmem205" "brown4"
"2161" "Ogg1" "brown4"
"2162" "Rps13" "brown4"
"2163" "Hpn" "brown4"
"2164" "Znhit2" "brown4"
"2165" "Cyp4f18" "mediumpurple3"
"2166" "Trib3" "brown4"
"2167" "A930004D18Rik" "brown"
"2168" "Zbtb48" "brown4"
"2169" "Engase" "brown4"
"2170" "Cemip" "maroon"
"2171" "Opn3" "lightyellow"
"2172" "Atp23" "brown4"
"2173" "Mmp9" "darkmagenta"
"2174" "Metrn" "brown4"
"2175" "Ccdc124" "brown4"
"2176" "Nr3c2" "bisque4"
"2177" "Smim1" "honeydew1"
"2178" "Rab20" "brown"
"2179" "Lrrc8e" "sienna3"
"2180" "Rwdd3" "brown"
"2181" "Mrps11" "brown4"
"2182" "Zfp119b" "paleturquoise"
"2183" "Serpini1" "skyblue"
"2184" "Shcbp1" "coral2"
"2185" "Lyrm9" "mediumpurple2"
"2186" "Pknox2" "orange"
"2187" "A930005H10Rik" "lightcoral"
"2188" "Tnn" "blue"
"2189" "Camkk1" "blue"
"2190" "Fabp3" "maroon"
"2191" "Clec4e" "ivory"
"2192" "Nprl2" "brown4"
"2193" "Nr2f1" "lightyellow"
"2194" "Rnf128" "white"
"2195" "Gdap10" "yellow4"
"2196" "Prdm9" "royalblue"
"2197" "Prkcz" "thistle1"
"2198" "Hist1h2bf" "mediumpurple3"
"2199" "Atp5e" "brown4"
"2200" "Tc2n" "brown"
"2201" "Lpar4" "grey"
"2202" "Tfec" "darkorange2"
"2203" "Dennd6b" "black"
"2204" "Zfp459" "darkseagreen3"
"2205" "C130026I21Rik" "mediumpurple2"
"2206" "Rad54l" "blue"
"2207" "Plac9a" "brown"
"2208" "Trim6" "mediumpurple2"
"2209" "Izumo4" "brown4"
"2210" "Kcng2" "brown4"
"2211" "Ninl" "lavenderblush2"
"2212" "Fgf2" "grey"
"2213" "Commd5" "brown"
"2214" "Fam96b" "brown4"
"2215" "Cbx7" "lightyellow"
"2216" "Coa7" "plum3"
"2217" "Foxc2" "coral2"
"2218" "Whrn" "brown"
"2219" "Pram1" "brown"
"2220" "Bbs10" "brown"
"2221" "Angpt4" "coral2"
"2222" "B9d1" "brown4"
"2223" "Bik" "brown4"
"2224" "Ccdc149" "paleturquoise"
"2225" "Gm7609" "darkviolet"
"2226" "Sytl4" "black"
"2227" "Cd209g" "brown4"
"2228" "Hebp2" "lightsteelblue1"
"2229" "Cdca5" "ivory"
"2230" "Osm" "brown4"
"2231" "Scube2" "lightyellow"
"2232" "Fosb" "grey"
"2233" "Hoxa2" "palevioletred2"
"2234" "Fignl1" "royalblue"
"2235" "Rbks" "coral2"
"2236" "X2310039H08Rik" "brown4"
"2237" "Dio2" "brown4"
"2238" "Mterf1a" "brown4"
"2239" "Wipf3" "lightsteelblue"
"2240" "Pp2d1" "brown4"
"2241" "Psmg4" "brown4"
"2242" "Nnmt" "brown4"
"2243" "Sytl5" "orangered4"
"2244" "Hcar2" "brown4"
"2245" "Cnr1" "darkgrey"
"2246" "Sirpb1b" "mediumpurple3"
"2247" "Cbarp" "violet"
"2248" "Wdcp" "lavenderblush3"
"2249" "Gm16576" "palevioletred2"
"2250" "Clpp" "brown4"
"2251" "Dpp4" "blue"
"2252" "Ube2t" "royalblue"
"2253" "Rhod" "brown4"
"2254" "Ces2g" "blue"
"2255" "Ptger2" "magenta4"
"2256" "Bola1" "brown4"
"2257" "X1700094D03Rik" "brown4"
"2258" "X4930526I15Rik" "brown"
"2259" "Capn12" "brown4"
"2260" "Msrb2" "paleturquoise"
"2261" "Orc1" "magenta4"
"2262" "Naprt" "brown4"
"2263" "Capn3" "violet"
"2264" "Il1rl1" "orangered4"
"2265" "Ercc8" "paleturquoise"
"2266" "Fam196b" "brown4"
"2267" "Nkd1" "bisque4"
"2268" "Ifi27l2a" "brown4"
"2269" "Zfp960" "brown4"
"2270" "Acss2" "blue"
"2271" "Ankrd29" "skyblue"
"2272" "Pgf" "ivory"
"2273" "Mrpl55" "brown4"
"2274" "Kcnk2" "grey"
"2275" "Gm3435" "salmon2"
"2276" "X0610012G03Rik" "brown4"
"2277" "Atoh8" "skyblue2"
"2278" "Gm16386" "thistle1"
"2279" "Syce2" "white"
"2280" "X5430416N02Rik" "brown4"
"2281" "Aldh1l1" "skyblue"
"2282" "Wdr5b" "plum3"
"2283" "Ankdd1b" "brown"
"2284" "Zfp383" "honeydew1"
"2285" "Oaf" "brown4"
"2286" "AU021092" "brown4"
"2287" "Gm20939" "black"
"2288" "X0610038B21Rik" "coral1"
"2289" "Chtf18" "brown4"
"2290" "Tarsl2" "brown"
"2291" "Rpl26" "brown4"
"2292" "Dph1" "coral2"
"2293" "Csdc2" "antiquewhite4"
"2294" "Kcnd1" "honeydew1"
"2295" "Tmc4" "lightcyan1"
"2296" "Mrps34" "brown"
"2297" "Leng9" "black"
"2298" "Adat2" "ivory"
"2299" "Dedd2" "brown4"
"2300" "Ptprd" "blue"
"2301" "Kcp" "lightyellow"
"2302" "Mapk8ip1" "brown"
"2303" "Tcea3" "brown4"
"2304" "Dancr" "brown4"
"2305" "Lrmda" "brown"
"2306" "D130040H23Rik" "brown4"
"2307" "Rbp4" "skyblue"
"2308" "Pdcd2l" "brown4"
"2309" "Fat3" "plum2"
"2310" "Trpt1" "bisque4"
"2311" "X2200002D01Rik" "brown4"
"2312" "Pde8b" "palevioletred2"
"2313" "Hoxa1" "darkslateblue"
"2314" "Hoxa7" "plum3"
"2315" "Zfp566" "skyblue1"
"2316" "Folr2" "plum1"
"2317" "Smim26" "brown4"
"2318" "Dmap1" "brown4"
"2319" "Gstp2" "skyblue2"
"2320" "Nfasc" "lightyellow"
"2321" "Slc6a9" "yellowgreen"
"2322" "Ccl5" "darkgreen"
"2323" "Mfsd9" "skyblue1"
"2324" "Gm14322" "brown4"
"2325" "Rundc3a" "thistle1"
"2326" "Sema3b" "lightcyan1"
"2327" "Rhof" "brown"
"2328" "Cacnb4" "lightcoral"
"2329" "Pcdhga8" "mediumpurple3"
"2330" "Ccdc84" "brown4"
"2331" "Gdf6" "grey"
"2332" "Itgb3bp" "skyblue"
"2333" "Atp1a2" "darkolivegreen"
"2334" "Tgm1" "lightsteelblue1"
"2335" "Cdk20" "brown"
"2336" "X1110034G24Rik" "brown"
"2337" "Cyb5rl" "coral1"
"2338" "Kank4" "brown"
"2339" "Lncppara" "yellow4"
"2340" "Hic2" "mediumpurple2"
"2341" "Bbs12" "black"
"2342" "Napb" "orangered4"
"2343" "Ifi208" "greenyellow"
"2344" "Zbtb49" "darkolivegreen4"
"2345" "Snhg3" "navajowhite2"
"2346" "Sergef" "brown"
"2347" "Ehhadh" "lightsteelblue"
"2348" "Tnfaip6" "brown4"
"2349" "Syp" "brown4"
"2350" "Adgrg6" "blue"
"2351" "Ap2s1" "brown4"
"2352" "Pask" "black"
"2353" "Sept1" "white"
"2354" "Ankrd39" "brown4"
"2355" "X2810025M15Rik" "brown4"
"2356" "Pctp" "brown4"
"2357" "Mrpl54" "brown4"
"2358" "Sdr39u1" "honeydew1"
"2359" "Gm10825" "brown"
"2360" "Haus1" "lightsteelblue1"
"2361" "Rps20" "brown4"
"2362" "Iglon5" "darkmagenta"
"2363" "Gpr18" "orangered3"
"2364" "F2rl3" "brown4"
"2365" "Zscan20" "lightyellow"
"2366" "Pcdhb2" "violet"
"2367" "Ccdc166" "ivory"
"2368" "Hs3st1" "blue"
"2369" "H2.DMb1" "orange"
"2370" "Clcf1" "plum3"
