"V1" "V2"
"811" "Scnn1a" "darkolivegreen"
"812" "Plekhg4" "darkmagenta"
"813" "Shmt1" "brown4"
"814" "Lyrm7" "brown4"
"815" "Mal2" "bisque4"
"816" "Ocstamp" "brown"
"817" "Cadm2" "blue"
"818" "Pla2g4c" "orangered3"
"819" "Cenpk" "blue"
"820" "D430019H16Rik" "grey"
"821" "Sectm1a" "salmon2"
"822" "Gm12185" "steelblue"
"823" "Arnt2" "maroon"
"824" "Akr1b3" "brown"
"825" "Dtna" "darkorange2"
"826" "Rcor2" "brown4"
"827" "Epb41l4b" "blue"
"828" "Fgf13" "sienna3"
"829" "Gm4425" "brown"
"830" "Xkrx" "brown4"
"831" "Slc27a6" "orangered3"
"832" "Adgrg2" "blue"
"833" "Ggnbp2os" "brown4"
"834" "Mpp3" "blue"
"835" "Irx1" "brown4"
"836" "F420014N23Rik" "palevioletred3"
"837" "Gm20604" "darkgreen"
"838" "Traf3ip3" "honeydew1"
"839" "Ccdc57" "thistle1"
"840" "Slc4a11" "brown4"
"841" "Tslp" "brown4"
"842" "X3110035E14Rik" "lightyellow"
"843" "Pgam2" "darkorange2"
"844" "Tnfrsf13b" "brown"
"845" "Kcnt2" "coral1"
"846" "X4931430N09Rik" "yellow4"
"847" "Syt3" "lightsteelblue"
"848" "Stra6" "indianred4"
"849" "Sugct" "brown4"
"850" "Adamts20" "salmon4"
"851" "Timd4" "grey"
"852" "Bmx" "thistle1"
"853" "Gabbr2" "brown4"
"854" "Marc1" "sienna3"
"855" "Cobl" "brown4"
"856" "Tlcd1" "darkseagreen3"
"857" "Raet1e" "brown"
"858" "Cenpv" "brown4"
"859" "Slc36a2" "darkolivegreen"
"860" "Abcg3" "greenyellow"
"861" "Mcpt4" "lightsteelblue"
"862" "Mrap" "darkolivegreen"
"863" "Foxd2" "brown"
"864" "Galnt5" "brown2"
"865" "Tmem255b" "brown4"
"866" "Acod1" "greenyellow"
"867" "Flt3" "grey"
"868" "Rxfp3" "brown"
"869" "Slc24a1" "royalblue"
"870" "Zfp575" "brown"
"871" "Ino80dos" "brown4"
"872" "A230056P14Rik" "orangered3"
"873" "Gm10638" "brown4"
"874" "Ttc39a" "plum1"
"875" "Pdlim3" "brown4"
"876" "Park2" "honeydew1"
"877" "C130083M11Rik" "brown4"
"878" "Gm16596" "salmon4"
"879" "Aldh3b2" "darkolivegreen"
"880" "Cck" "plum2"
"881" "Fgfbp3" "brown4"
"882" "Orm1" "darkolivegreen"
"883" "Slc10a1" "antiquewhite4"
"884" "Slc14a2" "brown"
"885" "Snhg10" "brown4"
"886" "Acat3" "brown"
"887" "Mtcp1" "brown2"
"888" "Cacng1" "honeydew1"
"889" "X1700096K18Rik" "brown"
"890" "Apoc1" "darkolivegreen"
"891" "Rad51b" "lightyellow"
"892" "Pcdhga2" "brown"
"893" "Fam110c" "blue"
"894" "Dscc1" "greenyellow"
"895" "Gipc2" "brown4"
"896" "Ankrd34a" "brown4"
"897" "Dio3os" "brown"
"898" "X2810408A11Rik" "bisque4"
"899" "Dmrt2" "darkolivegreen"
"900" "Tbc1d10c" "steelblue"
"901" "Tnni1" "brown4"
"902" "Xlr4b" "brown4"
"903" "Gm1976" "brown4"
"904" "Hlf" "blue"
"905" "Tmem14a" "antiquewhite4"
"906" "X9430091E24Rik" "brown"
"907" "Zfp750" "skyblue1"
"908" "Zfp773" "brown"
"909" "Rab40b" "thistle1"
"910" "Morn2" "darkslateblue"
"911" "Mtfr2" "brown4"
"912" "Xpnpep2" "brown2"
"913" "Prom1" "darkolivegreen"
"914" "Epop" "brown4"
"915" "Lcn2" "darkolivegreen"
"916" "Omg" "brown4"
"917" "Zfp939" "thistle1"
"918" "Pcdhb4" "steelblue"
"919" "X4930405O22Rik" "brown4"
"920" "Tnfrsf18" "salmon4"
"921" "Skida1" "navajowhite2"
"922" "AI839979" "darkmagenta"
"923" "Slc35g2" "darkolivegreen4"
"924" "X2810047C21Rik1" "brown"
"925" "Fv1" "brown"
"926" "Lrrc75b" "mediumpurple3"
"927" "Nts" "brown4"
"928" "Asphd2" "brown4"
"929" "X4930515G01Rik" "orangered3"
"930" "Oscp1" "brown4"
"931" "Kcnn3" "sienna3"
"932" "Prlr" "darkolivegreen"
"933" "Itgb8" "greenyellow"
"934" "Efnb3" "mediumpurple3"
"935" "Prr36" "darkgreen"
"936" "Rspo3" "skyblue"
"937" "C1ql3" "salmon4"
"938" "X9130008F23Rik" "darkslateblue"
"939" "X1110002L01Rik" "brown4"
"940" "Hoxb5" "antiquewhite4"
"941" "Gm38431" "darkslateblue"
"942" "Zfp493" "coral1"
"943" "Syt5" "lavenderblush3"
"944" "Serpina3i" "brown4"
"945" "Mpst" "brown4"
"946" "Ccdc51" "brown"
"947" "Rgs11" "brown"
"948" "Cxcl2" "darkviolet"
"949" "Gm1673" "brown"
"950" "Rtl1" "brown2"
"951" "Stag3" "greenyellow"
"952" "Tpsb2" "skyblue2"
"953" "Zbtb16" "blue"
"954" "Myl4" "brown"
"955" "Akr1c14" "blue"
"956" "Tmem17" "paleturquoise"
"957" "Cpm" "brown"
"958" "Wnt11" "skyblue2"
"959" "Ccr9" "brown4"
"960" "Lgi1" "brown"
"961" "Cd5l" "brown4"
"962" "Cox6a2" "darkorange2"
"963" "Lipg" "greenyellow"
"964" "Ulk4" "brown4"
"965" "Zfp804a" "brown4"
"966" "Foxf1" "brown4"
"967" "Reln" "bisque4"
"968" "Paqr3" "brown"
"969" "Serpina3f" "darkolivegreen4"
"970" "Adamts18" "brown4"
"971" "Ripply3" "grey"
"972" "G0s2" "darkgreen"
"973" "Lrrc3b" "brown"
"974" "Tmem246" "darkorange2"
"975" "Efcab11" "brown"
"976" "Csmd1" "magenta4"
"977" "Srl" "darkorange2"
"978" "Traip" "greenyellow"
"979" "Lrrc9" "greenyellow"
"980" "Acap1" "brown4"
"981" "Iqck" "blue"
"982" "Galnt9" "brown4"
"983" "Spata9" "brown4"
"984" "Plekha6" "bisque4"
"985" "Capn6" "blue"
"986" "Mgam" "brown4"
"987" "Cpa3" "darkolivegreen"
"988" "Hcar1" "greenyellow"
"989" "Nim1k" "lightcoral"
"990" "Mmp16" "darkmagenta"
"991" "X9230110C19Rik" "brown"
"992" "Zfp781" "darkviolet"
"993" "P2rx1" "darkslateblue"
"994" "Bmp5" "honeydew"
"995" "Sptb" "black"
"996" "X5031434C07Rik" "palevioletred3"
"997" "Tmem265" "skyblue2"
"998" "Cdkn1c" "indianred4"
"999" "Fam107a" "lightsteelblue1"
"1000" "Gria4" "darkolivegreen"
"1001" "E530011L22Rik" "orangered3"
"1002" "Cr2" "violet"
"1003" "Eya2" "greenyellow"
"1004" "Srrm4" "paleturquoise"
"1005" "Xcl1" "steelblue"
"1006" "Unc93a" "orangered4"
"1007" "Mfsd7a" "orangered3"
"1008" "Acy1" "darkgrey"
"1009" "AI450353" "lightyellow"
"1010" "Cd2" "steelblue"
"1011" "Zfp286" "brown"
"1012" "Eid3" "brown4"
"1013" "Ankrd13d" "brown"
"1014" "Lrrc18" "blue"
"1015" "Rnft2" "orangered3"
"1016" "Hrasls" "brown4"
"1017" "Pcyt1b" "sienna3"
"1018" "Ccdc142" "brown"
"1019" "Casz1" "grey"
"1020" "Nrgn" "mediumpurple3"
"1021" "Comp" "brown4"
"1022" "Rhbdl2" "brown"
"1023" "Mamstr" "honeydew1"
"1024" "Fam169b" "brown"
"1025" "Cxcl1" "brown4"
"1026" "Frzb" "brown4"
"1027" "Bdkrb2" "brown4"
"1028" "Rab6b" "brown"
"1029" "Hmga2" "darkolivegreen"
"1030" "Matk" "darkgreen"
"1031" "A730020E08Rik" "brown4"
"1032" "Ptprv" "antiquewhite4"
"1033" "Prkcq" "sienna3"
"1034" "Il12rb2" "lightyellow"
"1035" "Mgst2" "black"
"1036" "Ankrd6" "brown"
"1037" "Ccdc69" "violet"
"1038" "Epha1" "darkmagenta"
"1039" "Igsf9b" "lightsteelblue"
"1040" "St14" "darkgrey"
"1041" "Thsd4" "magenta4"
"1042" "Prss36" "brown4"
"1043" "Gm15708" "lavenderblush2"
"1044" "Gpr31b" "black"
"1045" "Lilra6" "salmon4"
"1046" "Fam129c" "brown4"
"1047" "Gm10677" "darkgreen"
"1048" "E330013P04Rik" "orangered3"
"1049" "Colq" "darkolivegreen4"
"1050" "Gm527" "brown"
"1051" "Spata5l1" "brown"
"1052" "Ttn" "darkorange2"
"1053" "C77370" "violet"
"1054" "Sh2d2a" "steelblue"
"1055" "Ifitm6" "greenyellow"
"1056" "Gpr19" "brown"
"1057" "Col10a1" "brown4"
"1058" "F10" "steelblue"
"1059" "Vamp1" "blue"
"1060" "Nefl" "brown4"
"1061" "Gcat" "paleturquoise"
"1062" "X1600010M07Rik" "steelblue"
"1063" "Hrh1" "grey"
"1064" "Skap1" "darkgreen"
"1065" "Gzmb" "darkmagenta"
"1066" "Abcb4" "thistle1"
"1067" "Crabp2" "antiquewhite4"
"1068" "Klrd1" "steelblue"
"1069" "Ifi213" "greenyellow"
"1070" "Zbtb11os1" "brown4"
"1071" "St8sia2" "blue"
"1072" "Gpr82" "blue"
"1073" "Tymp" "brown"
"1074" "Acrbp" "grey"
"1075" "Btbd11" "sienna3"
"1076" "Kcnk5" "brown4"
"1077" "Gna14" "darkmagenta"
"1078" "Cass4" "yellowgreen"
"1079" "Sbsn" "brown4"
"1080" "Eppk1" "paleturquoise"
"1081" "Zfp951" "blue"
"1082" "Ttyh1" "black"
"1083" "Cnbd2" "brown4"
"1084" "Nipal2" "blue"
"1085" "Fosl1" "palevioletred2"
"1086" "Crybb3" "blue"
"1087" "Gm4759" "lightyellow"
"1088" "Kif5a" "brown4"
"1089" "Slc7a4" "grey"
"1090" "Sdcbp2" "brown4"
"1091" "Slc35f1" "brown4"
"1092" "Inha" "brown"
"1093" "Nebl" "indianred4"
"1094" "Gm10389" "blue"
"1095" "Nnat" "darkolivegreen"
"1096" "Fbxl12os" "brown4"
"1097" "Nfe2l3" "darkolivegreen"
"1098" "Tjp3" "thistle1"
"1099" "Fahd2a" "brown4"
"1100" "Uchl4" "brown4"
"1101" "Plekhb1" "grey"
"1102" "X4931428F04Rik" "brown"
"1103" "Tmem79" "thistle1"
"1104" "Calml4" "lightcoral"
"1105" "Klhdc8a" "brown"
"1106" "Setmar" "lightsteelblue1"
"1107" "Cda" "brown4"
"1108" "Gpr22" "paleturquoise"
"1109" "Col6a6" "lightsteelblue"
"1110" "Shisa6" "steelblue"
"1111" "S100b" "brown4"
"1112" "Rad51c" "salmon4"
"1113" "Cfap69" "orangered3"
"1114" "Cecr2" "brown4"
"1115" "M1ap" "brown4"
"1116" "X1700030J22Rik" "blue"
"1117" "Ereg" "brown4"
"1118" "Cd46" "mediumpurple2"
"1119" "Cntfr" "brown"
"1120" "Abhd3" "lightcoral"
"1121" "Ropn1l" "brown"
"1122" "Nthl1" "brown4"
"1123" "Hsd11b2" "brown"
"1124" "Ptch2" "maroon"
"1125" "X5031426D15Rik" "thistle"
"1126" "Oxld1" "brown4"
"1127" "Kcnb1" "blue"
"1128" "Cadm4" "brown4"
"1129" "Camsap3" "darkolivegreen"
"1130" "Pdxp" "brown"
"1131" "Reep6" "darkolivegreen"
"1132" "Il18r1" "plum2"
"1133" "A730008H23Rik" "darkorange2"
"1134" "Siglecg" "darkslateblue"
"1135" "X6330549D23Rik" "blue"
"1136" "Tmod1" "darkorange2"
"1137" "Fgf9" "blue"
"1138" "Gm4432" "yellowgreen"
"1139" "Cend1" "steelblue"
"1140" "Chrd" "brown4"
"1141" "Clcn2" "sienna3"
"1142" "Crym" "darkolivegreen"
"1143" "Cdnf" "coral1"
"1144" "Slc27a3" "brown4"
"1145" "Pln" "thistle"
"1146" "Mecr" "brown4"
"1147" "Pcdhb8" "palevioletred2"
"1148" "Gm45915" "darkgreen"
"1149" "Zfp385b" "brown2"
"1150" "Il1r2" "palevioletred2"
"1151" "Arg1" "darkolivegreen"
"1152" "Nhlrc1" "brown4"
"1153" "Gzmd" "darkslateblue"
"1154" "Car11" "brown"
"1155" "Adgrb2" "brown"
"1156" "Kdm8" "brown4"
"1157" "Kifc2" "grey"
"1158" "H2.M9" "paleturquoise"
"1159" "Gm32856" "brown4"
"1160" "Hspb2" "brown"
"1161" "Slc25a43" "brown"
"1162" "Il2rb" "steelblue"
"1163" "Adat3" "brown4"
"1164" "X6330418K02Rik" "lightsteelblue1"
"1165" "Cd160" "orange"
"1166" "St8sia1" "brown"
"1167" "Shisa9" "greenyellow"
"1168" "X2610306M01Rik" "steelblue"
"1169" "A930033H14Rik" "lavenderblush2"
"1170" "Pde9a" "blue"
"1171" "Irx5" "brown4"
"1172" "Strip2" "yellow4"
"1173" "Iqcg" "brown"
"1174" "Ptgfr" "lightcoral"
"1175" "Gm15663" "darkmagenta"
"1176" "X5730480H06Rik" "brown4"
"1177" "Itgae" "navajowhite2"
"1178" "Ccdc106" "brown4"
"1179" "Dhrs13" "brown4"
"1180" "C030034I22Rik" "bisque4"
"1181" "Cntf" "thistle1"
"1182" "Colca2" "skyblue"
"1183" "Klrb1f" "greenyellow"
"1184" "X4930502E18Rik" "darkolivegreen"
"1185" "Pglyrp1" "steelblue"
"1186" "X9130024F11Rik" "brown"
"1187" "Samd5" "brown4"
"1188" "Cetn4" "brown"
"1189" "Neb" "darkorange2"
"1190" "Sfmbt2" "black"
"1191" "Sbspon" "brown"
"1192" "Trpc3" "black"
"1193" "Fbxl22" "skyblue1"
"1194" "Slc39a2" "steelblue"
"1195" "Mmp8" "grey"
"1196" "Wdr78" "lightcyan1"
"1197" "Fuz" "darkseagreen3"
"1198" "Zfp708" "brown"
"1199" "Tnfsf14" "brown"
"1200" "Pcdh15" "orangered4"
"1201" "Gm10069" "brown4"
"1202" "X0610040J01Rik" "blue"
"1203" "Cd163" "blue"
"1204" "Fbxo44" "lavenderblush2"
"1205" "Pfkfb1" "grey"
"1206" "Tnfsfm13" "honeydew1"
"1207" "Siah1b" "brown4"
"1208" "Gm15545" "navajowhite2"
"1209" "Evi2" "brown4"
"1210" "Gata3" "blue"
"1211" "Kyat1" "violet"
"1212" "Zfp940" "lightyellow"
"1213" "Cyp26a1" "brown"
"1214" "X2010320M18Rik" "brown"
"1215" "Tppp" "darkolivegreen"
"1216" "Lcat" "brown4"
"1217" "Arntl2" "grey"
"1218" "Kcnq4" "honeydew1"
"1219" "Mxd3" "brown4"
"1220" "Edaradd" "grey"
"1221" "Epor" "brown"
"1222" "Chd3os" "brown"
"1223" "Dlx5" "navajowhite2"
"1224" "BC020402" "brown4"
"1225" "Nmnat2" "brown2"
"1226" "Cxxc4" "blue2"
"1227" "Apc2" "brown"
"1228" "Ddit4l" "brown4"
"1229" "Batf3" "plum3"
"1230" "X4930594C11Rik" "blue"
"1231" "Zscan25" "brown"
"1232" "Apitd1" "brown"
"1233" "Gdnf" "darkmagenta"
"1234" "B430319G15Rik" "orangered3"
"1235" "Mlph" "lightsteelblue"
"1236" "Islr2" "sienna3"
"1237" "Zfp982" "bisque4"
"1238" "Egfl8" "brown4"
"1239" "Plekha4" "honeydew1"
"1240" "B3gnt5" "greenyellow"
"1241" "Gng4" "lightyellow"
"1242" "X4831440E17Rik" "ivory"
"1243" "Tle6" "lightyellow"
"1244" "Neurl2" "brown4"
"1245" "Gm20605" "brown4"
"1246" "Adamts3" "antiquewhite4"
"1247" "Il20rb" "brown"
"1248" "Dnaaf3" "navajowhite1"
"1249" "Omd" "blue"
"1250" "Spta1" "lightyellow"
"1251" "Trpm6" "lightcyan1"
"1252" "Rnd1" "black"
"1253" "Reep2" "lightpink4"
"1254" "Vstm5" "black"
"1255" "Tspan33" "brown4"
"1256" "Bend7" "blue"
"1257" "Il11" "royalblue"
"1258" "Gm16938" "brown4"
"1259" "Ikzf3" "steelblue"
"1260" "Tmem238" "brown4"
"1261" "Treml4" "mediumpurple3"
"1262" "Klrk1" "greenyellow"
"1263" "Map2" "yellowgreen"
"1264" "Zfr2" "blue2"
"1265" "Lpar5" "thistle3"
"1266" "Mnd1" "yellowgreen"
"1267" "Slc37a1" "blue2"
"1268" "Zcchc5" "blue"
"1269" "Steap1" "darkgreen"
"1270" "Spon2" "brown4"
"1271" "Fggy" "darkolivegreen4"
"1272" "Cfap74" "brown2"
"1273" "S100a6" "brown4"
"1274" "Pthlh" "brown4"
"1275" "Rab38" "brown4"
"1276" "Clstn2" "darkmagenta"
"1277" "Il12b" "mediumpurple2"
"1278" "Ap1s3" "lightyellow"
"1279" "AA986860" "black"
"1280" "Efna4" "blue"
"1281" "Greb1l" "blue"
"1282" "Tnfsf9" "darkslateblue"
"1283" "Med18" "brown"
"1284" "Olfml1" "blue"
"1285" "Tmc7" "white"
"1286" "Hmga1" "honeydew"
"1287" "Rec114" "brown2"
"1288" "X1190007I07Rik" "brown4"
"1289" "Ikzf4" "brown4"
"1290" "Bcdin3d" "brown"
"1291" "Ppp1r3c" "darkorange2"
"1292" "Tmem221" "brown4"
"1293" "Rtn2" "brown4"
"1294" "Znrd1as" "brown"
"1295" "D330023K18Rik" "violet"
"1296" "Fgf18" "darkgreen"
"1297" "Gm20554" "mediumpurple3"
"1298" "Alox12" "darkgrey"
"1299" "Klhdc9" "paleturquoise"
"1300" "Slc10a6" "mediumpurple2"
"1301" "Tm4sf19" "sienna3"
"1302" "Tmem38a" "brown4"
"1303" "Gm16675" "brown4"
"1304" "Lrrc56" "lightpink4"
"1305" "C430049B03Rik" "black"
"1306" "Slc17a9" "orange"
"1307" "Hist1h2bn" "brown"
"1308" "Prg4" "blue"
"1309" "H2.Bl" "steelblue"
"1310" "Cd79b" "orange"
"1311" "Tyro3" "brown"
"1312" "Lrr1" "brown4"
"1313" "Zfp947" "skyblue"
"1314" "AW551984" "darkgreen"
"1315" "Gng7" "blue"
"1316" "Clec2i" "grey"
"1317" "Syt7" "darkolivegreen"
"1318" "Them6" "lightcyan1"
"1319" "Slamf8" "brown4"
"1320" "Rnd2" "blue"
"1321" "Sell" "lightpink3"
"1322" "Ccdc171" "lightyellow"
"1323" "Tnip3" "violet"
"1324" "Srd5a1" "violet"
"1325" "Adhfe1" "plum2"
"1326" "Htr1b" "thistle3"
"1327" "Lyve1" "blue"
"1328" "Ypel1" "thistle1"
"1329" "Pcdhb12" "violet"
"1330" "Rplp1" "brown4"
"1331" "Zfp524" "brown4"
"1332" "Cbx8" "brown"
"1333" "Il4i1" "salmon2"
"1334" "Ccl28" "grey"
"1335" "Fanca" "orange"
"1336" "Cd209d" "brown4"
"1337" "Gzmc" "brown"
"1338" "Shpk" "brown"
"1339" "Mreg" "orange"
"1340" "Zfyve28" "brown"
"1341" "Slc39a4" "darkturquoise"
"1342" "Xcr1" "grey"
"1343" "Elfn1" "paleturquoise"
"1344" "Immp2l" "honeydew"
"1345" "Mab21l1" "orangered3"
"1346" "Hist1h2an" "grey"
"1347" "Rnf165" "brown4"
"1348" "Depdc1b" "darkviolet"
"1349" "Stard10" "plum1"
"1350" "Spag1" "grey"
"1351" "Col24a1" "lightcyan1"
"1352" "Lppos" "brown"
"1353" "Efhd1" "blue"
"1354" "Siglech" "violet"
"1355" "Tmem88b" "brown"
"1356" "Abca8a" "lightyellow"
"1357" "Klrg2" "plum3"
"1358" "Nkg7" "steelblue"
"1359" "Lockd" "brown4"
"1360" "Lin7a" "blue"
"1361" "Ms4a8a" "blue"
"1362" "Rilp" "brown4"
"1363" "Zfa.ps" "salmon2"
"1364" "Mgmt" "brown4"
"1365" "Nacad" "darkmagenta"
"1366" "Atp1b1" "darkolivegreen"
"1367" "Gm10791" "sienna3"
"1368" "Zfp72" "brown2"
"1369" "Prodh" "darkslateblue"
"1370" "B230217C12Rik" "darkgrey"
"1371" "Wnt2" "paleturquoise"
"1372" "Klhl3" "brown4"
"1373" "Mettl18" "brown4"
"1374" "Reg1" "plum1"
"1375" "Noxo1" "lightpink4"
"1376" "Lsm5" "brown4"
"1377" "Trim45" "brown"
"1378" "Ptprz1" "brown4"
"1379" "Gsta4" "brown4"
"1380" "Fbxl15" "brown4"
"1381" "Glis1" "brown"
"1382" "Piwil2" "brown4"
"1383" "X3830408C21Rik" "blue"
"1384" "A930024E05Rik" "brown4"
"1385" "Cryba4" "brown4"
"1386" "Dnah2" "brown"
"1387" "Gsta3" "darkolivegreen"
"1388" "Scg3" "darkolivegreen"
"1389" "Stac" "sienna3"
"1390" "Hoxa4" "lightsteelblue1"
"1391" "Cep72" "sienna3"
"1392" "Tigd5" "bisque4"
"1393" "Gm6093" "darkmagenta"
"1394" "Xk" "blue"
"1395" "Efna2" "brown"
"1396" "Kcnj14" "brown4"
"1397" "Lncpint" "brown4"
"1398" "Mgl2" "plum2"
"1399" "Muc1" "darkgreen"
"1400" "Stra6l" "orange"
"1401" "X2310009B15Rik" "brown4"
"1402" "Mcm8" "grey"
"1403" "Nek8" "honeydew1"
"1404" "Klf5" "blue"
"1405" "Hcst" "brown4"
"1406" "Llgl2" "black"
"1407" "Tmem171" "brown4"
"1408" "Gm4285" "skyblue"
"1409" "Enho" "brown4"
"1410" "Stxbp6" "blue"
"1411" "X1700030C10Rik" "plum2"
"1412" "Gm20257" "lightyellow"
"1413" "Gprc5a" "darkgrey"
"1414" "Hist1h2bg" "salmon4"
"1415" "Fgf14" "coral1"
"1416" "Cd5" "black"
"1417" "Mtmr7" "lightyellow"
"1418" "Serpina3h" "mediumpurple2"
"1419" "Ifnlr1" "blue"
"1420" "Sfrp4" "blue"
"1421" "X8430431K14Rik" "blue"
"1422" "Fhad1" "violet"
"1423" "Brsk1" "indianred4"
"1424" "A530064D06Rik" "skyblue1"
"1425" "Oit3" "mediumpurple3"
"1426" "Dusp14" "skyblue"
"1427" "Lca5l" "brown"
"1428" "F8" "brown4"
"1429" "Gjb5" "blue"
"1430" "Trim7" "brown4"
"1431" "C330021F23Rik" "brown4"
"1432" "Abca8b" "blue"
"1433" "Guca1a" "brown4"
"1434" "Syt12" "brown4"
"1435" "Lrrc29" "darkmagenta"
"1436" "X4933439C10Rik" "thistle1"
"1437" "Rai2" "darkgrey"
"1438" "Tmem141" "brown4"
"1439" "Gm10052" "brown4"
"1440" "Pecr" "brown4"
"1441" "Spaca1" "brown"
"1442" "Letm2" "brown"
"1443" "Aqp2" "brown"
"1444" "Itga2b" "brown4"
"1445" "X1500015A07Rik" "black"
"1446" "Ngfr" "blue"
"1447" "Dpp6" "blue"
"1448" "Cacnb2" "black"
"1449" "Gpr141" "orangered4"
"1450" "S1pr4" "plum3"
"1451" "Gapt" "lightyellow"
"1452" "X2310009A05Rik" "brown4"
"1453" "Bcl2l12" "brown4"
"1454" "Itgb7" "darkturquoise"
"1455" "Pcdhgc4" "darkgrey"
"1456" "Prx" "bisque4"
"1457" "X4632427E13Rik" "yellow4"
"1458" "Lipt1" "grey"
"1459" "Dmp1" "brown"
"1460" "Stum" "brown4"
"1461" "Pimreg" "brown"
"1462" "Wnt5b" "orangered4"
"1463" "Trmt61b" "brown"
"1464" "F2rl2" "brown4"
"1465" "Sfxn4" "yellowgreen"
"1466" "S100a8" "darkgreen"
"1467" "X4930426L09Rik" "paleturquoise"
"1468" "Zfp995" "brown"
"1469" "X1700109K24Rik" "yellow4"
"1470" "Eda" "skyblue2"
"1471" "Nlrp5.ps" "brown"
"1472" "Nos1ap" "navajowhite2"
"1473" "Samd10" "navajowhite1"
"1474" "Jph1" "grey"
"1475" "Lrrc14b" "brown"
"1476" "March3" "brown"
"1477" "Fign" "darkolivegreen"
"1478" "Gchfr" "brown4"
"1479" "Igfbp2" "brown4"
"1480" "Zscan18" "lightsteelblue"
"1481" "Dffb" "darkolivegreen4"
"1482" "AU022793" "brown4"
"1483" "Ces2e" "bisque4"
"1484" "Ccdc173" "greenyellow"
"1485" "Plekhh1" "bisque4"
"1486" "Fam131b" "grey"
"1487" "Prr15" "brown"
"1488" "St6galnac5" "maroon"
"1489" "A930013F10Rik" "yellow4"
"1490" "Pilrb1" "indianred4"
"1491" "Grap2" "lightpink3"
"1492" "Nr5a2" "darkolivegreen4"
"1493" "F630111L10Rik" "magenta4"
"1494" "Ica1l" "yellowgreen"
"1495" "Lingo1" "darkolivegreen"
"1496" "Rpusd3" "brown4"
"1497" "Mterf2" "brown"
"1498" "Gfod2" "navajowhite1"
"1499" "Prss46" "brown4"
"1500" "X2810408I11Rik" "grey"
"1501" "Aldh1b1" "brown4"
"1502" "Igflr1" "salmon2"
"1503" "Ephx3" "grey"
"1504" "Nfkbid" "brown4"
"1505" "Arhgef39" "brown"
"1506" "Gm11423" "brown"
"1507" "Smoc1" "brown4"
"1508" "Mir99ahg" "blue"
"1509" "A830082K12Rik" "orangered4"
"1510" "Cd1d2" "brown"
"1511" "Foxp2" "sienna3"
"1512" "Rab27b" "antiquewhite4"
"1513" "Elmo3" "brown4"
"1514" "Rps28" "brown4"
"1515" "Hdhd5" "brown"
"1516" "Cxcr3" "black"
"1517" "Tmem30b" "bisque4"
"1518" "Itih5" "blue"
"1519" "Prokr1" "magenta4"
"1520" "Dhtkd1" "bisque4"
"1521" "Syn2" "plum3"
"1522" "Klhl23" "black"
"1523" "Hmgcs2" "orange"
"1524" "Msi1" "brown"
"1525" "Chst7" "brown4"
"1526" "Ndufs5" "brown"
"1527" "A830082N09Rik" "orangered3"
"1528" "H2.Q8" "steelblue"
"1529" "Mmp13" "darkmagenta"
"1530" "Megf6" "brown"
"1531" "X3110070M22Rik" "honeydew"
"1532" "C920021L13Rik" "grey"
"1533" "Gpr173" "blue"
"1534" "Rarres1" "lightsteelblue1"
"1535" "Fgf10" "darkolivegreen"
"1536" "Nhej1" "brown4"
"1537" "Psmg3" "brown4"
"1538" "Cd28" "lightyellow"
"1539" "Mgp" "brown4"
"1540" "Acad12" "darkslateblue"
"1541" "Sybu" "royalblue"
"1542" "Ggn" "paleturquoise"
"1543" "Wt1" "lightcyan1"
"1544" "Gm14461" "blue"
"1545" "Tm7sf2" "brown"
"1546" "Zfp112" "indianred4"
"1547" "G530011O06Rik" "skyblue2"
"1548" "Ptpn18" "brown4"
"1549" "Jpx" "thistle1"
"1550" "Etfbkmt" "brown"
"1551" "X4930429B21Rik" "paleturquoise"
"1552" "Raver2" "grey"
"1553" "Tmem178" "navajowhite1"
"1554" "Macrod2" "darkmagenta"
"1555" "Zfp213" "brown"
"1556" "Mrps12" "skyblue2"
"1557" "X6030419C18Rik" "orangered3"
"1558" "Sycp1" "grey"
"1559" "Mettl1" "brown4"
"1560" "Tnfsf11" "bisque4"
"1561" "X1700001C19Rik" "darkgrey"
"1562" "Tmem81" "darkolivegreen4"
"1563" "Fdxr" "darkturquoise"
"1564" "Opcml" "blue"
"1565" "Zfp14" "brown"
"1566" "AA467197" "brown4"
"1567" "Htra4" "brown4"
"1568" "Prr33" "yellowgreen"
"1569" "A430046D13Rik" "orange"
"1570" "Eno3" "darkorange2"
"1571" "Tmem150c" "lavenderblush2"
"1572" "Grb14" "magenta4"
"1573" "Slc2a4rg.ps" "black"
"1574" "Kifc1" "brown4"
"1575" "Dlg2" "lightyellow"
"1576" "Patj" "blue"
"1577" "Dus4l" "brown4"
"1578" "Tex15" "bisque4"
"1579" "X2700099C18Rik" "lavenderblush2"
"1580" "Sh3yl1" "lightpink4"
"1581" "Acpp" "darkolivegreen4"
"1582" "Agbl3" "blue"
"1583" "Rasgrp2" "brown"
"1584" "Aldh1a2" "lightsteelblue1"
"1585" "A530032D15Rik" "lightyellow"
"1586" "Il1a" "brown4"
"1587" "Col11a2" "lightsteelblue1"
"1588" "Hist1h2ac" "brown4"
"1589" "Il2ra" "lavenderblush2"
"1590" "Ldhd" "white"
"1591" "Steap4" "darkolivegreen"
"1592" "Thbs4" "thistle"
"1593" "Stat4" "greenyellow"
"1594" "Spaar" "greenyellow"
