"","V1","V2"
"983","PTPRD","grey"
"984","TMEM229B","darkslateblue"
"985","CXCL8","pink"
"986","GATA2","lightcyan"
"987","MISP","darkslateblue"
"988","STMND1","cyan"
"989","ADGRF4","pink"
"990","KLK14","grey"
"991","PTGER2","bisque4"
"992","PKIA","navajowhite2"
"993","RBM24","greenyellow"
"994","RARRES2","greenyellow"
"995","LFNG","saddlebrown"
"996","FIRRE","grey"
"997","LONRF3","grey"
"998","NOG","lightsteelblue1"
"999","RORB","grey"
"1000","PNMA3","plum2"
"1001","HCN1","saddlebrown"
"1002","UPK1A","darkslateblue"
"1003","LOC105379194","grey"
"1004","TTLL2","grey"
"1005","TTC6","orangered4"
"1006","CLDN10","grey"
"1007","MYO3B","grey"
"1008","FAR2P2","grey"
"1009","SEMA3E","grey"
"1010","ADRA2C","grey"
"1011","APBB1IP","grey"
"1012","C15orf59","green"
"1013","SOX18","green"
"1014","NDNF","black"
"1015","SCARF2","greenyellow"
"1016","APOL1","grey"
"1017","TSPAN18","pink"
"1018","ALDH2","grey"
"1019","SLC24A2","grey"
"1020","BCL2A1","lightgreen"
"1021","TMPRSS4","grey"
"1022","ADAMTS16","brown4"
"1023","FAM106CP","grey"
"1024","STAC2","grey"
"1025","GPR158","grey"
"1026","DUOX2","grey"
"1027","SOX5","black"
"1028","ITGA9","green"
"1029","KLHDC7B","magenta"
"1030","SH3GL3","grey"
"1031","DLL1","darkturquoise"
"1032","APCDD1","pink"
"1033","ATP8A2","grey"
"1034","NWD1","orangered4"
"1035","HIST1H4F","grey"
"1036","KYNU","grey"
"1037","NFE4","grey"
"1038","SPNS3","midnightblue"
"1039","ADGRL3","black"
"1040","VSNL1","lavenderblush3"
"1041","SNAP91","grey"
"1042","ATP1A3","grey"
"1043","TTN.AS1","grey"
"1044","SNCAIP","grey"
"1045","SV2C","grey"
"1046","CHST2","grey"
"1047","CPNE4","grey"
"1048","NCAM1","cyan"
"1049","TMEM130","grey"
"1050","RGCC","white"
"1051","GRIK2","grey"
"1052","TMEM255B","grey"
"1053","MYO16","black"
"1054","RAC2","thistle1"
"1055","PROX1","grey"
"1056","P2RY1","grey"
"1057","RHOF","maroon"
"1058","TNFRSF19","lightyellow"
"1059","CACNA1I","floralwhite"
"1060","RIMS4","plum2"
"1061","DLX5","darkseagreen4"
"1062","PCOLCE2","black"
"1063","NRXN3","grey"
"1064","OLFML3","grey"
"1065","HMGCS2","darkslateblue"
"1066","PDE10A","grey"
"1067","MSI1","darkgreen"
"1068","SMTNL2","grey"
"1069","SNURF","grey"
"1070","RBMS3","lightyellow"
"1071","ABCA10","darkslateblue"
"1072","TNNT1","yellow"
"1073","COLEC12","black"
"1074","ACTA1","grey"
"1075","LIN7A","grey"
"1076","BEND5","grey"
"1077","EFNA2","grey"
"1078","MEI4","grey"
"1079","STK31","grey"
"1080","GBP2","skyblue"
"1081","GATA3","darkorange2"
"1082","LOXL4","darkslateblue"
"1083","CYP27C1","darkseagreen4"
"1084","LINC01356","grey"
"1085","WNT7B","violet"
"1086","HIF3A","thistle1"
"1087","NGFR","darkslateblue"
"1088","ACTN2","grey"
"1089","GPR26","grey"
"1090","HAND2.AS1","cyan"
"1091","LOC100507351","grey"
"1092","CACNA2D1","grey"
"1093","C1orf61","grey"
"1094","PRRT4","brown4"
"1095","FBN3","skyblue"
"1096","ANO4","grey"
"1097","CXorf57","paleturquoise"
"1098","CTAGE4","darkslateblue"
"1099","IGFBP2","darkslateblue"
"1100","NCCRP1","grey"
"1101","NEGR1","green"
"1102","COPZ2","grey"
"1103","MARCO","grey"
"1104","LINC02015","grey"
"1105","COL8A1","grey"
"1106","MRO","plum2"
"1107","LIPK","grey"
"1108","KRT6A","lightyellow"
"1109","ADRA1B","grey"
"1110","CDC42EP5","brown4"
"1111","TMEFF1","paleturquoise"
"1112","SLC30A2","darkslateblue"
"1113","HSPB6","grey"
"1114","SERPINF2","grey"
"1115","FAM225B","darkgreen"
"1116","TPRXL","darkolivegreen"
"1117","GXYLT2","grey"
"1118","TMEM200B","greenyellow"
"1119","C5orf66.AS1","salmon4"
"1120","C1QTNF5","grey"
"1121","LOC149684","orange"
"1122","RERG","grey"
"1123","NNMT","grey"
"1124","AMY1A","grey"
"1125","FGF12","orangered4"
"1126","RBP1","lavenderblush3"
"1127","CCDC152","grey"
"1128","PAX2","grey"
"1129","NEURL3","darkslateblue"
"1130","ADA2","grey"
"1131","RGR","grey"
"1132","LCK","grey"
"1133","FOXP2","grey"
"1134","ADM","grey"
"1135","IGSF10","black"
"1136","ZNF90","grey"
"1137","ANKRD62P1.PARP4P3","grey"
"1138","CACNG8","darkslateblue"
"1139","CFH","lightyellow"
"1140","HSD3BP4","grey"
"1141","KRT75","greenyellow"
"1142","RYR2","grey"
"1143","AGBL4","plum2"
"1144","UST.AS1","darkolivegreen"
"1145","LINC02065","grey"
"1146","NOMO3","violet"
"1147","LOC101929224","grey"
"1148","CORO1A","grey"
"1149","KLK8","grey"
"1150","LOC100128108","grey"
"1151","DCDC2","grey"
"1152","ART3","green"
"1153","PIK3R5","grey"
"1154","BDKRB2","green"
"1155","FAM196B","grey"
"1156","NALCN","green"
"1157","KLK10","grey"
"1158","UMODL1","salmon"
"1159","BIN2","grey"
"1160","CNTN1","grey"
"1161","TGFB1","greenyellow"
"1162","CD34","plum1"
"1163","SLC13A5","yellow"
"1164","SLC25A53","plum1"
"1165","AGTR1","grey"
"1166","LOC100289473","green"
"1167","LUZP2","grey"
"1168","PKNOX2","grey"
"1169","SLC4A10","black"
"1170","SYT3","greenyellow"
"1171","ZNF280A","grey"
"1172","SERHL","grey"
"1173","LTC4S","darkslateblue"
"1174","ABHD11.AS1","darkslateblue"
"1175","APOB","grey"
"1176","MYPN","ivory"
"1177","CAMK2N1","grey"
"1178","LINGO1","thistle1"
"1179","LINC00964","salmon"
"1180","NUPR2","darkslateblue"
"1181","MYT1","grey"
"1182","FBLN7","grey"
"1183","M1AP","grey"
"1184","UNC5B.AS1","darkslateblue"
"1185","KCNJ12","lightcyan"
"1186","KCNN1","greenyellow"
"1187","SHISA3","grey"
"1188","TMEM151A","ivory"
"1189","LINC02275","darkslateblue"
"1190","CYP2C8","grey"
"1191","CHAD","darkslateblue"
"1192","FAM178B","darkslateblue"
"1193","MAB21L1","grey"
"1194","MRC1","grey"
"1195","PWAR1","grey"
"1196","ADD2","cyan"
"1197","SFMBT2","grey"
"1198","KDR","grey"
"1199","KIAA1210","lightcyan1"
"1200","MUC15","grey"
"1201","HSPA7","grey"
"1202","FAM205BP","grey"
"1203","GSC","grey"
"1204","LINC00242","grey"
"1205","SPIB","black"
"1206","USH1G","ivory"
"1207","CD207","orange"
"1208","DACH1","grey"
"1209","ITGAL","yellow"
"1210","SLC6A2","grey"
"1211","LIX1","grey"
"1212","SLMO2.ATP5E","grey"
"1213","SHISA2","grey"
"1214","WT1","grey"
"1215","PCYT1B","grey"
"1216","THRSP","skyblue3"
"1217","ASB4","grey"
"1218","REM1","black"
"1219","ELMO1","grey"
"1220","LOC93429","bisque4"
"1221","THEG","grey"
"1222","TAGLN","grey"
"1223","SCNN1A","plum1"
"1224","LOC100996635","grey"
"1225","ZNF732","grey"
"1226","RASGEF1C","skyblue"
"1227","UCHL1","grey"
"1228","CXCL12","black"
"1229","ZNF578","grey"
"1230","ALDH8A1","grey"
"1231","BPI","orange"
"1232","LOC441204","grey"
"1233","GFRA3","lavenderblush3"
"1234","MIR205HG","grey"
"1235","SPAG17","darkorange2"
"1236","PGM5","darkred"
"1237","IL1R2","greenyellow"
"1238","CACNA1C","lightsteelblue1"
"1239","CPLX2","yellow"
"1240","ADCYAP1","grey"
"1241","ADGRB1","grey"
"1242","RGS11","greenyellow"
"1243","LHFPL5","grey"
"1244","ATP13A5","lightcyan1"
"1245","TMSB15A","darkgreen"
"1246","BMP7","darkslateblue"
"1247","KCNQ5.AS1","royalblue"
"1248","MLXIPL","darkslateblue"
"1249","ETV1","lightyellow"
"1250","TBX2","black"
"1251","MYCN","darkgreen"
"1252","CYFIP2","grey"
"1253","GPR55","grey"
"1254","CLCA4","grey"
"1255","EMB","grey"
"1256","KCNG3","skyblue3"
"1257","AQP1","darkseagreen4"
"1258","JAK3","honeydew1"
"1259","LOC105371880","darkslateblue"
"1260","PAX9","grey"
"1261","PHLDA2","darkslateblue"
"1262","LOC554223","grey"
"1263","CTNNA3","grey"
"1264","C18orf65","grey"
"1265","HOXA.AS2","grey"
"1266","SLC8A2","green"
"1267","DPCR1","midnightblue"
"1268","KCNB1","salmon"
"1269","ENPP2","black"
"1270","WNT10A","darkslateblue"
"1271","PWARSN","grey"
"1272","CSF1R","brown4"
"1273","FAP","grey"
"1274","PIK3C2G","grey"
"1275","EYA1","black"
"1276","PCDHA1","darkslateblue"
"1277","APOD","grey"
"1278","SERPINA5","grey"
"1279","TRIM71","grey"
"1280","MMEL1","yellow"
"1281","SDR16C5","saddlebrown"
"1282","CYP24A1","grey"
"1283","PKHD1L1","navajowhite2"
"1284","LGALS3BP","magenta"
"1285","BISPR","magenta"
"1286","PTGIS","plum1"
"1287","ID1","darkslateblue"
"1288","BVES","black"
"1289","LOC100507006","grey"
"1290","IL36RN","grey"
"1291","NT5E","grey"
"1292","SLC9A9","grey"
"1293","CPZ","grey"
"1294","TPK1","black"
"1295","LINC00987","darkgreen"
"1296","KCNJ2","grey"
"1297","ZNF582.AS1","grey"
"1298","SLC27A6","thistle1"
"1299","KIAA0319","grey"
"1300","SLC28A1","salmon"
"1301","SLC12A1","plum1"
"1302","FOXD3","darkseagreen4"
"1303","SLC2A3","darkgreen"
"1304","GATM","grey"
"1305","IRX1","darkmagenta"
"1306","CLIC6","darkslateblue"
"1307","ABCA6","grey"
"1308","SYCE1L","darkslateblue"
"1309","CCDC184","grey"
"1310","NKX3.2","grey"
"1311","LRRC14B","grey"
"1312","TUBB3","grey"
"1313","LOC388282","grey"
"1314","CD38","grey"
"1315","SRPK3","darkslateblue"
"1316","RSAD2","magenta"
"1317","TG","grey"
"1318","EXOC3L2","grey"
"1319","DPYD","grey"
"1320","TBX20","grey"
"1321","STK32B","grey"
"1322","PLAC1","saddlebrown"
"1323","CDH7","grey"
"1324","LINC00861","midnightblue"
"1325","PCAT5","grey"
"1326","RPH3A","grey"
"1327","SPDYC","darkslateblue"
"1328","WT1.AS","grey"
"1329","NOL4","grey"
"1330","PPP1R3G","greenyellow"
"1331","DPY19L2P1","plum2"
"1332","ANKRD45","grey"
"1333","IFI44L","magenta"
"1334","HPN","darkslateblue"
"1335","STARD8","grey"
"1336","ADRB1","grey"
"1337","VCAM1","black"
"1338","SAA2","grey"
"1339","CHRDL2","grey"
"1340","GABBR2","salmon"
"1341","HTRA1","greenyellow"
"1342","MCF2","grey"
"1343","OGDHL","greenyellow"
"1344","DPF3","orange"
"1345","DDX53","darkmagenta"
"1346","ERICH3","grey"
"1347","OVCH1","grey"
"1348","LINC01108","skyblue"
"1349","COL18A1.AS1","grey"
"1350","JPH2","grey"
"1351","ALX1","grey"
"1352","CD70","grey"
"1353","IL7R","grey"
"1354","TYRP1","saddlebrown"
"1355","DNAAF3","darkslateblue"
"1356","GPX3","grey"
"1357","PARP11","grey"
"1358","SH3PXD2A.AS1","grey"
"1359","NKAIN1","orange"
"1360","LGR6","grey"
"1361","ROBO3","grey"
"1362","TOX2","grey"
"1363","IFI6","magenta"
"1364","CHRM3","green"
"1365","LEMD1.AS1","grey"
"1366","SMARCA5.AS1","grey"
"1367","MSX2","grey"
"1368","HMCN2","grey"
"1369","PACRG","grey"
"1370","MAST1","greenyellow"
"1371","EBF3","grey"
"1372","LINC01915","grey"
"1373","UPK1B","grey"
"1374","ZAN","midnightblue"
"1375","SHE","grey"
"1376","IL20RA","darkslateblue"
"1377","ADTRP","honeydew1"
"1378","LOC105375690","magenta"
"1379","FPGT.TNNI3K","grey"
"1380","S100A8","brown4"
"1381","AMPH","grey"
"1382","LRRC15","grey"
"1383","PLA2G7","grey"
"1384","GRIA2","grey"
"1385","LOC100128594","plum1"
"1386","POU3F3","white"
"1387","DPY19L2P4","plum2"
"1388","LOC643201","grey"
"1389","CPT1C","greenyellow"
"1390","KRT6B","grey"
"1391","CREB3L1","yellow"
"1392","CXCL17","lightcyan"
"1393","AQP2","grey"
"1394","C6orf183","grey"
"1395","CAMKV","grey"
"1396","CCK","darkslateblue"
"1397","FRG2","grey"
"1398","GCNT3","grey"
"1399","GPM6A","grey"
"1400","LHX8","black"
"1401","LOC283299","grey"
"1402","SCUBE1","grey"
"1403","SEMA6B","greenyellow"
"1404","SFRP2","grey"
"1405","ADAMTS19","yellow"
"1406","TRPV3","grey"
"1407","FKBP10","grey"
"1408","TMEM176B","grey"
"1409","S100A1","green"
"1410","C1QTNF7","grey"
"1411","C6orf223","midnightblue"
"1412","PDE3B","grey"
"1413","CPM","black"
"1414","LINC00896","grey"
"1415","NCMAP","skyblue"
"1416","FGFBP2","grey"
"1417","C10orf91","grey"
"1418","IGF1","grey"
"1419","LOC100996741","grey"
"1420","DOC2B","grey"
"1421","HGF","grey"
"1422","LRRTM4","grey"
"1423","MAP3K7CL","grey"
"1424","RPRM","grey"
"1425","SLC25A48","grey"
"1426","CCDC68","grey"
"1427","ANKRD20A5P","grey"
"1428","KCNE4","grey"
"1429","IVL","lightyellow"
"1430","RAB39A","grey"
"1431","SPINK5","lightyellow"
"1432","GGTA1P","salmon"
"1433","RCN3","greenyellow"
"1434","DRICH1","grey"
"1435","OXCT2P1","grey"
"1436","CADM2","grey"
"1437","INSM1","grey"
"1438","VMO1","darkslateblue"
"1439","CCR6","grey"
"1440","FNDC9","grey"
"1441","LOC285762","grey"
"1442","SGK2","grey"
"1443","SOX2","yellow"
"1444","THSD7B","grey"
"1445","TH","grey"
"1446","TP53","pink"
"1447","SMPX","grey"
"1448","EOMES","grey"
"1449","KLHDC8A","darkgreen"
"1450","RFLNB","lightsteelblue1"
"1451","UBA7","maroon"
"1452","DCLK1","grey"
"1453","TBX1","floralwhite"
"1454","HSD17B11","darkslateblue"
"1455","ACTBL2","magenta"
"1456","KRT17","darkolivegreen"
"1457","PATE4","darkslateblue"
"1458","LINC01504","grey"
"1459","NOX5","grey"
"1460","LINGO2","grey"
"1461","GNG4","cyan"
"1462","OR6V1","grey"
"1463","PAX5","greenyellow"
"1464","SRPX","black"
"1465","ACADL","darkslateblue"
"1466","PCDHB6","grey"
"1467","HCN4","grey"
"1468","CD36","green"
"1469","POU2AF1","grey"
"1470","AMH","floralwhite"
"1471","ADAMTS9.AS1","grey"
"1472","TUBB2B","darkturquoise"
"1473","GRIN2B","grey"
"1474","NES","green"
"1475","PRAC2","greenyellow"
"1476","NEXMIF","grey"
"1477","OASL","magenta"
"1478","LINC01686","grey"
"1479","LOC101929555","grey"
"1480","FAM205A","black"
"1481","PNMT","darkslateblue"
"1482","GAL3ST2","grey"
"1483","INHBB","grey"
"1484","DGKI","grey"
"1485","PYGO1","paleturquoise"
"1486","UNC13A","grey"
"1487","UNC80","orange"
"1488","SLFN12L","grey"
"1489","S100A4","darkslateblue"
"1490","TNFSF10","green"
"1491","CXCL2","pink"
"1492","ONECUT2","grey"
"1493","NPY5R","lavenderblush3"
"1494","TENM2","salmon4"
"1495","SLC14A1","lightsteelblue1"
"1496","ATP8B2","black"
"1497","NR2E1","grey"
"1498","SARM1","greenyellow"
"1499","LOC102723373","grey"
"1500","FAM90A25P","palevioletred3"
"1501","P2RX5","grey"
"1502","CAMK4","violet"
"1503","MIR31HG","grey"
"1504","NECTIN3","grey"
"1505","PLA2G4A","grey"
"1506","MESP1","greenyellow"
"1507","EBF1","grey"
"1508","FTMT","yellow"
"1509","LINC01297","greenyellow"
"1510","SLURP1","darkslateblue"
"1511","ADAMTS15","grey"
"1512","GALM","yellow"
"1513","LEMD1","grey"
"1514","TMC5","yellow"
"1515","GAS6.AS2","grey"
"1516","CASQ2","grey"
"1517","SMC1B","floralwhite"
"1518","AQP5","grey"
"1519","C15orf48","pink"
"1520","SOX2.OT","yellow"
"1521","ITGAM","lightgreen"
"1522","SLC45A1","grey"
"1523","CD8B","greenyellow"
"1524","FREM1","grey"
"1525","CNGB1","grey"
"1526","PCDH9","grey"
"1527","KBTBD12","green"
"1528","DMRT2","darkturquoise"
"1529","FAM182B","grey"
"1530","IGSF11","orange"
"1531","TTBK1","grey"
"1532","THBS2","orange"
"1533","FAM198A","green"
"1534","TF","grey"
"1535","NOVA2","grey"
"1536","CCDC144A","grey"
"1537","C12orf40","darkolivegreen"
"1538","DMRTA2","grey"
"1539","COL5A1","saddlebrown"
"1540","GSDMC","darkolivegreen"
"1541","CDKL2","grey"
"1542","MIOX","grey"
"1543","POPDC3","black"
"1544","LOC100126784","navajowhite2"
"1545","GJB1","grey"
"1546","HLA.B","grey"
"1547","VPS37D","darkslateblue"
"1548","PIP5K1B","grey"
"1549","DCD","grey"
"1550","FLJ31356","grey"
"1551","HYDIN","grey"
"1552","TSPAN7","black"
"1553","LINC00511","green"
"1554","IL11","darkslateblue"
"1555","KCNMB4","darkslateblue"
"1556","GLP1R","darkslateblue"
"1557","PARM1","grey"
"1558","TNFRSF18","greenyellow"
"1559","DRD2","grey"
"1560","NME5","grey"
"1561","ITPKA","greenyellow"
"1562","TINCR","grey"
"1563","CAPN9","grey"
"1564","RFX4","grey"
"1565","ABCD2","white"
"1566","FAM155B","grey"
"1567","ANGPTL6","grey"
"1568","ENOX1","darkslateblue"
"1569","FBLN2","salmon"
"1570","PROS1","black"
"1571","GP1BB","darkslateblue"
"1572","RHCG","saddlebrown"
"1573","KIF26B","grey"
"1574","KY","grey"
"1575","CYP21A1P","grey"
"1576","HOTAIRM1","grey"
"1577","ZNF663P","grey"
"1578","LAYN","lightsteelblue1"
"1579","ANKRD20A2","darkorange2"
"1580","LAMA4","darkmagenta"
"1581","NRK","yellow"
"1582","ADCY4","darkslateblue"
"1583","CR2","darkred"
"1584","IP6K3","salmon"
"1585","BEST3","green"
"1586","ANKRD30BL","grey"
"1587","CCL2","grey"
"1588","UBQLNL","grey"
"1589","POC1B.GALNT4","grey"
"1590","LDHC","grey"
"1591","HIST1H4J","darkslateblue"
"1592","LINC01671","salmon"
"1593","EBF4","saddlebrown"
"1594","SAMD14","darkslateblue"
"1595","KCTD16","grey"
"1596","MMP23A","midnightblue"
"1597","EIF4EBP3","darkslateblue"
"1598","LOC101929122","darkmagenta"
"1599","DPY19L2P2","paleturquoise"
"1600","FAM19A3","lavenderblush3"
"1601","LOC103021296","grey"
"1602","L1CAM","lightgreen"
"1603","RERGL","grey"
"1604","COL8A2","salmon"
"1605","HYMAI","brown4"
"1606","MYH3","darkslateblue"
"1607","ACVRL1","grey"
"1608","FAM212B.AS1","grey"
"1609","COL21A1","darkslateblue"
"1610","CHRFAM7A","thistle1"
"1611","KCNQ5","royalblue"
"1612","PTGS1","grey"
"1613","HCAR1","yellow"
"1614","MMP16","grey"
"1615","RGN","grey"
"1616","S1PR5","grey"
"1617","CNR1","grey"
"1618","PLEKHS1","grey"
"1619","DPP4","grey"
"1620","FAM106B","brown4"
"1621","HYDIN2","grey"
"1622","LSAMP","black"
"1623","NPPA.AS1","darkslateblue"
"1624","LINC01554","grey"
"1625","PTPN22","grey"
"1626","SCN1B","navajowhite2"
"1627","GRIA4","grey"
"1628","PMFBP1","grey"
"1629","LOC101927911","darkslateblue"
"1630","CDKN2A","grey"
"1631","LINC01436","grey"
"1632","SLPI","grey"
"1633","CECR2","grey"
"1634","FAM133CP","grey"
"1635","IPW","grey"
"1636","FA2H","orangered4"
"1637","PRPH","cyan"
"1638","CACNA1F","grey"
"1639","GUSBP9","grey"
"1640","FSD1","darkgreen"
"1641","NOTUM","midnightblue"
"1642","HFM1","violet"
"1643","PHYHD1","grey"
"1644","SPARCL1","grey"
"1645","JAKMIP3","grey"
"1646","LOC105378367","plum2"
"1647","CRISPLD1","white"
"1648","GJA5","grey"
"1649","FYB1","magenta"
"1650","GRIK4","saddlebrown"
"1651","RLN2","grey"
"1652","IRF4","darkturquoise"
"1653","MAB21L3","grey"
"1654","HERC2P10","darkgrey"
"1655","RAMP2","skyblue"
"1656","CNTNAP3B","royalblue"
"1657","IGF2BP1","grey"
"1658","CHI3L2","grey"
"1659","TNFSF15","grey"
"1660","WNT10B","saddlebrown"
"1661","CEND1","greenyellow"
"1662","HSPE1.MOB4","darkslateblue"
"1663","CST3","greenyellow"
"1664","MIA","greenyellow"
"1665","RASGRF1","grey"
"1666","SNRPN","grey"
"1667","MESTIT1","grey"
"1668","ALOX12B","darkslateblue"
"1669","EFNB3","darkgreen"
"1670","CLEC1A","grey"
"1671","MRVI1","grey"
"1672","DPYSL5","greenyellow"
"1673","FRRS1L","grey"
"1674","TRPC3","darkorange2"
"1675","ADAMTSL5","darkslateblue"
"1676","LOC105379477","grey"
"1677","QPRT","plum1"
"1678","SH3TC1","grey"
"1679","FBP1","darkslateblue"
"1680","KCNMB2","grey"
"1681","LOC105378047","grey"
"1682","DCHS2","lightgreen"
"1683","NRCAM","grey"
"1684","U2AF1L5","grey"
"1685","PSMB9","maroon"
"1686","NPB","greenyellow"
"1687","ARX","grey"
"1688","C2CD4A","green"
"1689","CYP4Z1","green"
"1690","SAXO1","grey"
"1691","SYT9","grey"
"1692","LOC101929457","grey"
"1693","CNTN3","grey"
"1694","RIMS2","magenta"
"1695","LINC02361","darkslateblue"
"1696","PNPLA7","yellow"
"1697","PTPRR","honeydew1"
"1698","GABRE","lightyellow"
"1699","ACOX2","grey"
"1700","GIPC2","grey"
"1701","GABRP","green"
"1702","COL4A6","darkorange2"
"1703","LINC01814","grey"
"1704","NAPRT","darkslateblue"
"1705","OSR1","orange"
"1706","LCN2","salmon4"
"1707","TPBGL","grey"
"1708","USP17L7","palevioletred3"
"1709","CYYR1.AS1","orange"
"1710","ITGB3","black"
"1711","TIMP4","grey"
"1712","NECAB2","lightyellow"
"1713","GXYLT1P3","darkorange2"
"1714","SLC34A2","green"
"1715","KCP","grey"
"1716","LCP1","lightyellow"
"1717","B3GALT5","grey"
"1718","ENTPD3","grey"
"1719","AFAP1.AS1","darkslateblue"
"1720","SCNN1B","grey"
"1721","FCGR1B","grey"
"1722","KRT15","bisque4"
"1723","PCAT7","grey"
"1724","ACTA2.AS1","grey"
"1725","RNASE1","grey"
"1726","GLI1","greenyellow"
"1727","AKAP12","cyan"
"1728","LOC101928617","darkslateblue"
"1729","TWIST1","darkseagreen4"
"1730","ST18","grey"
"1731","GOLGA8T","bisque4"
"1732","ADAM28","saddlebrown"
"1733","ALX4","grey"
"1734","ERVV.2","darkseagreen4"
"1735","HTR2A","cyan"
"1736","ORM2","grey"
"1737","PDIA2","greenyellow"
"1738","SEMA3G","grey"
"1739","TEKT3","darkmagenta"
"1740","GCHFR","darkslateblue"
"1741","PDE1C","darkmagenta"
"1742","MGAT5B","grey"
"1743","PDK4","grey"
"1744","KCNH2","grey"
"1745","SUSD2","darkslateblue"
"1746","LINC01133","grey"
"1747","SIDT1","orangered4"
"1748","CHI3L1","green"
"1749","TMEM72","grey"
"1750","SLCO2B1","grey"
"1751","RUNX3","navajowhite2"
"1752","HAPLN3","lavenderblush3"
"1753","C2orf40","darkmagenta"
"1754","HLA.A","maroon"
"1755","RBM20","grey"
"1756","BCAS1","yellow"
"1757","OLFML2A","darkgreen"
"1758","SLC1A1","greenyellow"
"1759","CA6","grey"
"1760","DHRS2","grey"
"1761","LOC100506688","midnightblue"
"1762","LINC01450","grey"
"1763","LINC01695","grey"
"1764","SLC7A10","grey"
"1765","RDH16","honeydew1"
"1766","HRCT1","skyblue"
"1767","NCR3LG1","darkred"
"1768","KRT86","darkslateblue"
"1769","DPH6.AS1","grey"
"1770","NKD2","paleturquoise"
"1771","KCNK15","yellow"
"1772","CTTNBP2","grey"
"1773","TNRC18P1","lightcyan"
"1774","NPTX1","grey"
"1775","ELOVL2","darkturquoise"
"1776","TPRG1","grey"
"1777","HRK","grey"
"1778","FNDC1","green"
"1779","MT1G","greenyellow"
"1780","ADAM11","greenyellow"
"1781","RTL5","grey"
"1782","TNFSF13B","grey"
"1783","CMBL","grey"
"1784","SLC38A3","grey"
"1785","SOWAHA","grey"
"1786","TUBA3FP","grey"
"1787","GHR","grey"
"1788","SOX11","lightyellow"
"1789","ZNF541","grey"
"1790","WIPF1","grey"
"1791","PLTP","grey"
"1792","TP53AIP1","lavenderblush3"
"1793","LOC101926915","black"
"1794","B3GNT8","darkslateblue"
"1795","PGF","grey"
"1796","MAP1B","grey"
"1797","SLC6A14","grey"
"1798","KIAA1211L","grey"
"1799","MCIDAS","white"
"1800","LINC02197","skyblue3"
"1801","IRX6","orange"
"1802","FBXL16","grey"
"1803","EDARADD","grey"
"1804","LOC104054148","brown4"
"1805","PWAR5","grey"
"1806","CDH12","grey"
"1807","PDLIM3","grey"
"1808","PRR36","orangered4"
"1809","FAS.AS1","grey"
"1810","CYP1B1","grey"
"1811","HSD17B2","grey"
"1812","MEIS3","lightcyan1"
"1813","HOPX","darkslateblue"
"1814","SERPINA1","grey"
"1815","C1QL1","paleturquoise"
"1816","LOC102725121","grey"
"1817","PAPPA2","grey"
"1818","DUSP4","grey"
"1819","CCDC3","grey"
"1820","SLC15A1","orange"
"1821","CADPS2","grey"
"1822","HCP5","maroon"
"1823","DNAH17.AS1","grey"
"1824","FAM124B","grey"
"1825","LINC01761","grey"
"1826","AKR1B1","darkseagreen4"
"1827","ARHGAP6","grey"
"1828","S100A5","grey"
"1829","LOC554249","grey"
"1830","LINC00518","grey"
"1831","TMEM31","grey"
"1832","KLHL38","orange"
"1833","AK7","grey"
"1834","KSR2","grey"
"1835","GLYATL1","grey"
"1836","GNAO1","grey"
"1837","LOC105369507","grey"
"1838","PRDM1","grey"
"1839","GNG7","orange"
"1840","STEAP2","grey"
"1841","IGSF5","grey"
"1842","FGR","grey"
"1843","IGF2","grey"
"1844","FUOM","darkslateblue"
"1845","PREX1","grey"
"1846","ADAMTSL1","grey"
"1847","C11orf16","grey"
"1848","CYP2B7P","grey"
"1849","HPCAL4","greenyellow"
"1850","NKAIN2","grey"
"1851","TRABD2B","grey"
"1852","LOC442497","grey"
"1853","AVPR1A","grey"
"1854","PLEK","lightgreen"
"1855","RAB7B","grey"
"1856","WDR87","grey"
"1857","CCDC151","pink"
"1858","RNF175","cyan"
"1859","REEP2","darkgreen"
"1860","TLX3","navajowhite2"
"1861","CD180","grey"
"1862","KCNE5","grey"
"1863","BEGAIN","grey"
"1864","KRBOX1","grey"
"1865","MAPK4","orange"
"1866","SALRNA2","grey"
"1867","DNAH2","darkseagreen4"
"1868","MYCBPAP","grey"
"1869","ITGA1","grey"
"1870","PRRX2","darkslateblue"
"1871","TRPM8","grey"
"1872","PDE11A","grey"
"1873","CA12","darkslateblue"
"1874","RIMBP3B","grey"
"1875","CKMT1B","grey"
"1876","RUBCNL","grey"
"1877","HRAT92","grey"
"1878","INHBE","darkslateblue"
"1879","LINC00958","grey"
"1880","PTPRO","grey"
"1881","WISP3","grey"
"1882","FBXO15","grey"
"1883","LOC101927272","darkslateblue"
"1884","TMEM121B","floralwhite"
"1885","EPDR1","grey"
"1886","A4GALT","lightcyan1"
"1887","DOCK10","grey"
"1888","BRCAT54","grey"
"1889","PITX2","grey"
"1890","ADRA2A","lightcyan"
"1891","APOA1","midnightblue"
"1892","CAPNS2","lightyellow"
"1893","DUSP15","greenyellow"
"1894","SYTL5","green"
"1895","KANK4","grey"
"1896","C8orf34","grey"
"1897","CARMIL2","grey"
"1898","DUSP6","grey"
"1899","DISC2","grey"
"1900","CHRDL1","green"
"1901","FOXL1","grey"
"1902","P4HA3","grey"
"1903","SEMA3A","grey"
"1904","CPED1","grey"
"1905","ABCB4","grey"
"1906","DES","grey"
