"","V1","V2"
"1907","GDA","grey"
"1908","OLFM5P","grey"
"1909","SLC17A7","greenyellow"
"1910","UTS2B","grey"
"1911","TGFBI","grey"
"1912","PRSS3","grey"
"1913","EPHB6","darkslateblue"
"1914","HOXA11.AS","grey"
"1915","LOC339807","grey"
"1916","SPANXA2.OT1","grey"
"1917","TMEM72.AS1","grey"
"1918","ZNF208","grey"
"1919","ABCC6P2","grey"
"1920","CMAHP","grey"
"1921","HRNR","grey"
"1922","AKR1C3","grey"
"1923","ASCL2","grey"
"1924","KRT16","darkolivegreen"
"1925","FGD5P1","greenyellow"
"1926","CXCL11","magenta"
"1927","PLCH2","grey"
"1928","TMEM110.MUSTN1","darkslateblue"
"1929","FER1L6","grey"
"1930","HOXD11","bisque4"
"1931","PLAGL1","grey"
"1932","EPHA8","grey"
"1933","SLC22A16","grey"
"1934","EPSTI1","lightcyan"
"1935","CCNA1","grey"
"1936","FADS6","greenyellow"
"1937","TMEM178B","grey"
"1938","QPCT","grey"
"1939","GBGT1","grey"
"1940","SLC43A1","grey"
"1941","PTCHD1","salmon"
"1942","TGFBR3","pink"
"1943","EPHB2","grey"
"1944","CLLU1","grey"
"1945","HS6ST3","grey"
"1946","KIAA1755","orange"
"1947","ALOX5","darkslateblue"
"1948","HLA.F","maroon"
"1949","FHOD3","grey"
"1950","NRP2","navajowhite2"
"1951","ZEB2","cyan"
"1952","SULF2","grey"
"1953","CA8","grey"
"1954","DEPDC1.AS1","grey"
"1955","LRRIQ4","darkslateblue"
"1956","DGKG","grey"
"1957","APOL4","grey"
"1958","LOC101060391","grey"
"1959","LRRC2","grey"
"1960","MAFA.AS1","grey"
"1961","SCGB3A2","grey"
"1962","CCDC116","grey"
"1963","MKX","darkred"
"1964","GNG11","grey"
"1965","P3H2","green"
"1966","NKX1.2","green"
"1967","GALNT17","cyan"
"1968","GBP6","lightyellow"
"1969","UG0898H09","darkmagenta"
"1970","UGT2B7","grey"
"1971","ADRB2","grey"
"1972","FOXD3.AS1","greenyellow"
"1973","CASP10","magenta"
"1974","HNF4G","magenta"
"1975","PCDH18","grey"
"1976","LINC00675","grey"
"1977","ARMC3","grey"
"1978","FAM27C","grey"
"1979","SOX30","grey"
"1980","CORO2B","grey"
"1981","LINC00842","lavenderblush3"
"1982","FAM231D","grey"
"1983","HHIP.AS1","grey"
"1984","A4GNT","grey"
"1985","ANTXRL","darkgrey"
"1986","NXPH2","grey"
"1987","PAK5","grey"
"1988","S1PR1","midnightblue"
"1989","SCN4A","greenyellow"
"1990","ABCG1","grey"
"1991","FAM78B","grey"
"1992","SLC2A4","grey"
"1993","MAEL","grey"
"1994","TNXB","darkslateblue"
"1995","CACNG4","grey"
"1996","ADAMTSL3","grey"
"1997","FOXCUT","green"
"1998","ZNF737","grey"
"1999","SLC8A1","grey"
"2000","SMIM10","grey"
"2001","GFAP","grey"
"2002","G0S2","black"
"2003","LOC101928674","grey"
"2004","EYA2","grey"
"2005","METTL7B","maroon"
"2006","ZNF853","darkgreen"
"2007","BTN1A1","grey"
"2008","POTEM","grey"
"2009","FILIP1","grey"
"2010","ADGRG3","darkslateblue"
"2011","GAS6.AS1","grey"
"2012","HSD17B14","darkslateblue"
"2013","DOK6","grey"
"2014","SVEP1","darkred"
"2015","ESPNP","grey"
"2016","ANKRD62","white"
"2017","CCDC160","violet"
"2018","ACSL5","grey"
"2019","HSPB7","grey"
"2020","RNF144A.AS1","grey"
"2021","SOBP","grey"
"2022","FLRT3","grey"
"2023","KLHL13","grey"
"2024","HKDC1","grey"
"2025","CRYM","darkslateblue"
"2026","F2RL2","grey"
"2027","IYD","yellow"
"2028","LINC01351","lightgreen"
"2029","MMP20","grey"
"2030","NMRAL2P","grey"
"2031","TNFSF14","grey"
"2032","RASGEF1A","grey"
"2033","GRIA3","grey"
"2034","SPESP1","grey"
"2035","PPP1R14A","grey"
"2036","FAM131B","greenyellow"
"2037","AFAP1L2","grey"
"2038","EDN2","darkslateblue"
"2039","KCNH3","greenyellow"
"2040","PLSCR2","grey"
"2041","CRIP1","darkslateblue"
"2042","PLCL1","grey"
"2043","CHRM3.AS2","darkmagenta"
"2044","KCNF1","grey"
"2045","SATB2","grey"
"2046","PRG2","navajowhite2"
"2047","ZCCHC18","violet"
"2048","CSMD1","grey"
"2049","PICSAR","grey"
"2050","RASGRP2","ivory"
"2051","IRS2","darkorange2"
"2052","ALB","yellow"
"2053","DKK3","lightsteelblue1"
"2054","IGSF22","grey"
"2055","NOV","grey"
"2056","ADGRF2","grey"
"2057","PCDHA5","grey"
"2058","ZNF280B","grey"
"2059","TMEM71","grey"
"2060","OTOG","grey"
"2061","COL4A3","lightcyan"
"2062","RAMP2.AS1","skyblue"
"2063","IFITM3","darkolivegreen"
"2064","LOC284578","grey"
"2065","LOC100129316","grey"
"2066","LOC101927884","magenta"
"2067","LOC105377458","grey"
"2068","LOC105377590","darkslateblue"
"2069","OCM","grey"
"2070","PATE1","darkslateblue"
"2071","RNASE7","grey"
"2072","SLITRK1","grey"
"2073","SPOCD1","honeydew1"
"2074","TM4SF19","grey"
"2075","TRHDE.AS1","grey"
"2076","CXCL3","grey"
"2077","MARCH10","grey"
"2078","IFIT3","magenta"
"2079","TPM2","darkmagenta"
"2080","RET","grey"
"2081","LAPTM5","grey"
"2082","TNFRSF1B","lightgreen"
"2083","GGT3P","grey"
"2084","C5orf46","grey"
"2085","LINC02181","grey"
"2086","MUC4","midnightblue"
"2087","LOC105379807","darkslateblue"
"2088","PRR5L","maroon"
"2089","KCNIP1","plum2"
"2090","HS3ST3B1","magenta"
"2091","DMGDH","grey"
"2092","GOLGA8H","grey"
"2093","FGFR2","pink"
"2094","ANGPTL4","grey"
"2095","C1S","lightgreen"
"2096","TAS2R39","darkslateblue"
"2097","POF1B","yellow"
"2098","SIRPB1","grey"
"2099","WFDC2","grey"
"2100","CACNA1G","saddlebrown"
"2101","DDO","yellow"
"2102","FLG.AS1","grey"
"2103","FMN2","grey"
"2104","LINC02189","green"
"2105","FCGR2A","grey"
"2106","CPAMD8","orange"
"2107","A2ML1","grey"
"2108","SATB1.AS1","grey"
"2109","GMPR","grey"
"2110","LINC00239","darkolivegreen"
"2111","XKR9","grey"
"2112","FREM3","grey"
"2113","LOC101927989","grey"
"2114","LOC400464","darkred"
"2115","MRGPRF","grey"
"2116","OR6W1P","grey"
"2117","SCN3A","grey"
"2118","STON2","grey"
"2119","CPS1","grey"
"2120","NUDT9P1","grey"
"2121","PCDH8","green"
"2122","SLC5A12","grey"
"2123","PLCE1.AS1","white"
"2124","SERPING1","grey"
"2125","SLED1","floralwhite"
"2126","TMPRSS11D","darkslateblue"
"2127","NPR1","grey"
"2128","RAET1L","brown4"
"2129","RAD51AP2","ivory"
"2130","WRB.SH3BGR","lightsteelblue1"
"2131","DCT","grey"
"2132","ADGRF5","grey"
"2133","SECTM1","darkslateblue"
"2134","FGF13.AS1","skyblue"
"2135","RPL34.AS1","royalblue"
"2136","GADD45G","darkslateblue"
"2137","CTNND2","darkslateblue"
"2138","LCAL1","grey"
"2139","CHN1","black"
"2140","TSNAX.DISC1","grey"
"2141","ABCA9","grey"
"2142","BPIFB1","lightcyan"
"2143","FAM189A1","grey"
"2144","HPSE2","grey"
"2145","HRC","darkslateblue"
"2146","TNIP3","skyblue"
"2147","UMODL1.AS1","grey"
"2148","MMP17","ivory"
"2149","PROCR","grey"
"2150","HSD17B1","grey"
"2151","GPRC5D","grey"
"2152","MX1","maroon"
"2153","FXYD6.FXYD2","greenyellow"
"2154","TMEM108.AS1","violet"
"2155","SCRG1","green"
"2156","TNFAIP8L3","skyblue"
"2157","OLFM2","salmon"
"2158","ACHE","lightcyan1"
"2159","RGS4","darkslateblue"
"2160","LRRC10B","grey"
"2161","LOC101929541","grey"
"2162","CASC10","grey"
"2163","COMMD3.BMI1","darkslateblue"
"2164","FBXO2","darkolivegreen"
"2165","CLMP","pink"
"2166","CMPK2","magenta"
"2167","ATP2B3","grey"
"2168","ATP12A","grey"
"2169","CERS3","grey"
"2170","LINC01865","grey"
"2171","ZFP92","grey"
"2172","LRMDA","plum2"
"2173","PI15","grey"
"2174","NCF1C","darkslateblue"
"2175","IFIT1B","darkslateblue"
"2176","DLL3","grey"
"2177","C15orf54","grey"
"2178","TMEM158","green"
"2179","ZNF582","grey"
"2180","RBPMS.AS1","grey"
"2181","ULBP2","ivory"
"2182","CCNB3","grey"
"2183","CTAGE6","darkturquoise"
"2184","LOC101928034","darkslateblue"
"2185","PLEKHH2","grey"
"2186","TNC","orange"
"2187","FBN2","grey"
"2188","SCAND1","darkslateblue"
"2189","NXPH4","greenyellow"
"2190","GDNF","darkturquoise"
"2191","FBN1","darkgrey"
"2192","GOLGA6B","green"
"2193","TNS4","grey"
"2194","WFDC3","darkslateblue"
"2195","PIR.FIGF","darkgrey"
"2196","C16orf86","grey"
"2197","OSR2","darkslateblue"
"2198","TMEM169","black"
"2199","CXCL9","grey"
"2200","LGI3","grey"
"2201","LINC01063","grey"
"2202","TLR4","grey"
"2203","TNNI3","pink"
"2204","NPY4R2","grey"
"2205","GP6","grey"
"2206","RYR3","orange"
"2207","ARNTL2","grey"
"2208","AK5","darkslateblue"
"2209","HCAR2","pink"
"2210","LBH","grey"
"2211","WTIP","greenyellow"
"2212","OR7E47P","grey"
"2213","SMIM22","darkslateblue"
"2214","ANKRD53","darkgreen"
"2215","NOS3","grey"
"2216","SUSD4","grey"
"2217","UTAT33","grey"
"2218","GRIN2C","grey"
"2219","ABCC11","yellow"
"2220","IL27RA","green"
"2221","LINC01002","grey"
"2222","C8orf4","lightgreen"
"2223","FAM135B","grey"
"2224","LINC00552","grey"
"2225","LINC02516","grey"
"2226","PTPRH","green"
"2227","SLC38A5","grey"
"2228","EGR2","grey"
"2229","HEYL","grey"
"2230","TENM1","grey"
"2231","NPPC","plum2"
"2232","FLJ22447","grey"
"2233","CD8B2","grey"
"2234","FNDC4","darkgreen"
"2235","PLAU","brown4"
"2236","HLA.DMA","lightgreen"
"2237","PNCK","darkslateblue"
"2238","CLPSL2","darkslateblue"
"2239","SPOCK1","grey"
"2240","ABCC3","pink"
"2241","ANKK1","grey"
"2242","ZNF385D","grey"
"2243","ADAM12","white"
"2244","MIR3142HG","grey"
"2245","LINC00965","palevioletred3"
"2246","LRRC17","floralwhite"
"2247","HMCN1","grey"
"2248","CHRNB4","grey"
"2249","SCOC.AS1","grey"
"2250","CLEC4F","orange"
"2251","GREM1","green"
"2252","APCDD1L","grey"
"2253","INTS4P2","violet"
"2254","ZNF781","thistle1"
"2255","LINC00562","brown4"
"2256","OLFML2B","darkgrey"
"2257","TMEM74B","grey"
"2258","CRB1","grey"
"2259","ARTN","salmon4"
"2260","EDA","plum1"
"2261","PCDHA3","grey"
"2262","RND1","lavenderblush3"
"2263","LOC103091866","grey"
"2264","PAX6","grey"
"2265","ERP27","grey"
"2266","LRRC7","grey"
"2267","PDE7B","grey"
"2268","TMEM92","darkolivegreen"
"2269","LINC01530","grey"
"2270","PTGER3","grey"
"2271","KCNJ1","grey"
"2272","KCNK17","grey"
"2273","LOC102724484","plum1"
"2274","AFAP1L1","cyan"
"2275","GBP7","grey"
"2276","SRGAP3.AS3","grey"
"2277","MPPED2","darkslateblue"
"2278","IFITM1","magenta"
"2279","NR5A2","grey"
"2280","TMC3.AS1","grey"
"2281","LINC02348","grey"
"2282","HECTD2.AS1","grey"
"2283","SYNM","green"
"2284","SYPL2","cyan"
"2285","TMPRSS5","darkorange2"
"2286","SYNE1","plum1"
"2287","CERKL","grey"
"2288","BTK","grey"
"2289","GIPC3","grey"
"2290","SLC26A7","grey"
"2291","UNC5A","yellow"
"2292","BDKRB1","green"
"2293","CLRN1","grey"
"2294","KCNJ16","grey"
"2295","LINC00930","pink"
"2296","LINC02249","darkturquoise"
"2297","PAX3","grey"
"2298","PDE1B","grey"
"2299","SPINK2","grey"
"2300","PATE2","violet"
"2301","FOXD1","grey"
"2302","USP12.AS2","grey"
"2303","HCST","darkslateblue"
"2304","PLPPR4","grey"
"2305","ASPHD2","grey"
"2306","RASD1","grey"
"2307","AKR1C2","grey"
"2308","NAP1L3","black"
"2309","WASIR1","darkslateblue"
"2310","SPTBN4","orangered4"
"2311","ADCY2","grey"
"2312","PCDHA10","grey"
"2313","SSC5D","thistle1"
"2314","NRROS","lavenderblush3"
"2315","LOC100131257","grey"
"2316","SALRNA1","grey"
"2317","RP1L1","salmon4"
"2318","TIGIT","grey"
"2319","HLA.H","maroon"
"2320","PLA2G16","darkslateblue"
"2321","LRRC43","grey"
"2322","FOXA1","orangered4"
"2323","COLCA1","grey"
"2324","KREMEN2","darkslateblue"
"2325","SERPINE1","grey"
"2326","SCNN1G","grey"
"2327","LRRN1","black"
"2328","ATF7IP2","grey"
"2329","GGT8P","grey"
"2330","BMPR1B","cyan"
"2331","STEAP1B","greenyellow"
"2332","CLDN6","grey"
"2333","GAB3","grey"
"2334","NMU","midnightblue"
"2335","CACNB4","grey"
"2336","HIST1H2BB","grey"
"2337","AKR1B15","grey"
"2338","ST6GALNAC5","green"
"2339","LINC00857","grey"
"2340","DNAH12","royalblue"
"2341","TMEM74","grey"
"2342","RAPGEF4.AS1","grey"
"2343","ACE2","darkseagreen4"
"2344","PCDH19","darkgrey"
"2345","CAPS","greenyellow"
"2346","LOC105377342","grey"
"2347","BOLL","darkslateblue"
"2348","LMOD2","grey"
"2349","ADAMTS17","grey"
"2350","MUC1","grey"
"2351","USP32P3","grey"
"2352","ADAMTS18","palevioletred3"
"2353","CATSPERZ","green"
"2354","CCR7","grey"
"2355","COL13A1","green"
"2356","FAM83C","grey"
"2357","IGFL2.AS1","bisque4"
"2358","LINC01039","grey"
"2359","TM6SF2","cyan"
"2360","VWA3A","lightcyan"
"2361","ZSCAN23","darkred"
"2362","SLC16A9","grey"
"2363","LINC00461","royalblue"
"2364","GPR37L1","grey"
"2365","SLITRK5","grey"
"2366","MFSD7","grey"
"2367","RASL10A","darkslateblue"
"2368","CCL5","honeydew1"
"2369","SPATA3.AS1","grey"
"2370","MPEG1","grey"
"2371","SLC4A4","black"
"2372","SNX29P1","grey"
"2373","C9orf152","orangered4"
"2374","ATP2A3","darkslateblue"
"2375","BHMT2","grey"
"2376","ENTPD8","darkslateblue"
"2377","LINC00865","grey"
"2378","PPFIA2","grey"
"2379","PLAG1","grey"
"2380","PNPLA1","orange"
"2381","ATP6V1G2","grey"
"2382","SLC38A4","grey"
"2383","LOC414300","grey"
"2384","TBR1","grey"
"2385","SCML1","grey"
"2386","IL32","salmon4"
"2387","OR2B6","grey"
"2388","FLG","grey"
"2389","AFF3","lightyellow"
"2390","CLEC18A","grey"
"2391","RGS9","lightyellow"
"2392","SEMA5A","grey"
"2393","GAMT","darkslateblue"
"2394","LOC728485","grey"
"2395","METTL21EP","grey"
"2396","LINC01819","grey"
"2397","C1QTNF12","greenyellow"
"2398","CNTNAP3","darkseagreen4"
"2399","RARRES3","lightcyan"
"2400","LINC01659","grey"
"2401","SLAIN1","navajowhite2"
"2402","SLC6A7","grey"
"2403","GATA3.AS1","lightcyan"
"2404","LOC101929563","grey"
"2405","SBSPON","grey"
"2406","C1QL2","grey"
"2407","CTB.178M22.2","darkslateblue"
"2408","LOC101928123","grey"
"2409","SLC25A21","grey"
"2410","LOC101927069","grey"
"2411","IL4I1","lightcyan1"
"2412","RADIL","darkslateblue"
"2413","KPNA7","grey"
"2414","FAM183A","yellow"
"2415","HTRA4","grey"
"2416","DDN","grey"
"2417","ANKRD1","grey"
"2418","GPR87","grey"
"2419","ZBTB7C","darkslateblue"
"2420","DUSP5P1","grey"
"2421","AARD","white"
"2422","RNF128","grey"
"2423","PRR15L","yellow"
"2424","PCDHB7","grey"
"2425","LINC02170","darkslateblue"
"2426","TSPAN1","yellow"
"2427","PTX3","green"
"2428","PHACTR3","skyblue"
"2429","FAM171A2","darkslateblue"
"2430","SYNE4","darkslateblue"
"2431","TSSK1B","grey"
"2432","CFAP73","darkslateblue"
"2433","LAMA2","grey"
"2434","CDH23","grey"
"2435","HUNK","grey"
"2436","TUBAL3","floralwhite"
"2437","IL4R","brown4"
"2438","EMID1","greenyellow"
"2439","CXCR4","grey"
"2440","WAS","darkolivegreen"
"2441","DCHS1","grey"
"2442","AREG","pink"
"2443","CASC15","lightyellow"
"2444","C1GALT1C1L","grey"
"2445","PPP2R2B","grey"
"2446","NMNAT3","grey"
"2447","DYNC1I1","darkseagreen4"
"2448","CAVIN3","navajowhite2"
"2449","CCNYL2","darkslateblue"
"2450","GLOD5","grey"
"2451","PCDHA6","grey"
"2452","DNAJC22","grey"
"2453","OXGR1","darkorange2"
"2454","MRC2","darkgreen"
"2455","ETV3L","darkolivegreen"
"2456","LINC01122","black"
"2457","SOCS2","grey"
"2458","LGALS9","green"
"2459","ANK2","grey"
"2460","PCDHA12","grey"
"2461","BBOX1","navajowhite2"
"2462","VWCE","saddlebrown"
"2463","HGFAC","grey"
"2464","PRSS46","grey"
"2465","LHX9","cyan"
"2466","LOC100130417","grey"
"2467","OR9A2","royalblue"
"2468","GGT2","grey"
"2469","SPON1","darkslateblue"
"2470","GPR173","black"
"2471","HORMAD1","green"
"2472","NRP1","grey"
"2473","IKZF1","grey"
"2474","ANGPTL2","grey"
"2475","CPLX1","darkslateblue"
"2476","AMTN","grey"
"2477","FAM155A","black"
"2478","LINC00900","grey"
"2479","LINC02198","grey"
"2480","LOC101928191","darkturquoise"
"2481","LOC105371485","grey"
"2482","PPP1R14D","grey"
"2483","RP1","grey"
"2484","TESC","grey"
"2485","RPL23AP32","grey"
"2486","FGFR1","grey"
"2487","IGFBP3","grey"
"2488","ANKRD20A4.ANKRD20A20P","darkorange2"
"2489","SLC7A9","grey"
"2490","RRH","grey"
"2491","RTN1","grey"
"2492","DPYS","grey"
"2493","CRIP3","darkgreen"
"2494","RBP4","darkslateblue"
"2495","LRRK2","grey"
"2496","ALCAM","grey"
"2497","LOC103171574","grey"
"2498","MAMLD1","darkslateblue"
"2499","RGS22","grey"
"2500","BHLHE41","grey"
"2501","GPR143","darkturquoise"
"2502","NACAD","plum1"
"2503","CCEPR","grey"
"2504","LINC00605","grey"
"2505","LPAL2","darkturquoise"
"2506","UGT3A2","yellow"
"2507","KIAA1324","grey"
"2508","ETV7","maroon"
"2509","FCGRT","greenyellow"
"2510","RORA","grey"
"2511","ANXA13","paleturquoise"
"2512","AOC1","grey"
"2513","FOXN4","grey"
"2514","HS3ST5","grey"
"2515","KLHL6","grey"
"2516","LOC105376382","pink"
"2517","ODAM","grey"
"2518","PLCXD3","grey"
"2519","PPP1R1C","grey"
"2520","SMTNL1","grey"
"2521","SPRR1B","lightyellow"
"2522","TMEM221","pink"
"2523","EFTUD1P1","darkred"
"2524","TMEM47","grey"
"2525","SH3BGRL2","darkgreen"
"2526","LHX6","grey"
"2527","FCHO1","honeydew1"
"2528","CALCRL","grey"
"2529","CCR10","midnightblue"
"2530","ADAM19","darkseagreen4"
"2531","ZNF648","grey"
"2532","PGPEP1L","white"
"2533","ANKRD36BP2","darkorange2"
"2534","LOC403323","grey"
"2535","GALNT13","grey"
"2536","LOC101927543","white"
"2537","EPHA6","grey"
"2538","NRXN1","grey"
"2539","LOC644554","grey"
"2540","TNFRSF10D","grey"
"2541","TSLP","darkseagreen4"
"2542","DNAJC12","grey"
"2543","LOC283028","grey"
"2544","RAB37","green"
"2545","TEX29","grey"
"2546","LYNX1","floralwhite"
"2547","PCDHA9","grey"
"2548","CLDN3","yellow"
"2549","ANGPTL1","salmon"
"2550","F5","grey"
"2551","EPHA10","grey"
"2552","MFNG","palevioletred3"
"2553","ABCG8","grey"
"2554","ACOXL.AS1","grey"
"2555","FAM26F","grey"
"2556","FOXJ1","grey"
"2557","GRID1","grey"
"2558","LINC00365","grey"
"2559","LINC01342","midnightblue"
"2560","CEBPA","darkslateblue"
"2561","ZIM2","grey"
"2562","DRAXIN","lavenderblush3"
"2563","SLFN13","grey"
"2564","ESRG","midnightblue"
"2565","ISLR2","grey"
"2566","KRT78","honeydew1"
"2567","LOC101927588","grey"
"2568","UNC5D","grey"
"2569","FAM66B","palevioletred3"
"2570","ZC3H12D","black"
"2571","CSF2RB","grey"
"2572","FAM238C","grey"
"2573","RGS17","grey"
"2574","WDR63","grey"
"2575","GGT1","skyblue3"
"2576","PCDH17","grey"
"2577","LINC01694","thistle1"
"2578","ROBO1","grey"
"2579","TMPRSS3","grey"
"2580","SNTB1","white"
"2581","PXDNL","grey"
"2582","PALM3","grey"
"2583","SLIT2","grey"
"2584","LINC01979","grey"
"2585","SERPINB12","grey"
"2586","NFE2","lavenderblush3"
"2587","LOC100419170","grey"
"2588","FLJ42351","grey"
"2589","ABCA4","grey"
"2590","GCNT4","lightcyan1"
"2591","FLG2","grey"
"2592","WFDC21P","grey"
"2593","LOC101930105","grey"
"2594","KCNA7","grey"
"2595","ACR","grey"
"2596","HYAL1","grey"
"2597","LOC101927950","grey"
"2598","SCUBE2","grey"
"2599","TMC8","lightcyan1"
"2600","FAM212A","darkslateblue"
"2601","SCUBE3","grey"
"2602","LINC02367","darkslateblue"
"2603","LOC100506368","darkslateblue"
"2604","SCARA5","grey"
"2605","FGFR3","lightgreen"
"2606","PNMA5","darkslateblue"
"2607","RNF157.AS1","grey"
"2608","MAN1C1","paleturquoise"
"2609","C7orf34","grey"
"2610","ICAM1","lightgreen"
"2611","LINC00629","grey"
"2612","MAGEA8","grey"
"2613","TEX45","darkslateblue"
"2614","GPR182","grey"
"2615","C9orf66","grey"
"2616","CCDC153","darkslateblue"
"2617","NRG1","grey"
"2618","SLC16A7","black"
"2619","HIST2H2BA","grey"
"2620","CD14","skyblue3"
"2621","PHF24","grey"
"2622","FRMPD3","grey"
"2623","TEDDM1","grey"
"2624","PIK3AP1","grey"
"2625","CD22","grey"
"2626","CLVS2","grey"
"2627","LINC01558","grey"
"2628","LINC02397","grey"
"2629","SH2D4B","grey"
"2630","ZNF215","grey"
"2631","LINC01152","green"
"2632","SLC29A4","darkslateblue"
"2633","ADGRV1","grey"
"2634","LINC01426","grey"
"2635","SLC30A3","greenyellow"
"2636","SPRY4.IT1","grey"
"2637","PKIA.AS1","grey"
"2638","RIPK3","yellow"
"2639","IFI27L2","darkslateblue"
"2640","SDK2","grey"
"2641","IGF2BP2.AS1","grey"
"2642","ACSS3","grey"
"2643","LRRN4","salmon4"
"2644","WFDC1","darkgreen"
"2645","MAOA","grey"
"2646","ADCY1","grey"
"2647","P3H3","darkgreen"
"2648","C6orf201","grey"
"2649","LURAP1L","lightcyan1"
"2650","PDE2A","grey"
"2651","FAM110B","grey"
"2652","TPGS1","darkslateblue"
"2653","LOC101928075","darkgrey"
"2654","CA3","grey"
"2655","ADAMTS14","darkslateblue"
"2656","FETUB","grey"
"2657","PDZD4","grey"
"2658","LOC729683","grey"
"2659","UCA1","plum1"
"2660","COL24A1","grey"
"2661","SLC12A2","grey"
"2662","DIRAS3","grey"
"2663","AKNAD1","grey"
"2664","TCAM1P","grey"
"2665","RLBP1","green"
"2666","ATP8B5P","grey"
"2667","CDO1","grey"
"2668","CIDEC","grey"
"2669","KCNB2","palevioletred3"
"2670","LINC01968","grey"
"2671","LINC02398","grey"
"2672","MAFA","grey"
"2673","TCF15","greenyellow"
"2674","ITGA7","black"
"2675","MIR9.3HG","grey"
"2676","CLDN9","grey"
"2677","LY6K","grey"
"2678","SLC4A8","grey"
"2679","PHACTR1","grey"
"2680","LINC00693","darkorange2"
"2681","MYOZ1","grey"
"2682","SLC35F4","grey"
"2683","SLC30A8","grey"
"2684","LARGE.AS1","brown4"
"2685","LINC01833","skyblue"
"2686","LOC103908605","grey"
"2687","GPT","floralwhite"
"2688","ADAMTS9.AS2","grey"
"2689","ERICH5","grey"
"2690","FST","grey"
"2691","LINC02188","green"
"2692","CCL28","black"
"2693","TBC1D3","grey"
"2694","KIT","lightyellow"
"2695","LINC02036","salmon"
"2696","LINC00482","darkslateblue"
"2697","GAS2","grey"
"2698","CHRM1","plum1"
"2699","SLC26A4.AS1","grey"
"2700","DOCK8","grey"
"2701","CPLX3","skyblue3"
"2702","CYP1B1.AS1","grey"
"2703","FOXE1","ivory"
"2704","GRASP","darkgreen"
"2705","GSTA2","skyblue"
"2706","HSD11B1","grey"
"2707","LOC440896","grey"
"2708","TLR7","grey"
"2709","THEGL","grey"
"2710","ENO2","black"
"2711","NAV3","grey"
"2712","ID4","pink"
"2713","IFI44","magenta"
"2714","ARHGDIB","darkturquoise"
"2715","CA2","grey"
"2716","SMARCD3","salmon"
"2717","ID3","darkslateblue"
"2718","ITGB6","grey"
"2719","SYT1","grey"
"2720","SLC5A1","grey"
"2721","RGPD6","grey"
"2722","LMO1","grey"
"2723","ADAP1","darkslateblue"
"2724","B3GALT1","black"
"2725","RBM11","grey"
"2726","ANKLE1","paleturquoise"
"2727","SCD5","grey"
"2728","GNA15","grey"
"2729","CASS4","grey"
"2730","UPP2","grey"
"2731","GPC3","grey"
"2732","ZNF843","grey"
"2733","CLCNKA","grey"
"2734","NRN1L","darkslateblue"
"2735","LOC100130451","grey"
"2736","RPH3AL","grey"
"2737","DNAI1","grey"
"2738","TLR10","grey"
"2739","SYS1.DBNDD2","pink"
"2740","ENHO","grey"
"2741","PCSK1N","darkslateblue"
"2742","COX6B2","grey"
"2743","KCNH8","brown4"
"2744","PCDHA13","grey"
"2745","SIX1","grey"
"2746","CX3CR1","grey"
"2747","TREM1","pink"
"2748","NR2F1.AS1","grey"
"2749","PRDM8","grey"
"2750","TDRD12","darkred"
"2751","LOC101929574","grey"
"2752","ALDH3A1","grey"
"2753","ESR1","grey"
"2754","LOC100131289","grey"
"2755","SORCS2","grey"
"2756","SOD3","salmon"
"2757","MOBP","grey"
"2758","SYT16","saddlebrown"
"2759","ARC","grey"
"2760","C10orf105","grey"
"2761","MVP","honeydew1"
"2762","TALAM1","darkslateblue"
"2763","MAP1A","grey"
"2764","CORIN","grey"
"2765","PDE4A","magenta"
"2766","SMLR1","darkslateblue"
"2767","DAB2","grey"
"2768","KLF3.AS1","brown4"
"2769","FES","lavenderblush3"
"2770","LINC00311","grey"
"2771","MT1X","grey"
"2772","CCDC102B","grey"
"2773","PSCA","darkslateblue"
"2774","ANGPTL5","grey"
"2775","TVP23C.CDRT4","grey"
"2776","ST3GAL5","grey"
"2777","ARSJ","black"
"2778","PPP2R2C","grey"
"2779","TRIM68","grey"
"2780","PKHD1","grey"
"2781","SLC13A3","grey"
"2782","GAL3ST4","green"
"2783","MT2A","darkslateblue"
"2784","CPE","grey"
"2785","PTTG3P","darkslateblue"
"2786","SDC2","darkmagenta"
"2787","MPV17L","grey"
"2788","F7","yellow"
"2789","HLA.DMB","lightgreen"
"2790","SNX32","darkslateblue"
"2791","TUSC8","lightcyan1"
"2792","A1BG","darkslateblue"
"2793","GAS1","orangered4"
"2794","TXLNB","grey"
"2795","GPR176","skyblue3"
"2796","C1QTNF2","grey"
"2797","KCNJ5","grey"
"2798","AQP6","grey"
"2799","PARP10","darkslateblue"
"2800","MGC16025","grey"
"2801","RASGRP1","lightcyan"
"2802","FRMD3","green"
"2803","PCDHA11","grey"
"2804","PDE1A","yellow"
"2805","HOTS","grey"
"2806","SCG5","green"
"2807","CAV1","grey"
"2808","SULT2B1","darkslateblue"
"2809","CALCB","grey"
"2810","MKRN2OS","grey"
"2811","SELENBP1","skyblue3"
"2812","SNX29P2","grey"
"2813","ZDHHC11B","grey"
"2814","LOC101928100","grey"
"2815","KCNN3","grey"
"2816","ADCYAP1R1","grey"
"2817","KLHL4","grey"
"2818","RNF183","grey"
"2819","SDCBP2","violet"
"2820","SLC6A10P","lightcyan1"
"2821","TRIM61","darkred"
"2822","C14orf105","grey"
"2823","GALNT15","grey"
